stock_code,historical_name,corp_code,dart_corp_name,mapping_method,mapped
009150,,00126371,삼성전기,stock_code,True
009240,,00161693,한샘,stock_code,True
009290,,00103592,광동제약,stock_code,True
009410,,00153861,태영건설,stock_code,True
009420,,00162586,한올바이오파마,stock_code,True
009450,,00101488,경동나비엔,stock_code,True
009520,,00128111,포스코엠텍,stock_code,True
009540,,00164830,HD한국조선해양,stock_code,True
009830,,00162461,한화솔루션,stock_code,True
009900,,00173078,명신산업,stock_code,True
009970,,00140964,영원무역홀딩스,stock_code,True
010060,,00148896,OCI홀딩스,stock_code,True
010120,,00105855,엘에스일렉트릭,stock_code,True
010130,,00102858,고려아연,stock_code,True
010140,,00126478,삼성중공업,stock_code,True
010620,,00164609,에이치디현대미포,stock_code,True
010780,,00115977,아이에스동서,stock_code,True
010950,,00138279,S-Oil,stock_code,True
011000,,00118521,진원생명과학,stock_code,True
011070,,00105961,LG이노텍,stock_code,True
011170,,00165413,롯데케미칼,stock_code,True
011200,,00164645,HMM,stock_code,True
011210,,00106623,현대위아,stock_code,True
011780,,00106368,금호석유화학,stock_code,True
011790,,00139889,SKC,stock_code,True
011930,,00136271,신성이엔지,stock_code,True
012330,,00164788,현대모비스,stock_code,True
012450,,00126566,한화에어로스페이스,stock_code,True
012510,,00172291,더존비즈온,stock_code,True
012630,,00164636,HDC,stock_code,True
0126Z0,,01965324,삼성에피스홀딩스,stock_code,True
012750,,00158501,에스원,stock_code,True
013890,,00150633,지누스,stock_code,True
014680,,00140955,한솔케미칼,stock_code,True
014820,,00132637,동원시스템즈,stock_code,True
014830,,00159786,유니드,stock_code,True
015750,,00132992,성우하이텍,stock_code,True
015760,,00159193,한국전력공사,stock_code,True
016170,,00130949,카카오엠,stock_code,True
016360,,00104856,삼성증권,stock_code,True
016380,,00115676,KG스틸,stock_code,True
016710,,00108940,대성홀딩스,stock_code,True
016790,,00164618,현대사료,stock_code,True
017390,,00130684,서울도시가스,stock_code,True
017670,,00159023,SK텔레콤,stock_code,True
017800,,00164724,현대엘리베이터,stock_code,True
017810,,00155355,풀무원,stock_code,True
017960,,00159795,한국카본,stock_code,True
018250,,00139454,애경산업,stock_code,True
018260,,00126186,삼성에스디에스,stock_code,True
018290,,00150165,브이티,stock_code,True
018670,,00144164,SK가스,stock_code,True
018880,,00161125,한온시스템,stock_code,True
019170,,00137359,신풍제약,stock_code,True
019680,,00108913,대교,stock_code,True
020000,,00188089,한섬,stock_code,True
020150,,00113997,롯데에너지머티리얼즈,stock_code,True
020560,,00138792,아시아나항공,stock_code,True
021240,,00170558,코웨이,stock_code,True
