stock_code,period_key,rcept_no,rcept_dt,table_index,row_index,statement_type,account_family,primary_row_label,matched_account_name,label_score,label_reasons,context_score,context_reasons,column_status,selected_column,selected_column_score,selected_column_reason,raw_numeric_value,unit_hint,unit_multiplier,selected_value_krw,total_score,heading_context,row_text,numeric_candidates_debug
000030,반기보고서_(2018.06),20180814002502,2018-08-14,65,42,income,operating_income,중단영업이익,영업이익,8.0,suffix=영업이익,0.0,,no_current_value,,,,,억원,100000000.0,,-12.0,(단위 : 억원) || (1) 부문별 수지상황 || 가. 영업실적,중단영업이익 | 중단영업이익 | 중단영업이익 | - | - | -,[]
000030,반기보고서_(2018.06),20180814002502,2018-08-14,65,43,income,net_income,당기순이익,당기순이익,30.0,exact=당기순이익,0.0,,no_current_value,,,,,억원,100000000.0,,10.0,(단위 : 억원) || (1) 부문별 수지상황 || 가. 영업실적,당기순이익 | 당기순이익 | 당기순이익 | 13163 | 15301 | 12775,"[{""column"": ""3"", ""raw"": ""13163"", ""numeric"": 13163.0, ""merged_numeric_cell"": false, ""column_score"": 0.0, ""column_reasons"": """"}, {""column"": ""4"", ""raw"": ""15301"", ""numeric"": 15301.0, ""merged_numeric_cell"": false, ""column_score"": 0.0, ""column_reasons"": """"}, {""column"": ""5"", ""raw"": ""12775"", ""numeric"": 12775.0, ""merged_numeric_cell"": false, ""column_score"": 0.0, ""column_reasons"": """"}]"
000030,반기보고서_(2018.06),20180814002502,2018-08-14,84,6,income,revenue,우리동네사장님 적금,매출액,-30.0,not_total_line,0.0,,no_current_value,,,,,나,,,-50.0,품 || 1)기업수신상 || 2) 기업상품 || (,우리동네사장님 적금 | 신용카드 가맹점 결제계좌 이용 고객에게 우대금리 및 부대서비스를 제공하는 적립식 예금 상품 (우대금리 제공 및 가맹점 매출액 일정비율 자동 적립 서비스 등 혜택 제공) | -가입대상 : 실명의 개인사업자(1인 1계좌) -정기적립식 및 자유적립식 계좌 운용,[]
000030,반기보고서_(2018.06),20180814002502,2018-08-14,85,6,income,revenue,우리 상생파트너론,매출액,-30.0,not_total_line,-50.0,여신상품_penalty,no_current_value,,,,,,,,-100.0,) 기업여신상품 || 2 || 2 ) 기업여신상품 || -가입대상 : 사업자 등록증이 있는 개인사업자 및 중소기업기본법 제2조의 중소기업에 해당 하는 법인(1인 1계좌),"우리 상생파트너론 | -주계약업체: 당행 신용등급 A- 이상인 구매기업 -협력업체 : 구매기업의 1차, 2차, 3차 협력기업 | -주계약업체:최근 결산일 현재 손익계산서의 과거 1년간 매출액의 1/2 범위 이내 -협력업체:수취한 외상매출채권 금액 범위내 | -주계약업체 : 1년 -협력업체:주계약업체 약정기일까지",[]
000030,반기보고서_(2018.06),20180814002502,2018-08-14,85,10,income,revenue,결제성대출 조달청 네트워크론,매출액,-30.0,not_total_line,-50.0,여신상품_penalty,no_current_value,,,,,,,,-100.0,) 기업여신상품 || 2 || 2 ) 기업여신상품 || -가입대상 : 사업자 등록증이 있는 개인사업자 및 중소기업기본법 제2조의 중소기업에 해당 하는 법인(1인 1계좌),결제성대출 조달청 네트워크론 | -조달청과 납품계약을 체결한 협력기업 | -한도거래: 연간 매출액의 1/2 이내 外 -건별거래 : 개별 계약서(발주서 포함) 근거 (계약금액 - 납품금액 - 감가액 - 선금미청산액)의 80% 이내 | - 한도 : 1년 이내 - 건별 : 납품기한으로부터 60일,[]
000030,반기보고서_(2018.06),20180814002502,2018-08-14,85,12,income,revenue,결제성대출 우리전자어음 대출,매출액,-30.0,not_total_line,-50.0,여신상품_penalty,no_current_value,,,,,,,,-100.0,) 기업여신상품 || 2 || 2 ) 기업여신상품 || -가입대상 : 사업자 등록증이 있는 개인사업자 및 중소기업기본법 제2조의 중소기업에 해당 하는 법인(1인 1계좌),결제성대출 우리전자어음 대출 | -대상어음: 경상적 영업활동으로 이루어지는 재화 및 용역의 거래에 수반하여 발행된 전자상업어음 -발행인: 자산 100억원 이상 외감 기업으로 신용등급 BBB-이상 기업 -할인의뢰인 : 신용등급 BB(소호6 등급) 이상 기업 | - 과거 1년간 받을어음금액 범위 내 - 과거 1년간 매출액의 1/2 범위 내 - 부가가치세 확정(예정)신고서에 의한 최근 6개월 매출액 범위 내 -납품계약서 등에 의해 확인된 금액 범위 내 -보증기금 보증서상 대출예정금액 범위 내 | - 우리은행에서 정한 여신업무지침 준용,[]
000030,반기보고서_(2018.06),20180814002502,2018-08-14,135,12,balance,equity,조달,자본총계,-30.0,not_total_line,0.0,,no_current_value,,,,,백만원,1000000.0,,-50.0,(단위 : 백만원) || (단위 : 백만원) || 다. 자금조달 및 운영실적,조달 | 기타 | 자본총계 | 1585123 | 17.2 | - | 1538755 | 18.5 | - | 1370683 | 18.8 | -,"[{""column"": ""3"", ""raw"": ""1585123"", ""numeric"": 1585123.0, ""merged_numeric_cell"": false, ""column_score"": 0.0, ""column_reasons"": """"}, {""column"": ""4"", ""raw"": ""17.2"", ""numeric"": 17.2, ""merged_numeric_cell"": false, ""column_score"": 0.0, ""column_reasons"": """"}, {""column"": ""6"", ""raw"": ""1538755"", ""numeric"": 1538755.0, ""merged_numeric_cell"": false, ""column_score"": 0.0, ""column_reasons"": """"}, {""column"": ""7"", ""raw"": ""18.5"", ""numeric"": 18.5, ""merged_numeric_cell"": false, ""column_score"": 0.0, ""column_reasons"": """"}, {""column"": ""9"", ""raw"": ""1370683"", ""numeric"": 1370683.0, ""merged_numeric_cell"": false, ""column_score"": 0.0, ""column_reasons"": """"}, {""column"": ""10"", ""raw"": ""18.8"", ""numeric"": 18.8, ""merged_numeric_cell"": false, ""column_score"": 0.0, ""column_reasons"": """"}]"
000030,반기보고서_(2018.06),20180814002502,2018-08-14,137,1,income,revenue,영업수익,영업수익,30.0,exact=영업수익,0.0,,selected,2018년 6월 (제6기 반기),19.0,year=2018 | 반기 | year_month,9447.0,억원,100000000.0,944700000000.0,49.0,(단위 : 억원) || (단위 : 억원) || 가.영업실적,영업수익 | 9447 | 17670 | 15515,"[{""column"": ""2018년 6월 (제6기 반기)"", ""raw"": ""9447"", ""numeric"": 9447.0, ""merged_numeric_cell"": false, ""column_score"": 19.0, ""column_reasons"": ""year=2018 | 반기 | year_month""}, {""column"": ""2017년 (제5기)"", ""raw"": ""17670"", ""numeric"": 17670.0, ""merged_numeric_cell"": false, ""column_score"": 0.0, ""column_reasons"": """"}, {""column"": ""2016년 (제4기)"", ""raw"": ""15515"", ""numeric"": 15515.0, ""merged_numeric_cell"": false, ""column_score"": 0.0, ""column_reasons"": """"}]"
000030,반기보고서_(2018.06),20180814002502,2018-08-14,137,2,income,net_income,당기순이익,당기순이익,30.0,exact=당기순이익,0.0,,selected,2018년 6월 (제6기 반기),19.0,year=2018 | 반기 | year_month,676.0,억원,100000000.0,67600000000.0,49.0,(단위 : 억원) || (단위 : 억원) || 가.영업실적,당기순이익 | 676 | 1012 | 1094,"[{""column"": ""2018년 6월 (제6기 반기)"", ""raw"": ""676"", ""numeric"": 676.0, ""merged_numeric_cell"": false, ""column_score"": 19.0, ""column_reasons"": ""year=2018 | 반기 | year_month""}, {""column"": ""2017년 (제5기)"", ""raw"": ""1012"", ""numeric"": 1012.0, ""merged_numeric_cell"": false, ""column_score"": 0.0, ""column_reasons"": """"}, {""column"": ""2016년 (제4기)"", ""raw"": ""1094"", ""numeric"": 1094.0, ""merged_numeric_cell"": false, ""column_score"": 0.0, ""column_reasons"": """"}]"
000030,반기보고서_(2018.06),20180814002502,2018-08-14,164,0,income,revenue,영업수익,영업수익,30.0,exact=영업수익,-50.0,업 종류별_penalty,selected,2018년 6월 (제47기 반기),19.0,year=2018 | 반기 | year_month,108452.0,백만원,1000000.0,108452000000.0,-1.0,(단위 : 백만원) || 가.영업실적 || 업 종류별 현황,영업수익 | 108452 | 183595 | 177379,"[{""column"": ""2018년 6월 (제47기 반기)"", ""raw"": ""108452"", ""numeric"": 108452.0, ""merged_numeric_cell"": false, ""column_score"": 19.0, ""column_reasons"": ""year=2018 | 반기 | year_month""}, {""column"": ""2017년 (제46기)"", ""raw"": ""183595"", ""numeric"": 183595.0, ""merged_numeric_cell"": false, ""column_score"": 0.0, ""column_reasons"": """"}, {""column"": ""2016년 (제45기)"", ""raw"": ""177379"", ""numeric"": 177379.0, ""merged_numeric_cell"": false, ""column_score"": 0.0, ""column_reasons"": """"}]"
000030,반기보고서_(2018.06),20180814002502,2018-08-14,164,2,income,operating_income,영업이익(손실),영업이익(손실),30.0,exact=영업이익(손실),-50.0,업 종류별_penalty,selected,2018년 6월 (제47기 반기),19.0,year=2018 | 반기 | year_month,17000.0,백만원,1000000.0,17000000000.0,-1.0,(단위 : 백만원) || 가.영업실적 || 업 종류별 현황,영업이익(손실) | 17000 | 23254 | 21364,"[{""column"": ""2018년 6월 (제47기 반기)"", ""raw"": ""17000"", ""numeric"": 17000.0, ""merged_numeric_cell"": false, ""column_score"": 19.0, ""column_reasons"": ""year=2018 | 반기 | year_month""}, {""column"": ""2017년 (제46기)"", ""raw"": ""23254"", ""numeric"": 23254.0, ""merged_numeric_cell"": false, ""column_score"": 0.0, ""column_reasons"": """"}, {""column"": ""2016년 (제45기)"", ""raw"": ""21364"", ""numeric"": 21364.0, ""merged_numeric_cell"": false, ""column_score"": 0.0, ""column_reasons"": """"}]"
000030,반기보고서_(2018.06),20180814002502,2018-08-14,164,4,income,net_income,당기순이익(손실),당기순이익(손실),30.0,exact=당기순이익(손실),-50.0,업 종류별_penalty,selected,2018년 6월 (제47기 반기),19.0,year=2018 | 반기 | year_month,16178.0,백만원,1000000.0,16178000000.0,-1.0,(단위 : 백만원) || 가.영업실적 || 업 종류별 현황,당기순이익(손실) | 16178 | 21742 | 23876,"[{""column"": ""2018년 6월 (제47기 반기)"", ""raw"": ""16178"", ""numeric"": 16178.0, ""merged_numeric_cell"": false, ""column_score"": 19.0, ""column_reasons"": ""year=2018 | 반기 | year_month""}, {""column"": ""2017년 (제46기)"", ""raw"": ""21742"", ""numeric"": 21742.0, ""merged_numeric_cell"": false, ""column_score"": 0.0, ""column_reasons"": """"}, {""column"": ""2016년 (제45기)"", ""raw"": ""23876"", ""numeric"": 23876.0, ""merged_numeric_cell"": false, ""column_score"": 0.0, ""column_reasons"": """"}]"
000030,반기보고서_(2018.06),20180814002502,2018-08-14,197,4,income,revenue,영업수익,영업수익,30.0,exact=영업수익,-50.0,종류별 영업_penalty,no_current_value,,,,,천미불,,,-40.0,(단위 : 천미불) || 황 || 나. 종류별 영업현 || 나. 종류별 영업현 황,영업수익 | 34732 | 64207 | 58034,"[{""column"": ""1"", ""raw"": ""34732"", ""numeric"": 34732.0, ""merged_numeric_cell"": false, ""column_score"": 0.0, ""column_reasons"": """"}, {""column"": ""2"", ""raw"": ""64207"", ""numeric"": 64207.0, ""merged_numeric_cell"": false, ""column_score"": 0.0, ""column_reasons"": """"}, {""column"": ""3"", ""raw"": ""58034"", ""numeric"": 58034.0, ""merged_numeric_cell"": false, ""column_score"": 0.0, ""column_reasons"": """"}]"
000030,반기보고서_(2018.06),20180814002502,2018-08-14,203,4,income,revenue,영업수익,영업수익,30.0,exact=영업수익,-50.0,종류별 영업_penalty,no_current_value,,,,,천미불,,,-40.0,(단위 : 천미불) || (단위 : 천미불) || 황 || 나. 종류별 영업현,영업수익 | 47416 | 76746 | 93182,"[{""column"": ""1"", ""raw"": ""47416"", ""numeric"": 47416.0, ""merged_numeric_cell"": false, ""column_score"": 0.0, ""column_reasons"": """"}, {""column"": ""2"", ""raw"": ""76746"", ""numeric"": 76746.0, ""merged_numeric_cell"": false, ""column_score"": 0.0, ""column_reasons"": """"}, {""column"": ""3"", ""raw"": ""93182"", ""numeric"": 93182.0, ""merged_numeric_cell"": false, ""column_score"": 0.0, ""column_reasons"": """"}]"
000030,반기보고서_(2018.06),20180814002502,2018-08-14,213,4,income,revenue,영업수익,영업수익,30.0,exact=영업수익,-50.0,종류별 영업_penalty,no_current_value,,,,,천미불,,,-40.0,(단위 : 천미불) || 황 || 나. 종류별 영업현,영업수익 | 54248 | 96147 | 81549,"[{""column"": ""1"", ""raw"": ""54248"", ""numeric"": 54248.0, ""merged_numeric_cell"": false, ""column_score"": 0.0, ""column_reasons"": """"}, {""column"": ""2"", ""raw"": ""96147"", ""numeric"": 96147.0, ""merged_numeric_cell"": false, ""column_score"": 0.0, ""column_reasons"": """"}, {""column"": ""3"", ""raw"": ""81549"", ""numeric"": 81549.0, ""merged_numeric_cell"": false, ""column_score"": 0.0, ""column_reasons"": """"}]"
000030,반기보고서_(2018.06),20180814002502,2018-08-14,220,4,income,revenue,영업수익,영업수익,30.0,exact=영업수익,0.0,,no_current_value,,,,,천미불,,,10.0,(단위 : 천미불) || (단위 : 천미불) || 황,영업수익 | 5350 | 10258 | 11529,"[{""column"": ""1"", ""raw"": ""5350"", ""numeric"": 5350.0, ""merged_numeric_cell"": false, ""column_score"": 0.0, ""column_reasons"": """"}, {""column"": ""2"", ""raw"": ""10258"", ""numeric"": 10258.0, ""merged_numeric_cell"": false, ""column_score"": 0.0, ""column_reasons"": """"}, {""column"": ""3"", ""raw"": ""11529"", ""numeric"": 11529.0, ""merged_numeric_cell"": false, ""column_score"": 0.0, ""column_reasons"": """"}]"
000030,반기보고서_(2018.06),20180814002502,2018-08-14,227,4,income,revenue,영업수익,영업수익,30.0,exact=영업수익,0.0,,no_current_value,,,,,천미불,,,10.0,(단위 : 천미불) || (단위 : 천미불),영업수익 | 3393 | 6955 | 8430,"[{""column"": ""1"", ""raw"": ""3393"", ""numeric"": 3393.0, ""merged_numeric_cell"": false, ""column_score"": 0.0, ""column_reasons"": """"}, {""column"": ""2"", ""raw"": ""6955"", ""numeric"": 6955.0, ""merged_numeric_cell"": false, ""column_score"": 0.0, ""column_reasons"": """"}, {""column"": ""3"", ""raw"": ""8430"", ""numeric"": 8430.0, ""merged_numeric_cell"": false, ""column_score"": 0.0, ""column_reasons"": """"}]"
000030,반기보고서_(2018.06),20180814002502,2018-08-14,234,4,income,revenue,영업수익,영업수익,30.0,exact=영업수익,-50.0,종류별 영업_penalty,no_current_value,,,,,천미불,,,-40.0,(단위 : 천미불) || (단위 : 천미불) || 나. 종류별 영업현황,영업수익 | 4038 | 9196 | 7372,"[{""column"": ""1"", ""raw"": ""4038"", ""numeric"": 4038.0, ""merged_numeric_cell"": false, ""column_score"": 0.0, ""column_reasons"": """"}, {""column"": ""2"", ""raw"": ""9196"", ""numeric"": 9196.0, ""merged_numeric_cell"": false, ""column_score"": 0.0, ""column_reasons"": """"}, {""column"": ""3"", ""raw"": ""7372"", ""numeric"": 7372.0, ""merged_numeric_cell"": false, ""column_score"": 0.0, ""column_reasons"": """"}]"
000030,반기보고서_(2018.06),20180814002502,2018-08-14,241,4,income,revenue,영업수익,영업수익,30.0,exact=영업수익,-50.0,종류별 영업_penalty,no_current_value,,,,,천미불,,,-40.0,(단위 : 천미불) || (단위 : 천미불) || 나. 종류별 영업현황 || 나. 종류별 영업현황,영업수익 | 12909 | 16268 | -,"[{""column"": ""1"", ""raw"": ""12909"", ""numeric"": 12909.0, ""merged_numeric_cell"": false, ""column_score"": 0.0, ""column_reasons"": """"}, {""column"": ""2"", ""raw"": ""16268"", ""numeric"": 16268.0, ""merged_numeric_cell"": false, ""column_score"": 0.0, ""column_reasons"": """"}]"
000030,반기보고서_(2018.06),20180814002502,2018-08-14,248,4,income,revenue,영업수익,영업수익,30.0,exact=영업수익,-50.0,종류별 영업_penalty,no_current_value,,,,,천미불,,,-40.0,(단위 : 천미불) || (단위 : 천미불) || 나. 종류별 영업현황,영업수익 | 12712 | - | -,"[{""column"": ""1"", ""raw"": ""12712"", ""numeric"": 12712.0, ""merged_numeric_cell"": false, ""column_score"": 0.0, ""column_reasons"": """"}]"
000030,반기보고서_(2018.06),20180814002502,2018-08-14,260,3,income,net_income,당기순이익,당기순이익,30.0,exact=당기순이익,0.0,,no_current_value,,,,,억원,100000000.0,,10.0,(단위 : 억원) || 가. 영업실적,당기순이익 | 130.3 | 262.7 | 297.2,"[{""column"": ""1"", ""raw"": ""130.3"", ""numeric"": 130.3, ""merged_numeric_cell"": false, ""column_score"": 0.0, ""column_reasons"": """"}, {""column"": ""2"", ""raw"": ""262.7"", ""numeric"": 262.7, ""merged_numeric_cell"": false, ""column_score"": 0.0, ""column_reasons"": """"}, {""column"": ""3"", ""raw"": ""297.2"", ""numeric"": 297.2, ""merged_numeric_cell"": false, ""column_score"": 0.0, ""column_reasons"": """"}]"
000030,반기보고서_(2018.06),20180814002502,2018-08-14,262,1,balance,assets,자산총계,자산총계,30.0,exact=자산총계,-50.0,종류별 영업_penalty,no_current_value,,,,,억원,100000000.0,,-40.0,(단위 : 억원) || 황 || 나. 종류별 영업현,자산총계 | 자산총계 | 7782 | 7867 | 7851,"[{""column"": ""2"", ""raw"": ""7782"", ""numeric"": 7782.0, ""merged_numeric_cell"": false, ""column_score"": 0.0, ""column_reasons"": """"}, {""column"": ""3"", ""raw"": ""7867"", ""numeric"": 7867.0, ""merged_numeric_cell"": false, ""column_score"": 0.0, ""column_reasons"": """"}, {""column"": ""4"", ""raw"": ""7851"", ""numeric"": 7851.0, ""merged_numeric_cell"": false, ""column_score"": 0.0, ""column_reasons"": """"}]"
000030,반기보고서_(2018.06),20180814002502,2018-08-14,262,6,balance,liabilities,부채총계,부채총계,30.0,exact=부채총계,-50.0,종류별 영업_penalty,no_current_value,,,,,억원,100000000.0,,-40.0,(단위 : 억원) || 황 || 나. 종류별 영업현,부채총계 | 부채총계 | 3.0 | 3.0 | 3.0,"[{""column"": ""2"", ""raw"": ""3.0"", ""numeric"": 3.0, ""merged_numeric_cell"": false, ""column_score"": 0.0, ""column_reasons"": """"}, {""column"": ""3"", ""raw"": ""3.0"", ""numeric"": 3.0, ""merged_numeric_cell"": false, ""column_score"": 0.0, ""column_reasons"": """"}, {""column"": ""4"", ""raw"": ""3.0"", ""numeric"": 3.0, ""merged_numeric_cell"": false, ""column_score"": 0.0, ""column_reasons"": """"}]"
000030,반기보고서_(2018.06),20180814002502,2018-08-14,262,8,balance,equity,자본총계,자본총계,30.0,exact=자본총계,-50.0,종류별 영업_penalty,no_current_value,,,,,억원,100000000.0,,-40.0,(단위 : 억원) || 황 || 나. 종류별 영업현,자본총계 | 자본총계 | 7780 | 7864 | 7847,"[{""column"": ""2"", ""raw"": ""7780"", ""numeric"": 7780.0, ""merged_numeric_cell"": false, ""column_score"": 0.0, ""column_reasons"": """"}, {""column"": ""3"", ""raw"": ""7864"", ""numeric"": 7864.0, ""merged_numeric_cell"": false, ""column_score"": 0.0, ""column_reasons"": """"}, {""column"": ""4"", ""raw"": ""7847"", ""numeric"": 7847.0, ""merged_numeric_cell"": false, ""column_score"": 0.0, ""column_reasons"": """"}]"
