stock_code,period_key,rcept_no,rcept_dt,is_correction,source_type,zip_path,document_member,table_index,row_index,account_family,matched_account_name,statement_score,statement_score_reason,unit_hint,heading_context,columns_json,row_cells_json,numeric_candidates_json,row_text
000030,반기보고서_(2018.06),20180814002502,2018-08-14,False,document,C:\code\portfolio_optimization\data\raw\dart\pit_source_audit\000030\반기보고서_(2018.06)\20180814_original_20180814002502_document.zip,20180814002502.xml,262,6,liabilities,부채총계,0,,억원,(단위 : 억원) || 황 || 나. 종류별 영업현,"[""0"", ""1"", ""2"", ""3"", ""4""]","[""부채총계"", ""부채총계"", ""3.0"", ""3.0"", ""3.0""]","[{""column"": ""2"", ""raw"": ""3.0"", ""numeric"": 3.0}, {""column"": ""3"", ""raw"": ""3.0"", ""numeric"": 3.0}, {""column"": ""4"", ""raw"": ""3.0"", ""numeric"": 3.0}]",부채총계 | 부채총계 | 3.0 | 3.0 | 3.0
000030,반기보고서_(2018.06),20180814002502,2018-08-14,False,document,C:\code\portfolio_optimization\data\raw\dart\pit_source_audit\000030\반기보고서_(2018.06)\20180814_original_20180814002502_document.zip,20180814002502.xml,262,8,equity,자본총계,0,,억원,(단위 : 억원) || 황 || 나. 종류별 영업현,"[""0"", ""1"", ""2"", ""3"", ""4""]","[""자본총계"", ""자본총계"", ""7780"", ""7864"", ""7847""]","[{""column"": ""2"", ""raw"": ""7780"", ""numeric"": 7780.0}, {""column"": ""3"", ""raw"": ""7864"", ""numeric"": 7864.0}, {""column"": ""4"", ""raw"": ""7847"", ""numeric"": 7847.0}]",자본총계 | 자본총계 | 7780 | 7864 | 7847
000030,반기보고서_(2018.06),20180814002502,2018-08-14,False,document,C:\code\portfolio_optimization\data\raw\dart\pit_source_audit\000030\반기보고서_(2018.06)\20180814_original_20180814002502_document.zip,20180814002502.xml,265,20,assets,자산총계,8,"statement_heading=연결재무상태표,재무상태표 | consolidated_hint=연결,연결재무,종속기업",백만원,(단위:백만원) || (주식회사 우리은행과 종속기업) || (1) 요약연결재무상태표 || (1) 요약연결재무상태표 || 가. 요약연결재무정보,"[""과 목 | 과 목"", ""2018년 반기말 | 제 185기 반기"", ""2017년말 | 제 184기"", ""2016년말 | 제 183기""]","[""자산총계"", ""326561330"", ""316295461"", ""310682727""]","[{""column"": ""2018년 반기말 | 제 185기 반기"", ""raw"": ""326561330"", ""numeric"": 326561330.0}, {""column"": ""2017년말 | 제 184기"", ""raw"": ""316295461"", ""numeric"": 316295461.0}, {""column"": ""2016년말 | 제 183기"", ""raw"": ""310682727"", ""numeric"": 310682727.0}]",자산총계 | 326561330 | 316295461 | 310682727
000030,반기보고서_(2018.06),20180814002502,2018-08-14,False,document,C:\code\portfolio_optimization\data\raw\dart\pit_source_audit\000030\반기보고서_(2018.06)\20180814_original_20180814002502_document.zip,20180814002502.xml,265,34,liabilities,부채총계,8,"statement_heading=연결재무상태표,재무상태표 | consolidated_hint=연결,연결재무,종속기업",백만원,(단위:백만원) || (주식회사 우리은행과 종속기업) || (1) 요약연결재무상태표 || (1) 요약연결재무상태표 || 가. 요약연결재무정보,"[""과 목 | 과 목"", ""2018년 반기말 | 제 185기 반기"", ""2017년말 | 제 184기"", ""2016년말 | 제 183기""]","[""부채총계"", ""305564719"", ""295730561"", ""290136774""]","[{""column"": ""2018년 반기말 | 제 185기 반기"", ""raw"": ""305564719"", ""numeric"": 305564719.0}, {""column"": ""2017년말 | 제 184기"", ""raw"": ""295730561"", ""numeric"": 295730561.0}, {""column"": ""2016년말 | 제 183기"", ""raw"": ""290136774"", ""numeric"": 290136774.0}]",부채총계 | 305564719 | 295730561 | 290136774
000030,반기보고서_(2018.06),20180814002502,2018-08-14,False,document,C:\code\portfolio_optimization\data\raw\dart\pit_source_audit\000030\반기보고서_(2018.06)\20180814_original_20180814002502_document.zip,20180814002502.xml,265,43,equity,자본총계,8,"statement_heading=연결재무상태표,재무상태표 | consolidated_hint=연결,연결재무,종속기업",백만원,(단위:백만원) || (주식회사 우리은행과 종속기업) || (1) 요약연결재무상태표 || (1) 요약연결재무상태표 || 가. 요약연결재무정보,"[""과 목 | 과 목"", ""2018년 반기말 | 제 185기 반기"", ""2017년말 | 제 184기"", ""2016년말 | 제 183기""]","[""자본총계"", ""20996611"", ""20564900"", ""20545953""]","[{""column"": ""2018년 반기말 | 제 185기 반기"", ""raw"": ""20996611"", ""numeric"": 20996611.0}, {""column"": ""2017년말 | 제 184기"", ""raw"": ""20564900"", ""numeric"": 20564900.0}, {""column"": ""2016년말 | 제 183기"", ""raw"": ""20545953"", ""numeric"": 20545953.0}]",자본총계 | 20996611 | 20564900 | 20545953
000030,반기보고서_(2018.06),20180814002502,2018-08-14,False,document,C:\code\portfolio_optimization\data\raw\dart\pit_source_audit\000030\반기보고서_(2018.06)\20180814_original_20180814002502_document.zip,20180814002502.xml,265,44,equity,자본총계,8,"statement_heading=연결재무상태표,재무상태표 | consolidated_hint=연결,연결재무,종속기업",백만원,(단위:백만원) || (주식회사 우리은행과 종속기업) || (1) 요약연결재무상태표 || (1) 요약연결재무상태표 || 가. 요약연결재무정보,"[""과 목 | 과 목"", ""2018년 반기말 | 제 185기 반기"", ""2017년말 | 제 184기"", ""2016년말 | 제 183기""]","[""부채와자본총계"", ""326561330"", ""316295461"", ""310682727""]","[{""column"": ""2018년 반기말 | 제 185기 반기"", ""raw"": ""326561330"", ""numeric"": 326561330.0}, {""column"": ""2017년말 | 제 184기"", ""raw"": ""316295461"", ""numeric"": 316295461.0}, {""column"": ""2016년말 | 제 183기"", ""raw"": ""310682727"", ""numeric"": 310682727.0}]",부채와자본총계 | 326561330 | 316295461 | 310682727
000030,반기보고서_(2018.06),20180814002502,2018-08-14,False,document,C:\code\portfolio_optimization\data\raw\dart\pit_source_audit\000030\반기보고서_(2018.06)\20180814_original_20180814002502_document.zip,20180814002502.xml,267,0,operating_income,영업이익,3,consolidated_hint=종속기업,백만원,(단위:백만원) || (주식회사 우리은행과 종속기업),"[""과 목 | 과 목"", ""2018년 반기중 | 제185기 반기"", ""2017년 반기중 | 제184기 반기"", ""2017년 기중 | 제184기"", ""2016년 기중 | 제183기""]","[""I. 영업이익"", ""1807715"", ""1484228"", ""2156742"", ""1574206""]","[{""column"": ""2018년 반기중 | 제185기 반기"", ""raw"": ""1807715"", ""numeric"": 1807715.0}, {""column"": ""2017년 반기중 | 제184기 반기"", ""raw"": ""1484228"", ""numeric"": 1484228.0}, {""column"": ""2017년 기중 | 제184기"", ""raw"": ""2156742"", ""numeric"": 2156742.0}, {""column"": ""2016년 기중 | 제183기"", ""raw"": ""1574206"", ""numeric"": 1574206.0}]",I. 영업이익 | 1807715 | 1484228 | 2156742 | 1574206
000030,반기보고서_(2018.06),20180814002502,2018-08-14,False,document,C:\code\portfolio_optimization\data\raw\dart\pit_source_audit\000030\반기보고서_(2018.06)\20180814_original_20180814002502_document.zip,20180814002502.xml,267,15,net_income,당기순이익,3,consolidated_hint=종속기업,백만원,(단위:백만원) || (주식회사 우리은행과 종속기업),"[""과 목 | 과 목"", ""2018년 반기중 | 제185기 반기"", ""2017년 반기중 | 제184기 반기"", ""2017년 기중 | 제184기"", ""2016년 기중 | 제183기""]","[""V. 당기순이익"", ""1316316"", ""1109015"", ""1530088"", ""1277533""]","[{""column"": ""2018년 반기중 | 제185기 반기"", ""raw"": ""1316316"", ""numeric"": 1316316.0}, {""column"": ""2017년 반기중 | 제184기 반기"", ""raw"": ""1109015"", ""numeric"": 1109015.0}, {""column"": ""2017년 기중 | 제184기"", ""raw"": ""1530088"", ""numeric"": 1530088.0}, {""column"": ""2016년 기중 | 제183기"", ""raw"": ""1277533"", ""numeric"": 1277533.0}]",V. 당기순이익 | 1316316 | 1109015 | 1530088 | 1277533
000030,반기보고서_(2018.06),20180814002502,2018-08-14,False,document,C:\code\portfolio_optimization\data\raw\dart\pit_source_audit\000030\반기보고서_(2018.06)\20180814_original_20180814002502_document.zip,20180814002502.xml,269,19,assets,자산총계,2,statement_heading=재무상태표 | consolidated_hint=종속기업 | separate_hint=별도 | note_penalty=요약재무,백만원,(단위:백만원) || (주식회사 우리은행) || 1) 요약재무상태표 || 나. 요약별도재무정보 (,"[""과 목 | 과 목"", ""2018년 반기말 | 제185기 반기"", ""2017년말 | 제184기"", ""2016년말 | 제183기""]","[""자산총계"", ""304499490"", ""296737571"", ""290772143""]","[{""column"": ""2018년 반기말 | 제185기 반기"", ""raw"": ""304499490"", ""numeric"": 304499490.0}, {""column"": ""2017년말 | 제184기"", ""raw"": ""296737571"", ""numeric"": 296737571.0}, {""column"": ""2016년말 | 제183기"", ""raw"": ""290772143"", ""numeric"": 290772143.0}]",자산총계 | 304499490 | 296737571 | 290772143
000030,반기보고서_(2018.06),20180814002502,2018-08-14,False,document,C:\code\portfolio_optimization\data\raw\dart\pit_source_audit\000030\반기보고서_(2018.06)\20180814_original_20180814002502_document.zip,20180814002502.xml,269,32,liabilities,부채총계,2,statement_heading=재무상태표 | consolidated_hint=종속기업 | separate_hint=별도 | note_penalty=요약재무,백만원,(단위:백만원) || (주식회사 우리은행) || 1) 요약재무상태표 || 나. 요약별도재무정보 (,"[""과 목 | 과 목"", ""2018년 반기말 | 제185기 반기"", ""2017년말 | 제184기"", ""2016년말 | 제183기""]","[""부채총계"", ""284321725"", ""276943481"", ""270919625""]","[{""column"": ""2018년 반기말 | 제185기 반기"", ""raw"": ""284321725"", ""numeric"": 284321725.0}, {""column"": ""2017년말 | 제184기"", ""raw"": ""276943481"", ""numeric"": 276943481.0}, {""column"": ""2016년말 | 제183기"", ""raw"": ""270919625"", ""numeric"": 270919625.0}]",부채총계 | 284321725 | 276943481 | 270919625
000030,반기보고서_(2018.06),20180814002502,2018-08-14,False,document,C:\code\portfolio_optimization\data\raw\dart\pit_source_audit\000030\반기보고서_(2018.06)\20180814_original_20180814002502_document.zip,20180814002502.xml,269,39,equity,자본총계,2,statement_heading=재무상태표 | consolidated_hint=종속기업 | separate_hint=별도 | note_penalty=요약재무,백만원,(단위:백만원) || (주식회사 우리은행) || 1) 요약재무상태표 || 나. 요약별도재무정보 (,"[""과 목 | 과 목"", ""2018년 반기말 | 제185기 반기"", ""2017년말 | 제184기"", ""2016년말 | 제183기""]","[""자본총계"", ""20177765"", ""19794090"", ""19852518""]","[{""column"": ""2018년 반기말 | 제185기 반기"", ""raw"": ""20177765"", ""numeric"": 20177765.0}, {""column"": ""2017년말 | 제184기"", ""raw"": ""19794090"", ""numeric"": 19794090.0}, {""column"": ""2016년말 | 제183기"", ""raw"": ""19852518"", ""numeric"": 19852518.0}]",자본총계 | 20177765 | 19794090 | 19852518
000030,반기보고서_(2018.06),20180814002502,2018-08-14,False,document,C:\code\portfolio_optimization\data\raw\dart\pit_source_audit\000030\반기보고서_(2018.06)\20180814_original_20180814002502_document.zip,20180814002502.xml,269,40,equity,자본총계,2,statement_heading=재무상태표 | consolidated_hint=종속기업 | separate_hint=별도 | note_penalty=요약재무,백만원,(단위:백만원) || (주식회사 우리은행) || 1) 요약재무상태표 || 나. 요약별도재무정보 (,"[""과 목 | 과 목"", ""2018년 반기말 | 제185기 반기"", ""2017년말 | 제184기"", ""2016년말 | 제183기""]","[""부채와자본총계"", ""304499490"", ""296737571"", ""290772143""]","[{""column"": ""2018년 반기말 | 제185기 반기"", ""raw"": ""304499490"", ""numeric"": 304499490.0}, {""column"": ""2017년말 | 제184기"", ""raw"": ""296737571"", ""numeric"": 296737571.0}, {""column"": ""2016년말 | 제183기"", ""raw"": ""290772143"", ""numeric"": 290772143.0}]",부채와자본총계 | 304499490 | 296737571 | 290772143
000030,반기보고서_(2018.06),20180814002502,2018-08-14,False,document,C:\code\portfolio_optimization\data\raw\dart\pit_source_audit\000030\반기보고서_(2018.06)\20180814_original_20180814002502_document.zip,20180814002502.xml,271,0,operating_income,영업이익,5,"statement_heading=손익계산서,포괄손익계산서",백만원,(단위:백만원) || (주식회사 우리은행) || 2) 요약포괄손익계산서,"[""과 목 | 과 목"", ""2018년 반기중 | 제185기 반기"", ""2017년 반기중 | 제184기 반기"", ""2017년 기중 | 제184기"", ""2016년 기중 | 제183기""]","[""I. 영업이익"", ""1623039"", ""1298340"", ""1790558"", ""1270501""]","[{""column"": ""2018년 반기중 | 제185기 반기"", ""raw"": ""1623039"", ""numeric"": 1623039.0}, {""column"": ""2017년 반기중 | 제184기 반기"", ""raw"": ""1298340"", ""numeric"": 1298340.0}, {""column"": ""2017년 기중 | 제184기"", ""raw"": ""1790558"", ""numeric"": 1790558.0}, {""column"": ""2016년 기중 | 제183기"", ""raw"": ""1270501"", ""numeric"": 1270501.0}]",I. 영업이익 | 1623039 | 1298340 | 1790558 | 1270501
000030,반기보고서_(2018.06),20180814002502,2018-08-14,False,document,C:\code\portfolio_optimization\data\raw\dart\pit_source_audit\000030\반기보고서_(2018.06)\20180814_original_20180814002502_document.zip,20180814002502.xml,274,20,assets,자산총계,3,consolidated_hint=종속기업,백만원,(단위:백만원) || 주식회사 우리은행과 그 종속기업 || 2016년 12월 31일 현재 || 제183(전전)기 || 제183(전전)기 2016년 12월 31일 현재,"[""과 목"", ""제185(당) 반기"", ""제185(당) 반기.1"", ""제184(전)기"", ""제184(전)기.1"", ""제183(전전)기"", ""제183(전전)기.1""]","[""자산총계"", ""nan"", ""326561330.0"", ""nan"", ""316295461.0"", ""nan"", ""310682727.0""]","[{""column"": ""제185(당) 반기.1"", ""raw"": ""326561330.0"", ""numeric"": 326561330.0}, {""column"": ""제184(전)기.1"", ""raw"": ""316295461.0"", ""numeric"": 316295461.0}, {""column"": ""제183(전전)기.1"", ""raw"": ""310682727.0"", ""numeric"": 310682727.0}]",자산총계 | nan | 326561330.0 | nan | 316295461.0 | nan | 310682727.0
000030,반기보고서_(2018.06),20180814002502,2018-08-14,False,document,C:\code\portfolio_optimization\data\raw\dart\pit_source_audit\000030\반기보고서_(2018.06)\20180814_original_20180814002502_document.zip,20180814002502.xml,274,34,liabilities,부채총계,3,consolidated_hint=종속기업,백만원,(단위:백만원) || 주식회사 우리은행과 그 종속기업 || 2016년 12월 31일 현재 || 제183(전전)기 || 제183(전전)기 2016년 12월 31일 현재,"[""과 목"", ""제185(당) 반기"", ""제185(당) 반기.1"", ""제184(전)기"", ""제184(전)기.1"", ""제183(전전)기"", ""제183(전전)기.1""]","[""부채총계"", ""nan"", ""305564719.0"", ""nan"", ""295730561.0"", ""nan"", ""290136774.0""]","[{""column"": ""제185(당) 반기.1"", ""raw"": ""305564719.0"", ""numeric"": 305564719.0}, {""column"": ""제184(전)기.1"", ""raw"": ""295730561.0"", ""numeric"": 295730561.0}, {""column"": ""제183(전전)기.1"", ""raw"": ""290136774.0"", ""numeric"": 290136774.0}]",부채총계 | nan | 305564719.0 | nan | 295730561.0 | nan | 290136774.0
000030,반기보고서_(2018.06),20180814002502,2018-08-14,False,document,C:\code\portfolio_optimization\data\raw\dart\pit_source_audit\000030\반기보고서_(2018.06)\20180814_original_20180814002502_document.zip,20180814002502.xml,274,43,equity,자본총계,3,consolidated_hint=종속기업,백만원,(단위:백만원) || 주식회사 우리은행과 그 종속기업 || 2016년 12월 31일 현재 || 제183(전전)기 || 제183(전전)기 2016년 12월 31일 현재,"[""과 목"", ""제185(당) 반기"", ""제185(당) 반기.1"", ""제184(전)기"", ""제184(전)기.1"", ""제183(전전)기"", ""제183(전전)기.1""]","[""자본총계"", ""nan"", ""20996611.0"", ""nan"", ""20564900.0"", ""nan"", ""20545953.0""]","[{""column"": ""제185(당) 반기.1"", ""raw"": ""20996611.0"", ""numeric"": 20996611.0}, {""column"": ""제184(전)기.1"", ""raw"": ""20564900.0"", ""numeric"": 20564900.0}, {""column"": ""제183(전전)기.1"", ""raw"": ""20545953.0"", ""numeric"": 20545953.0}]",자본총계 | nan | 20996611.0 | nan | 20564900.0 | nan | 20545953.0
000030,반기보고서_(2018.06),20180814002502,2018-08-14,False,document,C:\code\portfolio_optimization\data\raw\dart\pit_source_audit\000030\반기보고서_(2018.06)\20180814_original_20180814002502_document.zip,20180814002502.xml,274,44,equity,자본총계,3,consolidated_hint=종속기업,백만원,(단위:백만원) || 주식회사 우리은행과 그 종속기업 || 2016년 12월 31일 현재 || 제183(전전)기 || 제183(전전)기 2016년 12월 31일 현재,"[""과 목"", ""제185(당) 반기"", ""제185(당) 반기.1"", ""제184(전)기"", ""제184(전)기.1"", ""제183(전전)기"", ""제183(전전)기.1""]","[""부채와자본총계"", ""nan"", ""326561330.0"", ""nan"", ""316295461.0"", ""nan"", ""310682727.0""]","[{""column"": ""제185(당) 반기.1"", ""raw"": ""326561330.0"", ""numeric"": 326561330.0}, {""column"": ""제184(전)기.1"", ""raw"": ""316295461.0"", ""numeric"": 316295461.0}, {""column"": ""제183(전전)기.1"", ""raw"": ""310682727.0"", ""numeric"": 310682727.0}]",부채와자본총계 | nan | 326561330.0 | nan | 316295461.0 | nan | 310682727.0
000030,반기보고서_(2018.06),20180814002502,2018-08-14,False,document,C:\code\portfolio_optimization\data\raw\dart\pit_source_audit\000030\반기보고서_(2018.06)\20180814_original_20180814002502_document.zip,20180814002502.xml,278,0,operating_income,영업이익,3,consolidated_hint=종속기업,백만원,(단위:백만원) || 주식회사 우리은행과 그 종속기업 || 제183(전전)기 2016년 01월 01일부터 2016년 12월 31일까지 || 제184(전)기 2017년 01월 01일부터 2017년 12월 31일까지,"[""과 목"", ""제185(당) 반기"", ""제185(당) 반기.1"", ""제184(전) 반기"", ""제184(전) 반기.1"", ""제184(전)기"", ""제184(전)기.1"", ""제183(전전)기"", ""제183(전전)기.1""]","[""I. 영업이익"", ""nan"", ""1807715"", ""nan"", ""1484228"", ""nan"", ""2156742"", ""nan"", ""1574206""]","[{""column"": ""제185(당) 반기.1"", ""raw"": ""1807715"", ""numeric"": 1807715.0}, {""column"": ""제184(전) 반기.1"", ""raw"": ""1484228"", ""numeric"": 1484228.0}, {""column"": ""제184(전)기.1"", ""raw"": ""2156742"", ""numeric"": 2156742.0}, {""column"": ""제183(전전)기.1"", ""raw"": ""1574206"", ""numeric"": 1574206.0}]",I. 영업이익 | nan | 1807715 | nan | 1484228 | nan | 2156742 | nan | 1574206
000030,반기보고서_(2018.06),20180814002502,2018-08-14,False,document,C:\code\portfolio_optimization\data\raw\dart\pit_source_audit\000030\반기보고서_(2018.06)\20180814_original_20180814002502_document.zip,20180814002502.xml,282,1,net_income,당기순이익,3,consolidated_hint=종속기업,백만원,(단위:백만원) || 주식회사 우리은행과 그 종속기업 || 제183(전전)기 2016년 01월 01일부터 2016년 12월 31일까지 || 제184(전)기 2017년 01월 01일부터 2017년 12월 31일까지,"[""과 목"", ""자 본 금"", ""신종자본 증권"", ""자본 잉여금"", ""기타자본 등"", ""이익 잉여금"", ""지배기업 소유주지분 합계"", ""비지배 지분"", ""총 계""]","[""당기순이익"", ""-"", ""-"", ""-"", ""-"", ""1261266"", ""1261266"", ""16267"", ""1277533""]","[{""column"": ""이익 잉여금"", ""raw"": ""1261266"", ""numeric"": 1261266.0}, {""column"": ""지배기업 소유주지분 합계"", ""raw"": ""1261266"", ""numeric"": 1261266.0}, {""column"": ""비지배 지분"", ""raw"": ""16267"", ""numeric"": 16267.0}, {""column"": ""총 계"", ""raw"": ""1277533"", ""numeric"": 1277533.0}]",당기순이익 | - | - | - | - | 1261266 | 1261266 | 16267 | 1277533
000030,반기보고서_(2018.06),20180814002502,2018-08-14,False,document,C:\code\portfolio_optimization\data\raw\dart\pit_source_audit\000030\반기보고서_(2018.06)\20180814_original_20180814002502_document.zip,20180814002502.xml,282,16,net_income,당기순이익,3,consolidated_hint=종속기업,백만원,(단위:백만원) || 주식회사 우리은행과 그 종속기업 || 제183(전전)기 2016년 01월 01일부터 2016년 12월 31일까지 || 제184(전)기 2017년 01월 01일부터 2017년 12월 31일까지,"[""과 목"", ""자 본 금"", ""신종자본 증권"", ""자본 잉여금"", ""기타자본 등"", ""이익 잉여금"", ""지배기업 소유주지분 합계"", ""비지배 지분"", ""총 계""]","[""당기순이익"", ""-"", ""-"", ""-"", ""-"", ""1512148"", ""1512148"", ""17940"", ""1530088""]","[{""column"": ""이익 잉여금"", ""raw"": ""1512148"", ""numeric"": 1512148.0}, {""column"": ""지배기업 소유주지분 합계"", ""raw"": ""1512148"", ""numeric"": 1512148.0}, {""column"": ""비지배 지분"", ""raw"": ""17940"", ""numeric"": 17940.0}, {""column"": ""총 계"", ""raw"": ""1530088"", ""numeric"": 1530088.0}]",당기순이익 | - | - | - | - | 1512148 | 1512148 | 17940 | 1530088
000030,반기보고서_(2018.06),20180814002502,2018-08-14,False,document,C:\code\portfolio_optimization\data\raw\dart\pit_source_audit\000030\반기보고서_(2018.06)\20180814_original_20180814002502_document.zip,20180814002502.xml,282,31,net_income,반기순이익,3,consolidated_hint=종속기업,백만원,(단위:백만원) || 주식회사 우리은행과 그 종속기업 || 제183(전전)기 2016년 01월 01일부터 2016년 12월 31일까지 || 제184(전)기 2017년 01월 01일부터 2017년 12월 31일까지,"[""과 목"", ""자 본 금"", ""신종자본 증권"", ""자본 잉여금"", ""기타자본 등"", ""이익 잉여금"", ""지배기업 소유주지분 합계"", ""비지배 지분"", ""총 계""]","[""반기순이익"", ""-"", ""-"", ""-"", ""-"", ""1098361"", ""1098361"", ""10654"", ""1109015""]","[{""column"": ""이익 잉여금"", ""raw"": ""1098361"", ""numeric"": 1098361.0}, {""column"": ""지배기업 소유주지분 합계"", ""raw"": ""1098361"", ""numeric"": 1098361.0}, {""column"": ""비지배 지분"", ""raw"": ""10654"", ""numeric"": 10654.0}, {""column"": ""총 계"", ""raw"": ""1109015"", ""numeric"": 1109015.0}]",반기순이익 | - | - | - | - | 1098361 | 1098361 | 10654 | 1109015
000030,반기보고서_(2018.06),20180814002502,2018-08-14,False,document,C:\code\portfolio_optimization\data\raw\dart\pit_source_audit\000030\반기보고서_(2018.06)\20180814_original_20180814002502_document.zip,20180814002502.xml,282,47,net_income,반기순이익,3,consolidated_hint=종속기업,백만원,(단위:백만원) || 주식회사 우리은행과 그 종속기업 || 제183(전전)기 2016년 01월 01일부터 2016년 12월 31일까지 || 제184(전)기 2017년 01월 01일부터 2017년 12월 31일까지,"[""과 목"", ""자 본 금"", ""신종자본 증권"", ""자본 잉여금"", ""기타자본 등"", ""이익 잉여금"", ""지배기업 소유주지분 합계"", ""비지배 지분"", ""총 계""]","[""반기순이익"", ""-"", ""-"", ""-"", ""-"", ""1305878"", ""1305878"", ""10438"", ""1316316""]","[{""column"": ""이익 잉여금"", ""raw"": ""1305878"", ""numeric"": 1305878.0}, {""column"": ""지배기업 소유주지분 합계"", ""raw"": ""1305878"", ""numeric"": 1305878.0}, {""column"": ""비지배 지분"", ""raw"": ""10438"", ""numeric"": 10438.0}, {""column"": ""총 계"", ""raw"": ""1316316"", ""numeric"": 1316316.0}]",반기순이익 | - | - | - | - | 1305878 | 1305878 | 10438 | 1316316
000030,반기보고서_(2018.06),20180814002502,2018-08-14,False,document,C:\code\portfolio_optimization\data\raw\dart\pit_source_audit\000030\반기보고서_(2018.06)\20180814_original_20180814002502_document.zip,20180814002502.xml,338,11,operating_income,영업이익,-4,"note_penalty=부문별,영업부문,주석",백만원,"<제185(당)기 반기> || 주석 - 계속 당반기 및 전반기 중 영업부문별 손익의 구성내용은 다음과 같습니다. || 상기 영업부문에 해당되지 않는 부문 || 본사/기타 || 신용카드, 현금서비스 및 카드론 등 || 신용카드 || 자금관리, 유가증권 및 파생상품 투자업무 등 || 자금시장","[""(단위:백만원) | 영업부문항목명"", ""(단위:백만원) | 개인금융"", ""(단위:백만원) | 기업금융"", ""(단위:백만원) | 투자금융"", ""(단위:백만원) | 자금시장"", ""(단위:백만원) | 신용카드"", ""(단위:백만원) | 본사/기타"", ""(단위:백만원) | 보고부문합계"", ""(단위:백만원) | 조정"", ""(단위:백만원) | 합 계""]","[""영업이익"", ""357260"", ""958285"", ""140320"", ""44409"", ""93147"", ""226138"", ""1819559"", ""(11,844)"", ""1807715""]","[{""column"": ""(단위:백만원) | 개인금융"", ""raw"": ""357260"", ""numeric"": 357260.0}, {""column"": ""(단위:백만원) | 기업금융"", ""raw"": ""958285"", ""numeric"": 958285.0}, {""column"": ""(단위:백만원) | 투자금융"", ""raw"": ""140320"", ""numeric"": 140320.0}, {""column"": ""(단위:백만원) | 자금시장"", ""raw"": ""44409"", ""numeric"": 44409.0}, {""column"": ""(단위:백만원) | 신용카드"", ""raw"": ""93147"", ""numeric"": 93147.0}, {""column"": ""(단위:백만원) | 본사/기타"", ""raw"": ""226138"", ""numeric"": 226138.0}, {""column"": ""(단위:백만원) | 보고부문합계"", ""raw"": ""1819559"", ""numeric"": 1819559.0}, {""column"": ""(단위:백만원) | 조정"", ""raw"": ""(11,844)"", ""numeric"": -11844.0}, {""column"": ""(단위:백만원) | 합 계"", ""raw"": ""1807715"", ""numeric"": 1807715.0}]","영업이익 | 357260 | 958285 | 140320 | 44409 | 93147 | 226138 | 1819559 | (11,844) | 1807715"
000030,반기보고서_(2018.06),20180814002502,2018-08-14,False,document,C:\code\portfolio_optimization\data\raw\dart\pit_source_audit\000030\반기보고서_(2018.06)\20180814_original_20180814002502_document.zip,20180814002502.xml,338,15,net_income,반기순이익,-4,"note_penalty=부문별,영업부문,주석",백만원,"<제185(당)기 반기> || 주석 - 계속 당반기 및 전반기 중 영업부문별 손익의 구성내용은 다음과 같습니다. || 상기 영업부문에 해당되지 않는 부문 || 본사/기타 || 신용카드, 현금서비스 및 카드론 등 || 신용카드 || 자금관리, 유가증권 및 파생상품 투자업무 등 || 자금시장","[""(단위:백만원) | 영업부문항목명"", ""(단위:백만원) | 개인금융"", ""(단위:백만원) | 기업금융"", ""(단위:백만원) | 투자금융"", ""(단위:백만원) | 자금시장"", ""(단위:백만원) | 신용카드"", ""(단위:백만원) | 본사/기타"", ""(단위:백만원) | 보고부문합계"", ""(단위:백만원) | 조정"", ""(단위:백만원) | 합 계""]","[""반기순이익"", ""251843"", ""698770"", ""114354"", ""32197"", ""67618"", ""191433"", ""1356215"", ""(39,899)"", ""1316316""]","[{""column"": ""(단위:백만원) | 개인금융"", ""raw"": ""251843"", ""numeric"": 251843.0}, {""column"": ""(단위:백만원) | 기업금융"", ""raw"": ""698770"", ""numeric"": 698770.0}, {""column"": ""(단위:백만원) | 투자금융"", ""raw"": ""114354"", ""numeric"": 114354.0}, {""column"": ""(단위:백만원) | 자금시장"", ""raw"": ""32197"", ""numeric"": 32197.0}, {""column"": ""(단위:백만원) | 신용카드"", ""raw"": ""67618"", ""numeric"": 67618.0}, {""column"": ""(단위:백만원) | 본사/기타"", ""raw"": ""191433"", ""numeric"": 191433.0}, {""column"": ""(단위:백만원) | 보고부문합계"", ""raw"": ""1356215"", ""numeric"": 1356215.0}, {""column"": ""(단위:백만원) | 조정"", ""raw"": ""(39,899)"", ""numeric"": -39899.0}, {""column"": ""(단위:백만원) | 합 계"", ""raw"": ""1316316"", ""numeric"": 1316316.0}]","반기순이익 | 251843 | 698770 | 114354 | 32197 | 67618 | 191433 | 1356215 | (39,899) | 1316316"
