signal_date,execution_date,ticker,name,market,liquidity_rank,return_1d,return_5d,momentum_20d,momentum_60d,volatility_20d,drawdown_20d,trading_value_ma20,trading_value_ratio_20d,log_market_cap,market_return_1d,market_return_5d,market_return_20d,market_volatility_20d,market_drawdown,volume_change_1d,trading_value_change_1d,market_trading_value_ratio_20d,base_rate,usdkrw,bond3y,usdkrw_return_1d,usdkrw_return_5d,usdkrw_return_20d,bond3y_change_1d,bond3y_change_5d,bond3y_change_20d,base_rate_change,rate_spread_3y,next_signal_date,next_execution_date,execution_open,next_execution_open,target_return,missing_reason
2021-10-22,2021-10-25,017670,SK텔레콤,KOSPI,24,0.047,0.04004472183858132,0.0366635662275443,0.007671237547321574,0.31281421642885726,-0.04580806064585263,116988731860.25,1.6612181268205832,30.74377011453127,0.0005117650330976,0.0010407680534296,-0.0431243615934627,0.1733378754384517,-0.0993299882823063,-0.2811397883879446,-0.1895866621686618,0.7277222622142367,0.75,1177.1,1.889,-8.49473326538508e-05,-0.0044824086603519,0.001787234042553,0.0529999999999999,0.094,0.3540000000000001,0.0,1.139,2021-10-29,2021-11-01,1.204970037624541,,,missing_exit_open
2023-02-17,2023-02-20,009830,한화솔루션,KOSPI,25,0.0088,-0.006416430662489869,-0.003197224257744602,-0.1119719948481025,0.24174968785698364,-0.038707896665958974,63889851795.0,1.2797916265693852,29.803461419541144,-0.0109388686317248,-0.0068725710779301,0.0348031798128767,0.1967809006411975,-0.2705885887690413,-0.1337504692252377,-0.1537386944134287,1.0521026742350768,3.5,1299.5,3.639,0.0114414694894147,0.0271103382864368,0.0501858736059479,0.1349999999999998,0.2409999999999996,0.2489999999999996,0.0,0.1389999999999998,2023-02-24,2023-02-27,1.3296384369505077,,,missing_exit_open
2023-02-24,2023-02-27,009830,한화솔루션,KOSPI,22,0.0109,-0.09373885465215215,-0.10434633742734001,-0.2029604183149486,0.3664941060774038,-0.12881831741865035,79666076780.0,1.3439991214288085,29.70509646974186,-0.0081984125892403,-0.0100232044047177,-0.0245153085384167,0.1962296869978499,-0.2778996284389428,-0.1406613589561377,-0.1277713117489968,0.815631094265169,3.5,1304.8,3.555,0.0059363194819213,0.0040784917275875,0.0596930073905628,-0.044,-0.0839999999999996,0.2510000000000003,0.0,0.0550000000000001,2023-03-03,2023-03-06,,,,missing_both_open
2023-12-08,2023-12-11,091990,셀트리온헬스케어,KOSDAQ,38,0.0572,0.025025787364087337,0.058991112814074764,0.11996526916133887,0.3907218740256347,-0.032548566865287065,34955850630.0,1.6480329519018775,30.128674768340645,0.0132293742916325,0.0052669673900398,0.0417634964538531,0.1347633181904493,-0.2210587987861672,-0.0854555484668595,0.0113905408729333,0.9642827584223448,3.5,1306.8,3.461,-0.013959103599185,0.0007658140603461,-0.0075941676792223,-0.0500000000000002,-0.1260000000000003,-0.4010000000000002,0.0,-0.0390000000000001,2023-12-15,2023-12-18,0.6850741329914594,,,missing_exit_open
2023-12-15,2023-12-18,091990,셀트리온헬스케어,KOSDAQ,22,-0.055999999999999994,0.027009109419418253,0.024487177893817824,0.17140784166276735,0.49313748835497323,-0.05600000000000005,68608312085.0,3.356105387270438,30.15537862478807,0.0068871134314552,0.0216324982481854,0.0397058534893914,0.1206617103281349,-0.2042083546154693,-0.1702113416603345,-0.1509397886348404,1.4882959814997758,3.5,1296.5,3.281,0.0008491585610621,-0.0078818487909396,-0.0003084277893439,0.0230000000000001,-0.1799999999999997,-0.3999999999999999,0.0,-0.2189999999999998,2023-12-22,2023-12-26,,,,missing_both_open
2024-04-05,2024-04-08,086520,에코프로,KOSDAQ,15,-0.0248,-0.13106617991316116,-0.06918070417620203,-0.13232066706131418,0.4575479074140218,-0.18389683481414898,186533399400.0,1.068308295677798,30.315134940754945,-0.0114506006402239,-0.0123628026937956,0.0269432707378558,0.1818305469895739,-0.1371070316177427,-0.0372476907938258,-0.1581987031104352,0.9113334458964216,3.5,1352.8,3.329,0.004231311706629,0.0041567695961994,0.0250037884527958,-0.0089999999999998,0.0070000000000001,0.0580000000000002,0.0,-0.1709999999999998,2024-04-12,2024-04-15,20.634354684513248,,,missing_exit_open
2024-08-23,2024-08-26,012450,한화에어로스페이스,KOSPI,6,-0.009000000000000001,-0.09669002173243701,-0.06134488697049856,0.2638510348119192,0.7014244638028053,-0.1457194438078201,216651490925.0,0.43882517537306903,30.266397751521197,-0.0024397396047152,-0.0041043356070142,-0.0083081174680356,0.4245853141729853,-0.1482438482107982,-0.051084854215606,0.0066260738119452,0.8038159402876014,3.5,1338.8,2.92,0.0030718513523637,-0.0138479670005892,-0.0336364948751264,0.0129999999999999,-0.008,-0.104,0.0,-0.5800000000000001,2024-08-30,2024-09-02,8.429247832466592,,,missing_exit_open
2025-03-14,2025-03-17,001570,금양,KOSPI,35,-0.08199999999999999,0.028320297972101782,-0.22360146548121906,-0.3649325308622873,1.704315005631604,-0.43801383514676717,92574783061.0,0.5260680104203955,27.47912723693617,-0.0002409149696953,0.0063433312061262,-0.0035826893549262,0.1837459578196339,-0.210337609790784,-0.2544218766870755,-0.2534971161636417,0.7947784674779584,2.75,1453.8,2.596,0.0,0.0048382637544925,0.0043523316062175,0.0260000000000002,0.0310000000000001,-0.0349999999999997,0.0,-0.1539999999999999,2025-03-21,2025-03-24,4.6467709859381525,,,missing_exit_open
2025-03-21,2025-03-24,001570,금양,KOSPI,31,-0.0462,-0.2629054782346739,-0.40646434093154127,-0.6147727921059348,1.7458820896160505,-0.5857630765787766,94913825588.25,0.43985406721577014,27.174170983541565,0.0027638391568447,0.0353405963448196,-0.0002877891668809,0.1846575495871351,-0.1824304700097146,0.117792228136603,0.1371515403814349,1.235999967942394,2.75,1462.7,2.597,0.0026047021728698,0.006121887467327,0.0172473746435775,-0.0009999999999998,0.0009999999999998,-0.0310000000000001,0.0,-0.153,2025-03-28,2025-03-31,,,,missing_both_open
2025-10-24,2025-10-27,207940,삼성바이오로직스,KOSPI,32,0.0138,0.0545215625032931,0.15050899891329084,0.08289318481078856,0.38710386978174305,0.0,98708777053.95,0.7265243035156237,32.05996678434628,0.0250661748663123,0.0465119211226408,0.1513131126317735,0.2415796516059226,0.0,0.2072120675865916,0.141497982702061,1.2170946829810074,2.5,1437.1,2.591,-0.0017365934981939,0.0111877286799886,0.0312141216991963,-0.0139999999999997,0.036,0.1500000000000003,0.0,0.0910000000000001,2025-10-31,2025-11-03,2.7299779179553694,,,missing_exit_open
2025-11-21,2025-11-24,010620,HD현대미포,KOSPI,49,-0.0409,-0.032670167022678887,-0.05124414694079171,0.16370769600911017,0.583443230630385,-0.09916838866387367,99814003140.0,0.3585899986377402,29.817869740655286,-0.0417877609296918,-0.0398550583011175,-0.0135538902677043,0.384125134533773,-0.0928124803793752,-0.1028088235282241,-0.053954056140082,0.7349020000412133,2.5,1475.6,2.872,0.0052455889365758,0.0127659574468084,0.0267900633219677,-0.036,-0.072,0.2809999999999997,0.0,0.3719999999999999,2025-11-28,2025-12-01,3.9576835133566015,,,missing_exit_open
2026-09-11,2026-09-14,000660,SK하이닉스,KOSPI,1,-0.022099999999999998,0.1002075337466295,0.13757452830455974,-0.2811560982137964,0.74939746660058,-0.023664640000000126,6337081921782.35,0.7414006107212457,34.81917110294009,-0.0199992542229624,0.0355157944045934,0.01390555879428,0.4634138934124887,-0.259829017035711,-0.4231672148013772,-0.4042532545853938,0.8017909343081959,3.0,1345.9,4.014,0.0050029868578256,-0.0033323459715639,-0.0517824432858954,0.084,0.1300000000000003,0.2330000000000001,0.0,1.0140000000000002,2026-09-15,,23.628572710507047,,,no_future_horizon
2026-09-11,2026-09-14,005930,삼성전자,KOSPI,2,-0.0353,0.01562455952880537,-0.03175643077665946,-0.25096622563170357,0.6688126929197198,-0.07812317287162185,5254155915724.5,0.6861571851551876,34.955583141973676,-0.0199992542229624,0.0355157944045934,0.01390555879428,0.4634138934124887,-0.259829017035711,-0.4231672148013772,-0.4042532545853938,0.8017909343081959,3.0,1345.9,4.014,0.0050029868578256,-0.0033323459715639,-0.0517824432858954,0.084,0.1300000000000003,0.2330000000000001,0.0,1.0140000000000002,2026-09-15,,5.241010490687753,,,no_future_horizon
2026-09-11,2026-09-14,009150,삼성전기,KOSPI,3,0.0,-0.0007408059647103782,-0.0684733440072135,-0.3108716203673496,0.5808892925597154,-0.10136344202895375,939641853513.5,0.9203882079179594,32.2808890502305,-0.0199992542229624,0.0355157944045934,0.01390555879428,0.4634138934124887,-0.259829017035711,-0.4231672148013772,-0.4042532545853938,0.8017909343081959,3.0,1345.9,4.014,0.0050029868578256,-0.0033323459715639,-0.0517824432858954,0.084,0.1300000000000003,0.2330000000000001,0.0,1.0140000000000002,2026-09-15,,13.424507585146145,,,no_future_horizon
2026-09-11,2026-09-14,402340,SK스퀘어,KOSPI,4,-0.0405,0.04616332241139176,-0.025140994669680894,-0.3177104256647296,0.8260061101468905,-0.056374982740955315,587591795575.4,0.7453222658957339,32.5985069439177,-0.0199992542229624,0.0355157944045934,0.01390555879428,0.4634138934124887,-0.259829017035711,-0.4231672148013772,-0.4042532545853938,0.8017909343081959,3.0,1345.9,4.014,0.0050029868578256,-0.0033323459715639,-0.0517824432858954,0.084,0.1300000000000003,0.2330000000000001,0.0,1.0140000000000002,2026-09-15,,12.581718695980731,,,no_future_horizon
2026-09-11,2026-09-14,034020,두산에너빌리티,KOSPI,5,0.01,0.14645454690864956,0.1224317905817307,-0.11990044485289297,0.7528094560763016,-0.009795999999999916,265333043947.5,0.8652736835349722,31.69426970537601,-0.0199992542229624,0.0355157944045934,0.01390555879428,0.4634138934124887,-0.259829017035711,-0.4231672148013772,-0.4042532545853938,0.8017909343081959,3.0,1345.9,4.014,0.0050029868578256,-0.0033323459715639,-0.0517824432858954,0.084,0.1300000000000003,0.2330000000000001,0.0,1.0140000000000002,2026-09-15,,7.221953149644803,,,no_future_horizon
2026-09-11,2026-09-14,006400,삼성SDI,KOSPI,6,-0.0285,-0.005415123825253665,0.11916696162902296,-0.009367450435593505,0.7017850818111135,-0.05541391591446232,252948732567.5,0.6501085292298022,31.41337073646908,-0.0199992542229624,0.0355157944045934,0.01390555879428,0.4634138934124887,-0.259829017035711,-0.4231672148013772,-0.4042532545853938,0.8017909343081959,3.0,1345.9,4.014,0.0050029868578256,-0.0033323459715639,-0.0517824432858954,0.084,0.1300000000000003,0.2330000000000001,0.0,1.0140000000000002,2026-09-15,,3.0688380198792578,,,no_future_horizon
2026-09-11,2026-09-14,036930,주성엔지니어링,KOSDAQ,7,-0.054299999999999994,0.1721629942422611,0.16555653789499192,-0.050299598909506194,0.6657545187703602,-0.054300000000000015,247230695952.5,1.5219011723054419,29.904646319064216,-0.0199992542229624,0.0355157944045934,0.01390555879428,0.4634138934124887,-0.259829017035711,-0.4231672148013772,-0.4042532545853938,0.8017909343081959,3.0,1345.9,4.014,0.0050029868578256,-0.0033323459715639,-0.0517824432858954,0.084,0.1300000000000003,0.2330000000000001,0.0,1.0140000000000002,2026-09-15,,15.546935378103049,,,no_future_horizon
2026-09-11,2026-09-14,005380,현대차,KOSPI,8,-0.0167,-0.002584790050703445,-0.08592616535875552,-0.38117351057119886,0.4782230526702608,-0.1555119783432698,242064254305.0,0.8253475294136945,31.991822141408818,-0.0199992542229624,0.0355157944045934,0.01390555879428,0.4634138934124887,-0.259829017035711,-0.4231672148013772,-0.4042532545853938,0.8017909343081959,3.0,1345.9,4.014,0.0050029868578256,-0.0033323459715639,-0.0517824432858954,0.084,0.1300000000000003,0.2330000000000001,0.0,1.0140000000000002,2026-09-15,,2.30726788336464,,,no_future_horizon
2026-09-11,2026-09-14,196170,알테오젠,KOSDAQ,9,-0.0325,-0.07110987207929687,-0.1559052278903782,-0.06592925445735931,0.6303222123393893,-0.21060775034308288,195517196050.0,0.6049963578126918,30.5578092120243,-0.0199992542229624,0.0355157944045934,0.01390555879428,0.4634138934124887,-0.259829017035711,-0.4231672148013772,-0.4042532545853938,0.8017909343081959,3.0,1345.9,4.014,0.0050029868578256,-0.0033323459715639,-0.0517824432858954,0.084,0.1300000000000003,0.2330000000000001,0.0,1.0140000000000002,2026-09-15,,55.180662148216705,,,no_future_horizon
2026-09-11,2026-09-14,105560,KB금융,KOSPI,10,0.026000000000000002,0.034330325078875124,0.058131553030519756,0.0848903975098152,0.342980837273516,-9.441713743729707e-06,193592584724.5,0.9419906133776684,31.775725211463488,-0.0199992542229624,0.0355157944045934,0.01390555879428,0.4634138934124887,-0.259829017035711,-0.4231672148013772,-0.4042532545853938,0.8017909343081959,3.0,1345.9,4.014,0.0050029868578256,-0.0033323459715639,-0.0517824432858954,0.084,0.1300000000000003,0.2330000000000001,0.0,1.0140000000000002,2026-09-15,,2.6475240906817987,,,no_future_horizon
2026-09-11,2026-09-14,096770,SK이노베이션,KOSPI,11,-0.0542,0.04696756344975084,0.18990096388763078,0.32838670004507664,0.8262259008668011,-0.056659080000000084,169159859142.5,0.9739164715857141,30.82883033807801,-0.0199992542229624,0.0355157944045934,0.01390555879428,0.4634138934124887,-0.259829017035711,-0.4231672148013772,-0.4042532545853938,0.8017909343081959,3.0,1345.9,4.014,0.0050029868578256,-0.0033323459715639,-0.0517824432858954,0.084,0.1300000000000003,0.2330000000000001,0.0,1.0140000000000002,2026-09-15,,0.7221529271835626,,,no_future_horizon
2026-09-11,2026-09-14,035420,NAVER,KOSPI,12,-0.0072,-0.03279579289950163,-0.08826742460447101,-0.15196989583224385,0.382271054702233,-0.09424540493192068,166306856725.0,0.8181782214487946,31.078067426231172,-0.0199992542229624,0.0355157944045934,0.01390555879428,0.4634138934124887,-0.259829017035711,-0.4231672148013772,-0.4042532545853938,0.8017909343081959,3.0,1345.9,4.014,0.0050029868578256,-0.0033323459715639,-0.0517824432858954,0.084,0.1300000000000003,0.2330000000000001,0.0,1.0140000000000002,2026-09-15,,1.117501177715319,,,no_future_horizon
2026-09-11,2026-09-14,066570,LG전자,KOSPI,13,-0.0339,-0.009946692561682347,-0.03416040360537398,-0.14964919279416322,0.5390682602026323,-0.07861549844019344,164002124302.5,0.8719172489878547,31.112122281183968,-0.0199992542229624,0.0355157944045934,0.01390555879428,0.4634138934124887,-0.259829017035711,-0.4231672148013772,-0.4042532545853938,0.8017909343081959,3.0,1345.9,4.014,0.0050029868578256,-0.0033323459715639,-0.0517824432858954,0.084,0.1300000000000003,0.2330000000000001,0.0,1.0140000000000002,2026-09-15,,1.9429559617848722,,,no_future_horizon
2026-09-11,2026-09-14,012450,한화에어로스페이스,KOSPI,14,0.0131,0.024663014792657645,-0.08768071086771645,-0.11667333099820365,0.46848484197238943,-0.08149227323426966,162931185636.0,0.6455496569881967,31.651719792467247,-0.0199992542229624,0.0355157944045934,0.01390555879428,0.4634138934124887,-0.259829017035711,-0.4231672148013772,-0.4042532545853938,0.8017909343081959,3.0,1345.9,4.014,0.0050029868578256,-0.0033323459715639,-0.0517824432858954,0.084,0.1300000000000003,0.2330000000000001,0.0,1.0140000000000002,2026-09-15,,32.39274133317654,,,no_future_horizon
2026-09-11,2026-09-14,047040,대우건설,KOSPI,15,0.0070999999999999995,0.18042812433342337,0.0809414146142593,-0.19782948415562307,0.8822894675367687,-0.005429159681547113,162015626542.25,0.947366767180163,29.73185139399324,-0.0199992542229624,0.0355157944045934,0.01390555879428,0.4634138934124887,-0.259829017035711,-0.4231672148013772,-0.4042532545853938,0.8017909343081959,3.0,1345.9,4.014,0.0050029868578256,-0.0033323459715639,-0.0517824432858954,0.084,0.1300000000000003,0.2330000000000001,0.0,1.0140000000000002,2026-09-15,,3.1705492489530247,,,no_future_horizon
2026-09-11,2026-09-14,011070,LG이노텍,KOSPI,16,-0.025099999999999997,-0.03382505754607734,-0.1170851436479805,-0.5649647856304247,0.6984034508867514,-0.1697246037690241,159584366300.0,0.5367546708113851,30.184461350714272,-0.0199992542229624,0.0355157944045934,0.01390555879428,0.4634138934124887,-0.259829017035711,-0.4231672148013772,-0.4042532545853938,0.8017909343081959,3.0,1345.9,4.014,0.0050029868578256,-0.0033323459715639,-0.0517824432858954,0.084,0.1300000000000003,0.2330000000000001,0.0,1.0140000000000002,2026-09-15,,4.143761963358362,,,no_future_horizon
2026-09-11,2026-09-14,042700,한미반도체,KOSPI,17,-0.087,0.0042950622694848395,0.022150004358254316,-0.27699079421056283,0.5997397685663326,-0.08699999999999997,154765870532.5,1.6700865789122556,30.722841366723998,-0.0199992542229624,0.0355157944045934,0.01390555879428,0.4634138934124887,-0.259829017035711,-0.4231672148013772,-0.4042532545853938,0.8017909343081959,3.0,1345.9,4.014,0.0050029868578256,-0.0033323459715639,-0.0517824432858954,0.084,0.1300000000000003,0.2330000000000001,0.0,1.0140000000000002,2026-09-15,,39.73648959387698,,,no_future_horizon
2026-09-11,2026-09-14,012330,현대모비스,KOSPI,18,0.0,-0.015482061483135912,-0.18681803850792145,-0.34131526292417436,0.5038082464171225,-0.2403718248556016,150764498677.4,0.625659296966441,31.250562631906348,-0.0199992542229624,0.0355157944045934,0.01390555879428,0.4634138934124887,-0.259829017035711,-0.4231672148013772,-0.4042532545853938,0.8017909343081959,3.0,1345.9,4.014,0.0050029868578256,-0.0033323459715639,-0.0517824432858954,0.084,0.1300000000000003,0.2330000000000001,0.0,1.0140000000000002,2026-09-15,,1.5847039209557567,,,no_future_horizon
2026-09-11,2026-09-14,403870,HPSP,KOSDAQ,19,-0.0414,0.04925234748169349,0.29353246936916877,-0.15145127230010713,0.6528655578536634,-0.04820606000000005,149268414598.75,0.5058452989064728,29.109573275801235,-0.0199992542229624,0.0355157944045934,0.01390555879428,0.4634138934124887,-0.259829017035711,-0.4231672148013772,-0.4042532545853938,0.8017909343081959,3.0,1345.9,4.014,0.0050029868578256,-0.0033323459715639,-0.0517824432858954,0.084,0.1300000000000003,0.2330000000000001,0.0,1.0140000000000002,2026-09-15,,4.124341935031262,,,no_future_horizon
2026-09-11,2026-09-14,047050,포스코인터내셔널,KOSPI,20,0.006999999999999999,0.054805517709910934,0.06267464113953536,-0.033548697658612125,0.4817099591422644,-0.005184700000000153,146875782141.25,0.21680512393374884,29.94856820469417,-0.0199992542229624,0.0355157944045934,0.01390555879428,0.4634138934124887,-0.259829017035711,-0.4231672148013772,-0.4042532545853938,0.8017909343081959,3.0,1345.9,4.014,0.0050029868578256,-0.0033323459715639,-0.0517824432858954,0.084,0.1300000000000003,0.2330000000000001,0.0,1.0140000000000002,2026-09-15,,2.375466730051311,,,no_future_horizon
2026-09-11,2026-09-14,028260,삼성물산,KOSPI,21,-0.0329,2.5659337658190395e-05,0.0056835895979536755,-0.2508475771834229,0.6357310849060241,-0.07193363731189273,143115067015.0,1.3320735001998,31.717257936175308,-0.0199992542229624,0.0355157944045934,0.01390555879428,0.4634138934124887,-0.259829017035711,-0.4231672148013772,-0.4042532545853938,0.8017909343081959,3.0,1345.9,4.014,0.0050029868578256,-0.0033323459715639,-0.0517824432858954,0.084,0.1300000000000003,0.2330000000000001,0.0,1.0140000000000002,2026-09-15,,2.527722784913213,,,no_future_horizon
2026-09-11,2026-09-14,032830,삼성생명,KOSPI,22,-0.006500000000000001,0.033598455551988815,0.05485019598615293,-0.31197163601289857,0.9143785104188475,-0.06406130307182833,135314737870.95,0.6670842808939794,31.75005829074102,-0.0199992542229624,0.0355157944045934,0.01390555879428,0.4634138934124887,-0.259829017035711,-0.4231672148013772,-0.4042532545853938,0.8017909343081959,3.0,1345.9,4.014,0.0050029868578256,-0.0033323459715639,-0.0517824432858954,0.084,0.1300000000000003,0.2330000000000001,0.0,1.0140000000000002,2026-09-15,,2.3298007261627993,,,no_future_horizon
2026-09-11,2026-09-14,017670,SK텔레콤,KOSPI,23,0.0055000000000000005,-0.017295066121404745,-0.002077967311408968,-0.08159542027590294,0.5385509373357946,-0.1113778790863792,125550404932.5,0.35028008729755916,30.602686891498628,-0.0199992542229624,0.0355157944045934,0.01390555879428,0.4634138934124887,-0.259829017035711,-0.4231672148013772,-0.4042532545853938,0.8017909343081959,3.0,1345.9,4.014,0.0050029868578256,-0.0033323459715639,-0.0517824432858954,0.084,0.1300000000000003,0.2330000000000001,0.0,1.0140000000000002,2026-09-15,,1.961487155525384,,,no_future_horizon
2026-09-11,2026-09-14,329180,HD현대중공업,KOSPI,24,0.0562,0.09724521426009147,-0.03444155887945288,-0.3224547054109963,0.5058823467337448,-0.06092351573570609,123525528239.8,2.7688784749499145,31.548557430597803,-0.0199992542229624,0.0355157944045934,0.01390555879428,0.4634138934124887,-0.259829017035711,-0.4231672148013772,-0.4042532545853938,0.8017909343081959,3.0,1345.9,4.014,0.0050029868578256,-0.0033323459715639,-0.0517824432858954,0.084,0.1300000000000003,0.2330000000000001,0.0,1.0140000000000002,2026-09-15,,4.28905912279054,,,no_future_horizon
2026-09-11,2026-09-14,055550,신한지주,KOSPI,25,0.0236,0.023588672845259895,0.05916964617038656,0.09539984153365899,0.34670007620723853,-0.013977031448161092,120613797146.0,0.9524153642468229,31.601330613912854,-0.0199992542229624,0.0355157944045934,0.01390555879428,0.4634138934124887,-0.259829017035711,-0.4231672148013772,-0.4042532545853938,0.8017909343081959,3.0,1345.9,4.014,0.0050029868578256,-0.0033323459715639,-0.0517824432858954,0.084,0.1300000000000003,0.2330000000000001,0.0,1.0140000000000002,2026-09-15,,2.10431558520118,,,no_future_horizon
