BAS_DD,ISU_CD,ISU_NM,MKT_NM,SECT_TP_NM,TDD_CLSPRC,CMPPREVDD_PRC,FLUC_RT,TDD_OPNPRC,TDD_HGPRC,TDD_LWPRC,ACC_TRDVOL,ACC_TRDVAL,MKTCAP,LIST_SHRS
20221228,095570,AJ네트웍스,KOSPI,,5730,-300,-4.98,5800,5930,5650,239646,1387025260,268291750350,46822295
20221228,006840,AK홀딩스,KOSPI,,17350,50,0.29,17400,17800,17050,15293,267391100,229845183350,13247561
20221228,027410,BGF,KOSPI,,4345,-20,-0.46,4270,4390,4265,211291,917905735,415889456895,95716791
20221228,282330,BGF리테일,KOSPI,,212000,3500,1.68,205500,214000,202500,28229,5944851500,3664188072000,17283906
20221228,138930,BNK금융지주,KOSPI,,6640,-600,-8.29,6730,6780,6600,6005720,40081276930,2164210033440,325935246
20221228,001460,BYC,KOSPI,,370500,-3500,-0.94,374000,374000,369000,989,366140000,231419857500,624615
20221228,001465,BYC우,KOSPI,,141500,-1000,-0.70,142500,142500,140500,14,1979500,30476977500,215385
20221228,001040,CJ,KOSPI,,85500,2200,2.64,81800,86200,81800,108369,9222112900,2494633329000,29176998
20221228,079160,CJ CGV,KOSPI,,17650,550,3.22,17000,17700,17000,140880,2453865250,842137309300,47713162
20221228,00104K,CJ4우(전환),KOSPI,,73900,900,1.23,71600,74300,71000,8882,649959300,312339236800,4226512
20221228,000120,CJ대한통운,KOSPI,,94600,-200,-0.21,93800,95900,92500,53721,5091823200,2158047742400,22812344
20221228,011150,CJ씨푸드,KOSPI,,2755,50,1.85,2705,2755,2700,514638,1525752465,98989279615,35930773
20221228,011155,CJ씨푸드1우,KOSPI,,24900,-200,-0.80,24900,24900,24900,183,4926650,4980000000,200000
20221228,001045,CJ우,KOSPI,,49800,-600,-1.19,49850,50100,49100,2197,109204850,112559105400,2260223
20221228,097950,CJ제일제당,KOSPI,,388500,4500,1.17,381500,392000,380500,31626,12284094500,5848551261000,15054186
20221228,097955,CJ제일제당 우,KOSPI,,168500,-1000,-0.59,166500,170000,166500,2533,427704500,223672460500,1327433
20221228,000590,CS홀딩스,KOSPI,,59900,-700,-1.16,60600,60600,59000,1055,62678400,69153471800,1154482
20221228,012030,DB,KOSPI,,807,-3,-0.37,810,813,800,118024,95050678,162347363931,201173933
20221228,016610,DB금융투자,KOSPI,,4220,-360,-7.86,4380,4400,4200,260628,1113066790,179123761580,42446389
20221228,005830,DB손해보험,KOSPI,,66000,-2100,-3.08,65100,66500,64500,182526,11956924700,4672800000000,70800000
20221228,000990,DB하이텍,KOSPI,,38100,-1050,-2.68,38800,38950,38000,358087,13695428300,1691586202800,44398588
20221228,000995,DB하이텍1우,KOSPI,,68900,-100,-0.14,68800,69600,67300,427,29044400,7738572400,112316
20221228,139130,DGB금융지주,KOSPI,,7190,-680,-8.64,7280,7330,7170,2081475,15130445740,1216158539270,169145833
20221228,001530,DI동일,KOSPI,,15450,-500,-3.13,15500,15800,15400,73702,1144935350,395029771500,25568270
20221228,000210,DL,KOSPI,,60800,-1500,-2.41,61700,61900,60700,74097,4528658800,1274117747200,20955884
20221228,001880,DL건설,KOSPI,,14500,-100,-0.68,14400,14500,14050,14067,200265600,319772618000,22053284
20221228,000215,DL우,KOSPI,,34700,-850,-2.39,35000,35000,34550,966,33506500,58508190500,1686115
20221228,375500,DL이앤씨,KOSPI,,34900,-1950,-5.29,36000,36250,34600,305547,10731900750,1350407442700,38693623
20221228,37550L,DL이앤씨2우(전환),KOSPI,,26650,-900,-3.27,26300,27000,26300,2764,73333400,56283494150,2111951
20221228,37550K,DL이앤씨우,KOSPI,,23800,-950,-3.84,24250,24300,23750,1616,38717100,50310463000,2113885
20221228,007340,DN오토모티브,KOSPI,,65300,-1300,-1.95,65700,66600,65200,19231,1263539800,652608526500,9994005
20221228,004840,DRB동일,KOSPI,,4150,-60,-1.43,4210,4250,4150,5488,22928175,82709500000,19930000
20221228,155660,DSR,KOSPI,,5800,10,0.17,5830,5830,5730,11079,64064790,92800000000,16000000
20221228,069730,DSR제강,KOSPI,,5000,-60,-1.19,5070,5120,4980,38381,193360515,72000000000,14400000
20221228,017940,E1,KOSPI,,45800,-1400,-2.97,45800,46700,45450,8890,406238500,314188000000,6860000
20221228,365550,ESR켄달스퀘어리츠,KOSPI,,4050,100,2.53,3995,4055,3875,365877,1456220310,863010450000,213089000
20221228,383220,F&F,KOSPI,,147500,500,0.34,147000,150000,145500,339139,50037621000,5650293562500,38307075
20221228,007700,F&F홀딩스,KOSPI,,31950,-1750,-5.19,33700,34050,31800,624080,20518401550,1249704025650,39114367
20221228,114090,GKL,KOSPI,,19050,450,2.42,18550,19250,18300,557561,10589296950,1178350513500,61855670
20221228,078930,GS,KOSPI,,44750,-1800,-3.87,44500,44850,43800,239486,10614197400,4157963165500,92915378
20221228,006360,GS건설,KOSPI,,22150,-1050,-4.53,22650,22650,21850,1451886,32144791050,1895630003500,85581490
20221228,001250,GS글로벌,KOSPI,,2350,10,0.43,2335,2350,2310,238013,553281780,193954345400,82533764
20221228,007070,GS리테일,KOSPI,,29200,-300,-1.02,28750,29500,28650,194946,5699041450,3057763322400,104717922
20221228,078935,GS우,KOSPI,,34250,-1800,-4.99,34400,34400,34150,8897,304748300,61130290500,1784826
20221228,012630,HDC,KOSPI,,5660,-60,-1.05,5690,5790,5630,72510,411242480,338138140860,59741721
20221228,039570,HDC랩스,KOSPI,,7990,190,2.44,7680,7990,7500,17422,136159600,207401231990,25957601
20221228,089470,HDC현대EP,KOSPI,,4025,-35,-0.86,4015,4140,3975,23980,96609680,128397500000,31900000
20221228,294870,HDC현대산업개발,KOSPI,,10200,-400,-3.77,10300,10400,10150,237058,2421967550,672254766000,65907330
20221228,267250,HD현대,KOSPI,,60100,-3600,-5.65,60000,60200,59000,292956,17456261800,4747484408500,78993085
20221228,097230,HJ중공업,KOSPI,,3895,-85,-2.14,3945,4060,3885,39833,156391025,324353324495,83274281
20221228,014790,HL D&I,KOSPI,,2805,5,0.18,2795,2840,2750,30885,86287280,106193375805,37858601
20221228,003580,HLB글로벌,KOSPI,,5610,-230,-3.94,5890,5890,5550,568789,3257594100,237679105620,42367042
20221228,204320,HL만도,KOSPI,,42100,-1400,-3.22,42650,42850,42050,175985,7451390800,1976894752000,46957120
20221228,060980,HL홀딩스,KOSPI,,30400,-2100,-6.46,31050,31450,30350,47407,1458091900,318350928000,10472070
20221228,011200,HMM,KOSPI,,20100,-1750,-8.01,20900,20950,19750,4633683,93718481000,9829693869600,489039496
20221228,082740,HSD엔진,KOSPI,,7410,190,2.63,7220,7530,7180,742765,5509038400,530140995540,71543994
20221228,003560,IHQ,KOSPI,,434,-8,-1.81,442,442,431,1127706,490830116,92917511232,214095648
20221228,175330,JB금융지주,KOSPI,,7910,-480,-5.72,7960,8100,7860,1182849,9352417540,1558134691540,196982894
20221228,234080,JW생명과학,KOSPI,,12350,-400,-3.14,12550,12600,12250,25055,310043200,195556741900,15834554
20221228,001060,JW중외제약,KOSPI,,19350,-200,-1.02,19500,19600,19250,49659,963287500,429145867350,22178081
20221228,001067,JW중외제약2우B,KOSPI,,64700,-1500,-2.27,66200,66200,64400,73,4727900,12940000000,200000
20221228,001065,JW중외제약우,KOSPI,,32900,-350,-1.05,33200,33200,32100,237,7773400,10714049500,325655
20221228,096760,JW홀딩스,KOSPI,,3010,-30,-0.99,3040,3040,3005,32220,97265390,212038565060,70444706
20221228,105560,KB금융,KOSPI,,49450,-2050,-3.98,50000,50000,48900,1098303,54182563550,20219960012600,408897068
20221228,432320,KB스타리츠,KOSPI,,4385,-40,-0.90,4400,4440,4365,134204,589371005,444701639725,101414285
20221228,002380,KCC,KOSPI,,219000,-5000,-2.23,219500,220500,218000,21468,4703269500,1946137149000,8886471
20221228,344820,KCC글라스,KOSPI,,37500,-850,-2.22,37900,37900,37300,22976,860515600,598894200000,15970512
20221228,009070,KCTC,KOSPI,,4710,145,3.18,4600,4710,4500,121290,550955810,141300000000,30000000
20221228,009440,KC그린홀딩스,KOSPI,,2825,35,1.25,2790,2840,2700,14900,40999435,63378818500,22434980
20221228,119650,KC코트렐,KOSPI,,1895,25,1.34,1895,1930,1850,157071,296313425,33352864120,17600456
20221228,092220,KEC,KOSPI,,1955,-55,-2.74,1995,2010,1955,1013208,2003548650,283011940655,144763141
20221228,016380,KG스틸,KOSPI,,7720,-80,-1.03,7650,7740,7620,336801,2587435210,772068684840,100008897
20221228,001390,KG케미칼,KOSPI,,21400,-350,-1.61,21450,21700,21150,54991,1173963700,296734454400,13866096
20221228,033180,KH 필룩스,KOSPI,,690,-16,-2.27,695,709,686,1203748,834596503,118197760380,171301102
20221228,001940,KISCO홀딩스,KOSPI,,15850,0,0.00,15850,16050,15650,6768,107158150,256395623000,16176380
20221228,025000,KPX케미칼,KOSPI,,51000,-600,-1.16,50500,51300,50000,4855,246088700,246840000000,4840000
20221228,092230,KPX홀딩스,KOSPI,,54500,-2000,-3.54,54900,55300,54200,1447,79252300,230243207000,4224646
20221228,000040,KR모터스,KOSPI,,562,2,0.36,560,563,554,210906,117645596,54029817330,96138465
20221228,044450,KSS해운,KOSPI,,9380,-240,-2.49,9420,9480,9340,24861,233768880,216545554400,23085880
20221228,030200,KT,KOSPI,,33850,-2450,-6.75,34700,34700,33800,1861568,63609090900,8838634700800,261111808
