BAS_DD,ISU_CD,ISU_NM,MKT_NM,SECT_TP_NM,TDD_CLSPRC,CMPPREVDD_PRC,FLUC_RT,TDD_OPNPRC,TDD_HGPRC,TDD_LWPRC,ACC_TRDVOL,ACC_TRDVAL,MKTCAP,LIST_SHRS
20190320,095570,AJ네트웍스,KOSPI,,4890,-40,-0.81,4930,4930,4820,29139,141436495,228961022550,46822295
20190320,068400,AJ렌터카,KOSPI,,11850,300,2.60,11550,11950,11400,179770,2096338650,262433655000,22146300
20190320,006840,AK홀딩스,KOSPI,,56100,-1300,-2.26,56800,57200,55400,18974,1061657100,743188172100,13247561
20190320,027410,BGF,KOSPI,,8510,-150,-1.73,8600,8670,8440,191581,1628050270,811591713290,95369179
20190320,282330,BGF리테일,KOSPI,,219500,3500,1.62,219500,220000,215000,26645,5836823371,3793817367000,17283906
20190320,138930,BNK금융지주,KOSPI,,7110,-150,-2.07,7200,7220,7070,894179,6356478000,2317399599060,325935246
20190320,001460,BYC,KOSPI,,237500,0,0.00,236500,237500,236000,256,60548500,148346062500,624615
20190320,001465,BYC우,KOSPI,,114000,2500,2.24,111000,114000,111000,197,22197000,24553890000,215385
20190320,001040,CJ,KOSPI,,131000,-2000,-1.50,132000,133000,129500,42697,5573176500,3822186738000,29176998
20190320,079160,CJ CGV,KOSPI,,47450,-400,-0.84,47850,48200,47000,95614,4527470650,1004104301850,21161313
20190320,000120,CJ대한통운,KOSPI,,176500,-3500,-1.94,178500,178500,174000,64838,11365692500,4026378716000,22812344
20190320,011150,CJ씨푸드,KOSPI,,2335,-35,-1.48,2370,2375,2300,109586,254458350,83898354955,35930773
20190320,011155,CJ씨푸드1우,KOSPI,,27550,-400,-1.43,28350,28350,27250,584,15983350,5510000000,200000
20190320,001045,CJ우,KOSPI,,59500,-300,-0.50,59900,60000,58600,2277,134734300,134483268500,2260223
20190320,097950,CJ제일제당,KOSPI,,330000,-3000,-0.90,332000,333000,328000,18275,6019085500,4967881380000,15054186
20190320,097955,CJ제일제당 우,KOSPI,,139000,0,0.00,139000,139000,137000,2210,304420000,184513187000,1327433
20190320,037560,CJ헬로,KOSPI,,9660,60,0.63,9610,9690,9470,257088,2465502260,748136715900,77446865
20190320,000590,CS홀딩스,KOSPI,,62200,-800,-1.27,63000,63100,62000,362,22595400,71808780400,1154482
20190320,012030,DB,KOSPI,,916,-11,-1.19,923,935,906,418976,382863660,184275322628,201173933
20190320,016610,DB금융투자,KOSPI,,5020,20,0.40,5040,5130,4920,100742,505263180,213080872780,42446389
20190320,005830,DB손해보험,KOSPI,,72900,0,0.00,72000,73100,72000,57652,4185305800,5161320000000,70800000
20190320,000990,DB하이텍,KOSPI,,12700,100,0.79,12600,12800,12400,193562,2440079800,563862067600,44398588
20190320,000995,DB하이텍1우,KOSPI,,35500,50,0.14,38900,38900,34750,402,14297150,3987218000,112316
20190320,139130,DGB금융지주,KOSPI,,8660,0,0.00,8690,8710,8640,1587025,13775094090,1464802913780,169145833
20190320,004840,DRB동일,KOSPI,,6680,0,0.00,6730,6730,6580,18309,121328350,130126400000,19480000
20190320,155660,DSR,KOSPI,,4850,-20,-0.41,4870,4890,4760,56946,273937715,77600000000,16000000
20190320,069730,DSR제강,KOSPI,,5440,-40,-0.73,5400,5450,5260,158891,851084800,78336000000,14400000
20190320,017940,E1,KOSPI,,65600,-2000,-2.96,68500,68900,65400,44136,2946015900,450016000000,6860000
20190320,007700,F&F,KOSPI,,79300,1600,2.06,78000,80700,76100,158467,12504735600,1221220000000,15400000
20190320,114090,GKL,KOSPI,,23200,-450,-1.90,23550,23650,23000,172838,4001059300,1435051544000,61855670
20190320,078930,GS,KOSPI,,53900,-600,-1.10,54200,54200,53300,113657,6093431300,5008138874200,92915378
20190320,006360,GS건설,KOSPI,,44000,300,0.69,43550,44050,43300,353082,15441938950,3512093508000,79820307
20190320,001250,GS글로벌,KOSPI,,2715,-25,-0.91,2730,2740,2680,151977,410418195,224079169260,82533764
20190320,007070,GS리테일,KOSPI,,38550,-50,-0.13,38400,38800,38000,65834,2527455650,2968350000000,77000000
20190320,078935,GS우,KOSPI,,36800,-200,-0.54,37100,37100,36700,919,33849900,65681596800,1784826
20190320,012630,HDC,KOSPI,,20800,100,0.48,20600,21000,20000,328577,6740338150,1242627796800,59741721
20190320,039570,HDC아이콘트롤스,KOSPI,,10500,-150,-1.41,10650,10650,10300,38670,402692350,172830000000,16460000
20190320,089470,HDC현대EP,KOSPI,,4625,-20,-0.43,4650,4660,4570,11662,53692560,147537500000,31900000
20190320,294870,HDC현대산업개발,KOSPI,,51100,-1000,-1.92,52000,52100,50200,144684,7340644300,2245243042000,43938220
20190320,082740,HSD엔진,KOSPI,,5090,20,0.39,5080,5100,4965,218782,1107372275,167700952780,32947142
20190320,003560,IHQ,KOSPI,,2180,45,2.11,2135,2185,2070,2321783,4957187800,318793930640,146235748
20190320,175330,JB금융지주,KOSPI,,5860,-10,-0.17,5880,5900,5830,242107,1417530070,1154319758840,196982894
