BAS_DD,ISU_CD,ISU_NM,MKT_NM,SECT_TP_NM,TDD_CLSPRC,CMPPREVDD_PRC,FLUC_RT,TDD_OPNPRC,TDD_HGPRC,TDD_LWPRC,ACC_TRDVOL,ACC_TRDVAL,MKTCAP,LIST_SHRS
20240711,095570,AJ네트웍스,KOSPI,,4540,30,0.67,4525,4560,4475,95502,432084745,205447525860,45252759
20240711,006840,AK홀딩스,KOSPI,,14000,-50,-0.36,14100,14100,13990,4489,63070340,185465854000,13247561
20240711,027410,BGF,KOSPI,,3540,25,0.71,3525,3540,3500,39617,139668270,338837440140,95716791
20240711,282330,BGF리테일,KOSPI,,99700,-1000,-0.99,101200,101200,99700,59965,5990774300,1723205428200,17283906
20240711,138930,BNK금융지주,KOSPI,,8570,110,1.30,8550,8640,8500,662528,5675166970,2760297913660,322088438
20240711,001460,BYC,KOSPI,,34750,350,1.02,34300,36000,34300,915,32279950,217053712500,6246150
20240711,001465,BYC우,KOSPI,,15020,10,0.07,14900,15150,14900,1249,18722480,32350827000,2153850
20240711,001040,CJ,KOSPI,,122300,2400,2.00,121100,123600,119000,196597,23877703800,3568346855400,29176998
20240711,079160,CJ CGV,KOSPI,,5650,40,0.71,5630,5690,5570,404058,2285320480,935523898150,165579451
20240711,00104K,CJ4우(전환),KOSPI,,87200,1800,2.11,86000,87200,84400,12067,1040713300,368551846400,4226512
20240711,000120,CJ대한통운,KOSPI,,91900,0,0.00,92200,94400,91800,113223,10486056600,2096454413600,22812344
20240711,011150,CJ씨푸드,KOSPI,,4565,-115,-2.46,4665,4820,4560,1887638,8814160260,164023978745,35930773
20240711,011155,CJ씨푸드1우,KOSPI,,22000,50,0.23,22500,22500,21950,126,2783950,4400000000,200000
20240711,001045,CJ우,KOSPI,,60300,800,1.34,59600,60500,59000,4375,260357100,136291446900,2260223
20240711,097950,CJ제일제당,KOSPI,,367500,1500,0.41,367500,371000,364500,36412,13377789500,5532413355000,15054186
20240711,097955,CJ제일제당 우,KOSPI,,148200,700,0.47,148700,148800,147100,1880,278406900,196725570600,1327433
20240711,000480,CR홀딩스,KOSPI,,6050,-10,-0.17,6060,6070,6000,11404,68813590,283687464500,46890490
