BAS_DD,ISU_CD,ISU_NM,MKT_NM,SECT_TP_NM,TDD_CLSPRC,CMPPREVDD_PRC,FLUC_RT,TDD_OPNPRC,TDD_HGPRC,TDD_LWPRC,ACC_TRDVOL,ACC_TRDVAL,MKTCAP,LIST_SHRS
20220621,095570,AJ네트웍스,KOSPI,,6740,130,1.97,6590,6740,6480,85260,557046100,315582268300,46822295
20220621,006840,AK홀딩스,KOSPI,,16600,400,2.47,16100,16600,15950,18910,308390050,219909512600,13247561
20220621,027410,BGF,KOSPI,,4255,155,3.78,4095,4305,4095,239716,1008589150,407274945705,95716791
20220621,282330,BGF리테일,KOSPI,,177000,1000,0.57,179500,179500,176000,38751,6867811000,3059251362000,17283906
20220621,138930,BNK금융지주,KOSPI,,7070,-10,-0.14,7090,7120,7010,669309,4734001370,2304362189220,325935246
20220621,001460,BYC,KOSPI,,398500,6000,1.53,390500,398500,389500,167,65632500,248909077500,624615
20220621,001465,BYC우,KOSPI,,160500,500,0.31,159000,160500,158000,49,7831500,34569292500,215385
20220621,001040,CJ,KOSPI,,78900,600,0.77,79400,79900,78500,28763,2277958800,2302065142200,29176998
20220621,079160,CJ CGV,KOSPI,,24200,600,2.54,23600,24300,23350,182522,4350868400,988749902800,40857434
20220621,00104K,CJ4우(전환),KOSPI,,71200,500,0.71,70500,71300,70400,6017,426697100,300927654400,4226512
20220621,000120,CJ대한통운,KOSPI,,111500,-500,-0.45,113000,113500,111000,24775,2778036500,2543576356000,22812344
20220621,011150,CJ씨푸드,KOSPI,,3300,55,1.69,3215,3310,3215,157109,510961935,118571550900,35930773
20220621,011155,CJ씨푸드1우,KOSPI,,34300,-200,-0.58,34000,34450,34000,209,7140500,6860000000,200000
20220621,001045,CJ우,KOSPI,,49000,950,1.98,48000,49000,48000,273,13215200,110750927000,2260223
20220621,097950,CJ제일제당,KOSPI,,372000,0,0.00,379000,379000,366000,18909,7021201000,5600157192000,15054186
20220621,097955,CJ제일제당 우,KOSPI,,161500,0,0.00,160500,162000,158500,2373,380272500,214380429500,1327433
20220621,000590,CS홀딩스,KOSPI,,58000,-300,-0.51,58200,58600,57000,4601,266224900,66959956000,1154482
20220621,012030,DB,KOSPI,,799,10,1.27,804,804,780,476387,378865100,160737972467,201173933
20220621,016610,DB금융투자,KOSPI,,5030,70,1.41,4940,5060,4935,88793,443958785,213505336670,42446389
20220621,005830,DB손해보험,KOSPI,,61300,400,0.66,62300,62300,60700,130259,7994104900,4340040000000,70800000
20220621,000990,DB하이텍,KOSPI,,56000,600,1.08,55400,56800,55400,655582,36700428100,2486320928000,44398588
20220621,000995,DB하이텍1우,KOSPI,,98800,1900,1.96,95000,99000,95000,310,29892400,11096820800,112316
20220621,139130,DGB금융지주,KOSPI,,7750,100,1.31,7620,7780,7620,254867,1966618330,1310880205750,169145833
20220621,001530,DI동일,KOSPI,,18350,350,1.94,18150,18400,17700,91089,1646869500,469177754500,25568270
20220621,000210,DL,KOSPI,,68800,2500,3.77,67300,69200,65500,109521,7449202400,1441764819200,20955884
20220621,001880,DL건설,KOSPI,,20250,350,1.76,19850,20300,19600,23219,464210800,446579001000,22053284
20220621,000215,DL우,KOSPI,,39000,350,0.91,38000,39450,38000,1362,53216750,65758485000,1686115
20220621,375500,DL이앤씨,KOSPI,,42400,400,0.95,42050,42600,41350,306237,12874400750,1640609615200,38693623
20220621,37550L,DL이앤씨2우(전환),KOSPI,,34850,0,0.00,35000,35450,34250,4038,140531750,73601492350,2111951
20220621,37550K,DL이앤씨우,KOSPI,,29200,0,0.00,28750,30100,28750,4153,121214100,61725442000,2113885
20220621,007340,DN오토모티브,KOSPI,,56700,1000,1.80,55700,57800,55000,19431,1097985400,566660083500,9994005
20220621,004840,DRB동일,KOSPI,,4540,-10,-0.22,4450,4620,4450,26041,116672105,90482200000,19930000
20220621,155660,DSR,KOSPI,,5520,180,3.37,5340,5640,5280,54605,299334120,88320000000,16000000
20220621,069730,DSR제강,KOSPI,,4800,85,1.80,4715,4890,4635,86670,416150350,69120000000,14400000
20220621,017940,E1,KOSPI,,46200,50,0.11,45800,46350,45500,7189,330245950,316932000000,6860000
20220621,365550,ESR켄달스퀘어리츠,KOSPI,,5600,-10,-0.18,5570,5690,5520,341643,1914898690,1193298400000,213089000
20220621,383220,F&F,KOSPI,,141000,4500,3.30,139000,142000,135500,115388,16161265500,5401297575000,38307075
20220621,007700,F&F홀딩스,KOSPI,,19200,750,4.07,18450,19200,18450,24770,465481950,750995846400,39114367
20220621,114090,GKL,KOSPI,,14150,200,1.43,13950,14250,13850,136044,1917291250,875257730500,61855670
20220621,078930,GS,KOSPI,,42750,-100,-0.23,43150,43500,42500,187743,8083878500,3972132409500,92915378
