BAS_DD,ISU_CD,ISU_NM,MKT_NM,SECT_TP_NM,TDD_CLSPRC,CMPPREVDD_PRC,FLUC_RT,TDD_OPNPRC,TDD_HGPRC,TDD_LWPRC,ACC_TRDVOL,ACC_TRDVAL,MKTCAP,LIST_SHRS
20221117,095570,AJ네트웍스,KOSPI,,6050,-10,-0.17,6060,6110,5970,73875,445210130,283274884750,46822295
20221117,006840,AK홀딩스,KOSPI,,14500,-100,-0.68,14600,14850,14500,8644,126413050,192089634500,13247561
20221117,027410,BGF,KOSPI,,3760,-40,-1.05,3800,3820,3700,200906,754796860,359895134160,95716791
20221117,282330,BGF리테일,KOSPI,,198000,4500,2.33,195500,200000,194000,51568,10166771000,3422213388000,17283906
20221117,138930,BNK금융지주,KOSPI,,6880,-20,-0.29,6870,6940,6870,784255,5407327480,2242434492480,325935246
20221117,001460,BYC,KOSPI,,368500,-5500,-1.47,370000,370000,368500,127,46977000,230170627500,624615
20221117,001465,BYC우,KOSPI,,137000,-2000,-1.44,138000,138000,137000,97,13338500,29507745000,215385
20221117,001040,CJ,KOSPI,,77700,-1800,-2.26,79900,80000,77700,22553,1765682900,2267052744600,29176998
20221117,079160,CJ CGV,KOSPI,,16550,50,0.30,16500,16700,16250,180869,2983120200,789634559900,47712058
20221117,00104K,CJ4우(전환),KOSPI,,71500,-500,-0.69,71800,71800,70700,5413,385982400,302195608000,4226512
20221117,000120,CJ대한통운,KOSPI,,91400,800,0.88,90600,92600,89800,75085,6828407200,2085048241600,22812344
20221117,011150,CJ씨푸드,KOSPI,,2800,-30,-1.06,2830,2830,2790,29686,83198300,100606164400,35930773
20221117,011155,CJ씨푸드1우,KOSPI,,25200,-550,-2.14,25050,25300,24600,70,1738750,5040000000,200000
20221117,001045,CJ우,KOSPI,,49500,0,0.00,49650,49700,49450,348,17236850,111881038500,2260223
20221117,097950,CJ제일제당,KOSPI,,392000,0,0.00,393000,393500,389500,33260,13037197000,5901240912000,15054186
20221117,097955,CJ제일제당 우,KOSPI,,169500,500,0.30,169000,170500,168500,606,102476000,224999893500,1327433
