BAS_DD,ISU_CD,ISU_NM,MKT_NM,SECT_TP_NM,TDD_CLSPRC,CMPPREVDD_PRC,FLUC_RT,TDD_OPNPRC,TDD_HGPRC,TDD_LWPRC,ACC_TRDVOL,ACC_TRDVAL,MKTCAP,LIST_SHRS
20220906,095570,AJ네트웍스,KOSPI,,7410,170,2.35,7230,7430,7200,65637,482822760,346953205950,46822295
20220906,006840,AK홀딩스,KOSPI,,15800,300,1.94,15950,15950,15550,1716,26886850,209311463800,13247561
20220906,027410,BGF,KOSPI,,3970,35,0.89,3925,3985,3925,155032,612926315,379995660270,95716791
20220906,282330,BGF리테일,KOSPI,,155500,1000,0.65,155500,159500,154000,37709,5870709000,2687647383000,17283906
20220906,138930,BNK금융지주,KOSPI,,6560,-40,-0.61,6600,6640,6560,527997,3478284290,2138135213760,325935246
20220906,001460,BYC,KOSPI,,394000,0,0.00,397500,397500,394000,42,16572000,246098310000,624615
20220906,001465,BYC우,KOSPI,,142000,2000,1.43,141000,142500,140000,156,22001500,30584670000,215385
20220906,001040,CJ,KOSPI,,75800,-300,-0.39,76600,76700,75700,20986,1595640800,2211616448400,29176998
20220906,079160,CJ CGV,KOSPI,,19700,350,1.81,19450,19850,19450,93933,1843910600,939485691300,47689629
20220906,00104K,CJ4우(전환),KOSPI,,68400,-400,-0.58,68800,69200,68300,5380,369257700,289093420800,4226512
20220906,000120,CJ대한통운,KOSPI,,116500,0,0.00,117500,118500,115500,24938,2911224000,2657638076000,22812344
20220906,011150,CJ씨푸드,KOSPI,,3100,35,1.14,3030,3120,3030,41450,127700915,111385396300,35930773
20220906,011155,CJ씨푸드1우,KOSPI,,27400,-50,-0.18,27550,27750,27400,13,359300,5480000000,200000
20220906,001045,CJ우,KOSPI,,49400,-150,-0.30,49800,49800,49200,321,15876350,111655016200,2260223
20220906,097950,CJ제일제당,KOSPI,,398000,500,0.13,399000,399500,393500,13650,5416619000,5991566028000,15054186
20220906,097955,CJ제일제당 우,KOSPI,,164500,0,0.00,166500,166500,164000,868,142905500,218362728500,1327433
20220906,000590,CS홀딩스,KOSPI,,69600,100,0.14,70200,71200,69500,4215,295891200,80351947200,1154482
20220906,012030,DB,KOSPI,,781,5,0.64,776,797,776,166053,129706090,157116841673,201173933
20220906,016610,DB금융투자,KOSPI,,4905,15,0.31,4890,4910,4880,18504,90542760,208199538045,42446389
20220906,005830,DB손해보험,KOSPI,,60100,0,0.00,59800,60500,59400,69777,4187205800,4255080000000,70800000
20220906,000990,DB하이텍,KOSPI,,42850,-900,-2.06,43350,43700,42400,727228,31132003900,1902479495800,44398588
20220906,000995,DB하이텍1우,KOSPI,,79700,-100,-0.13,79100,79700,77500,379,29813100,8951585200,112316
20220906,139130,DGB금융지주,KOSPI,,7330,-20,-0.27,7370,7380,7310,267968,1963642280,1239838955890,169145833
20220906,001530,DI동일,KOSPI,,16950,150,0.89,16800,17150,16650,118581,2001880350,433382176500,25568270
20220906,000210,DL,KOSPI,,66100,-300,-0.45,66700,66800,65500,42136,2790479100,1385183932400,20955884
