date,market_return_1d,market_return_5d,market_return_20d,market_volatility_20d,market_drawdown,volume_change_1d,trading_value_change_1d,trading_value_ratio_20d,base_rate,usdkrw,bond3y,usdkrw_return_1d,usdkrw_return_5d,usdkrw_return_20d,bond3y_change_1d,bond3y_change_5d,bond3y_change_20d,base_rate_change,rate_spread_3y
2019-01-25,0.01735041730339737,0.02747987684709563,0.07249429959353626,0.15758805696491893,-0.13633642024588843,0.018205571863977976,0.15989066544272768,1.2904528485717426,1.75,1121.3,1.812,-0.006468190678716956,-0.0005348070237990443,-0.0036431491025414875,0.0020000000000000018,-0.0020000000000000018,0.0050000000000001155,0.0,0.062000000000000055
2019-01-28,0.0005392122878777883,0.028343190113135464,0.07484856509218507,0.156818251335944,-0.13587072223109253,0.0909644439053292,-0.08963812479120492,1.1733733998717806,1.75,1117.7,1.82,-0.0032105591723891047,-0.009219040865171446,-0.0020535714285714324,0.008000000000000007,-0.0009999999999998899,0.010000000000000009,0.0,0.07000000000000006
2019-01-29,0.0041804925744288735,0.03684507579672003,0.07346139285302788,0.15668648890135262,-0.13225823620203303,-0.100089316500238,-0.05337720875070695,1.0956378537391065,1.75,1116.5,1.823,-0.0010736333542096244,-0.012383900928792602,0.0007170386304562459,0.0029999999999998916,0.020000000000000018,0.006000000000000005,0.0,0.07299999999999995
2019-01-30,0.01227459519136409,0.04588049841176778,0.10301415181032891,0.14335211992301208,-0.12160705732077282,0.1384274546306763,0.10663498836133667,1.1922667067176662,1.75,1116.3,1.827,-0.0001791312136140144,-0.009757828439634575,-0.002412868632707843,0.0040000000000000036,0.02400000000000002,0.02499999999999991,0.0,0.07699999999999996
2019-01-31,-0.0016813978323600987,0.032961090866345355,0.11334380701398739,0.133135327052878,-0.12308398531055409,0.13034999815580517,0.18154264879356097,1.3825992436292203,1.75,1112.7,1.809,-0.003224939532383675,-0.014088250930356039,-0.013301409949454612,-0.018000000000000016,-0.001000000000000112,0.0129999999999999,0.0,0.05899999999999994
2019-02-01,-0.00013655916425781012,0.015205786518152298,0.10358138716997556,0.13393388687863786,-0.12320373622864433,0.09343596131885956,-0.09519933080849385,1.237710979514036,1.75,1118.8,1.803,0.005482160510470013,-0.0022295549808257764,-0.005068919519786608,-0.006000000000000005,-0.009000000000000119,0.006000000000000005,0.0,0.052999999999999936
2019-02-07,0.0008725804860651998,0.015544041450777035,0.08942847703997359,0.13037782041560284,-0.12243866091862254,-0.13247583591304046,-0.06797814294542548,1.1419920553625977,1.75,1124.1,1.801,0.00473721844833741,0.005726044555784071,0.004916860361165787,-0.0020000000000000018,-0.019000000000000128,-0.006000000000000005,0.0,0.050999999999999934
2019-02-08,-0.013896048761257829,-0.002737058390578917,0.08189371948531554,0.14021657505349588,-0.13463329607749208,-0.1724327062489791,-0.11905915575767179,1.0029120731325836,1.75,1123.9,1.786,-0.00017792011386874584,0.00662785490371709,-0.00017792011386874584,-0.014999999999999902,-0.03699999999999992,-0.02400000000000002,0.0,0.03600000000000003
2019-02-11,0.0022602344801077034,-0.012602909878590918,0.061006079447885275,0.12304138451187784,-0.13267736441534927,-0.15724007781088867,-0.08390440239257335,0.9236722732846325,1.75,1124.7,1.781,0.0007118071002758519,0.007524858908895649,0.0023170840388557767,-0.0050000000000001155,-0.04600000000000004,-0.028000000000000025,0.0,0.030999999999999917
2019-02-12,0.004717379131541799,-0.006274134935627562,0.06576838268199592,0.12273451271088108,-0.12858587471392835,0.14760668467471438,0.16254120905627345,1.0709284425133403,1.75,1123.9,1.796,-0.0007113007913220892,0.010065606183158105,0.005007600822677372,0.015000000000000124,-0.0129999999999999,0.0,0.0,0.04600000000000004
2019-02-13,0.005252549929762429,-0.0009181064244686565,0.06547985110859367,0.12267044608189702,-0.12400872851136291,-0.07227814387152509,-0.10171043344512942,0.9547804751576499,1.75,1121.7,1.801,-0.001957469525758593,0.002592062924562155,0.004747402364743802,0.004999999999999893,-0.0020000000000000018,-0.0030000000000001137,0.0,0.050999999999999934
2019-02-14,0.011969135427425615,0.010158595384662128,0.08744583091901781,0.11824286770300753,-0.1135238703496726,0.22987771111970767,0.19969129250687923,1.1256856588330235,1.75,1125.1,1.794,0.003031113488454862,0.0008896005693443954,0.00186999109528041,-0.006999999999999895,-0.006999999999999895,-0.0029999999999998916,0.0,0.04400000000000004
2019-02-15,-0.015069644572526353,0.00895637132423599,0.05228553788917489,0.1254736050896672,-0.12688275054553189,-0.2229674759296747,-0.17361029277655604,0.9265730329237997,1.75,1128.7,1.779,0.0031997155808374256,0.0042708426016548895,0.00713839564557861,-0.015000000000000124,-0.007000000000000117,-0.018000000000000016,0.0,0.028999999999999915
2019-02-18,0.006728131667174564,0.013454118693861261,0.05479003672361493,0.12620223150676424,-0.12100830273032082,-0.1233845533953618,-0.10576030052083762,0.8285037585776511,1.75,1125.8,1.804,-0.002569327544963307,0.0009780385880677755,0.005088831354343348,0.025000000000000133,0.02300000000000013,0.001000000000000112,0.0,0.05400000000000005
2019-02-19,-0.002490103918318498,0.006183961399865767,0.051441609624559126,0.1273729660708739,-0.12319708339986157,-0.0044951787217590855,0.015539205642108866,0.8467666826838895,1.75,1128.2,1.8,0.002131817374311673,0.0038259631639825376,0.005077951002227188,-0.0040000000000000036,0.0040000000000000036,0.0050000000000001155,0.0,0.050000000000000044
2019-02-20,0.011571088213423897,0.01250835409198614,0.05518136560424858,0.1300137238132223,-0.11305151950609393,0.30070366693127903,0.22072046591118455,1.0249753663375096,1.75,1123.5,1.802,-0.004165928026945598,0.0016047071409466263,0.0014261520634637481,0.0020000000000000018,0.001000000000000112,-0.01200000000000001,0.0,0.052000000000000046
2019-02-21,-0.00012751370772368098,0.00040525936599422607,0.05536422582713829,0.1299617614000072,-0.11316461759540153,-0.09473141629994364,-0.0768325558465911,0.9428098035058124,1.75,1125.2,1.811,0.0015131286159324464,8.88809883567987e-05,-0.0025706940874035134,0.008999999999999897,0.016999999999999904,-0.010000000000000009,0.0,0.06099999999999994
2019-02-22,0.0006751586622857353,0.016397439804937575,0.060375048689555344,0.12775342543773266,-0.11256586300494964,-0.17262153860303608,-0.19101155576080653,0.7616815655228754,1.75,1125.2,1.814,0.0,-0.003100912554265922,-0.004688191065900016,0.0030000000000001137,0.03500000000000014,0.01100000000000012,0.0,0.06400000000000006
2019-02-25,0.0015743073047858047,0.011194114575054925,0.058309107183878384,0.12782757760190094,-0.11116876896056194,0.034585661201174345,0.10777980000430909,0.8445216191288111,1.75,1121.0,1.819,-0.003732669747600448,-0.004263634748623124,-0.005588574469972407,0.004999999999999893,0.014999999999999902,0.016000000000000014,0.0,0.06899999999999995
2019-02-26,-0.003443062229607219,0.010228083220783946,0.04339171662552421,0.12608818473262312,-0.11422907020064921,0.15050797008351946,0.05564072397670872,0.8963695918953704,1.75,1118.6,1.816,-0.0021409455842997804,-0.008509129586952824,-0.00886053517632468,-0.0029999999999998916,0.016000000000000014,0.006000000000000005,0.0,0.06600000000000006
2019-02-27,0.003207102191645106,0.0018752015841703162,0.028886372564878693,0.11277490132660616,-0.11138831231039426,-0.11088603266502328,0.016575853315846878,0.9229901110672717,1.75,1119.1,1.808,0.00044698730556058663,-0.003916332888295626,-0.0019620083831267676,-0.008000000000000007,0.006000000000000005,-0.0040000000000000036,0.0,0.05800000000000005
2019-02-28,-0.017354326228391392,-0.01538611573719828,0.0104858764021587,0.13108853725649086,-0.12680956942892108,0.7934567029930673,0.6356154958422238,1.4775659050403,1.75,1124.7,1.813,0.005004021088374611,-0.0004443654461429025,0.006262861232888994,0.004999999999999893,0.0020000000000000018,-0.007000000000000117,0.0,0.06299999999999994
2019-03-04,-0.001919985371540034,-0.01793960657310789,0.0043470927379785085,0.13063807480151152,-0.12848608228218628,-0.16339232582177987,-0.1821938643124149,1.1956813536784823,1.75,1124.9,1.834,0.00017782519783060557,-0.0002666192676856749,0.007523510971786829,0.02100000000000013,0.020000000000000018,0.01100000000000012,0.0,0.08400000000000007
2019-03-05,-0.0066260047786624865,-0.025980149997754554,-0.014405489536706728,0.12465286689540465,-0.13426073766565538,-0.18798158106221396,-0.2062271668110518,0.9558771542333278,1.75,1125.5,1.836,0.0005333807449550143,0.004014272970561894,0.008241512138314144,0.0020000000000000018,0.017000000000000126,0.009000000000000119,0.0,0.08600000000000008
2019-03-06,-0.0024283222291382467,-0.024988358294152135,-0.015142893992155293,0.12475934251864185,-0.1363630315610196,-0.14299055719769138,-0.0845792315024998,0.8939426860667042,1.75,1128.8,1.828,0.002932030208796066,0.00911854103343468,0.014469308888289678,-0.008000000000000007,0.01200000000000001,0.019000000000000128,0.0,0.07800000000000007
2019-03-07,-0.0042599083310866925,-0.0322455060680249,-0.01920435834983658,0.12535493782760296,-0.14004204587790725,0.041606176578510734,0.014849689800485066,0.9206940976569806,1.75,1129.0,1.817,0.00017717930545724236,0.008846394424090853,0.009116910976045833,-0.01100000000000012,0.008999999999999897,0.014000000000000012,0.0,0.06699999999999995
2019-03-08,-0.013236682087543028,-0.028190261407532113,-0.033030597082815194,0.13245379808166846,-0.15142503592527534,-0.10275241883019781,-0.10131735698830346,0.8403360629592664,1.75,1136.2,1.802,0.006377325066430517,0.010224948875255713,0.010764166889067006,-0.014999999999999902,-0.010999999999999899,0.001000000000000112,0.0,0.052000000000000046
2019-03-11,0.0014974402395904196,-0.024862785212100835,-0.017935806265615972,0.12460788594286909,-0.15015434562776087,-0.04220827235696212,-0.030889459467449587,0.8226509315236724,1.75,1133.7,1.81,-0.002200316845625716,0.00782291759267495,0.008719636978378853,0.008000000000000007,-0.02400000000000002,0.02400000000000002,0.0,0.06000000000000005
