date,base_rate,usdkrw,bond3y,usdkrw_return_1d,bond3y_change_1d,base_rate_change,usdkrw_return_5d,usdkrw_return_20d,bond3y_change_5d,bond3y_change_20d,rate_spread_3y
2019-06-18,1.75,1185.8,1.493,-0.0005899705014749124,0.0020000000000000018,0.0,0.004574720433751178,-0.00703399765533419,-0.04899999999999993,-0.18799999999999994,-0.2569999999999999
2019-06-19,1.75,1176.1,1.484,-0.00818013155675501,-0.009000000000000119,0.0,-0.005496363943852556,-0.014991624790619884,0.014999999999999902,-0.17900000000000005,-0.266
2019-06-20,1.75,1162.1,1.42,-0.0119037496811496,-0.06400000000000006,0.0,-0.017749978869072813,-0.02573775989268956,-0.06000000000000005,-0.2470000000000001,-0.33000000000000007
2019-06-21,1.75,1164.0,1.44,0.001634971172876698,0.020000000000000018,0.0,-0.01797013414325488,-0.021190716448032276,-0.030000000000000027,-0.20799999999999996,-0.31000000000000005
2019-06-24,1.75,1156.5,1.44,-0.006443298969072142,0.0,0.0,-0.025284450063211117,-0.02684281386738474,-0.051000000000000156,-0.20300000000000007,-0.31000000000000005
2019-06-25,1.75,1156.2,1.478,-0.00025940337224383825,0.038000000000000034,0.0,-0.02496205093607684,-0.023891937526382412,-0.015000000000000124,-0.17399999999999993,-0.272
2019-06-26,1.75,1156.6,1.496,0.0003459609064173641,0.018000000000000016,0.0,-0.01658022277017257,-0.024624725923427238,0.01200000000000001,-0.15799999999999992,-0.254
2019-06-27,1.75,1158.1,1.494,0.001296904720733183,-0.0020000000000000018,0.0,-0.0034420445744772765,-0.029985760951503626,0.07400000000000007,-0.125,-0.256
2019-06-28,1.75,1154.7,1.472,-0.00293584319143414,-0.02200000000000002,0.0,-0.007989690721649456,-0.028684387617765705,0.03200000000000003,-0.15399999999999991,-0.278
2019-07-01,1.75,1158.8,1.479,0.003550705811033117,0.007000000000000117,0.0,0.00198875918720276,-0.0269544042320935,0.039000000000000146,-0.10799999999999987,-0.2709999999999999
2019-07-02,1.75,1166.0,1.463,0.006213324128408804,-0.016000000000000014,0.0,0.008476042207230527,-0.0136198291176719,-0.014999999999999902,-0.11199999999999988,-0.2869999999999999
2019-07-03,1.75,1171.3,1.429,0.004545454545454408,-0.03400000000000003,0.0,0.012709666263185149,-0.009722691917483983,-0.06699999999999995,-0.14100000000000001,-0.32099999999999995
2019-07-04,1.75,1168.6,1.416,-0.002305131050969078,-0.013000000000000123,0.0,0.00906657456178217,-0.008484642796538266,-0.07800000000000007,-0.1260000000000001,-0.3340000000000001
2019-07-05,1.75,1170.4,1.423,0.0015403046380284557,0.007000000000000117,0.0,0.01359660517883432,-0.009310986964618295,-0.04899999999999993,-0.11399999999999988,-0.32699999999999996
2019-07-08,1.75,1182.0,1.422,0.00991114149008876,-0.001000000000000112,0.0,0.020020711080428022,-0.0026999662504219035,-0.05700000000000016,-0.11099999999999999,-0.32800000000000007
2019-07-09,1.75,1180.5,1.424,-0.0012690355329949554,0.0020000000000000018,0.0,0.012435677530017175,8.471704506929356e-05,-0.039000000000000146,-0.1180000000000001,-0.32600000000000007
2019-07-10,1.75,1181.6,1.438,0.0009318085556966338,0.014000000000000012,0.0,0.008793648083326167,-0.0008455944529004444,0.008999999999999897,-0.03100000000000014,-0.31200000000000006
2019-07-11,1.75,1173.5,1.419,-0.0068551117129315164,-0.018999999999999906,0.0,0.004193051514632895,-0.008114276054433156,0.0030000000000001137,-0.06099999999999994,-0.33099999999999996
2019-07-12,1.75,1179.2,1.424,0.004857264593097543,0.004999999999999893,0.0,0.007518796992481258,-0.005146376444781886,0.0009999999999998899,-0.04600000000000004,-0.32600000000000007
2019-07-15,1.75,1179.3,1.434,8.480325644488751e-05,0.010000000000000009,0.0,-0.002284263959390853,-0.006068268015170686,0.01200000000000001,-0.05700000000000016,-0.31600000000000006
2019-07-16,1.75,1177.6,1.431,-0.0014415331128635467,-0.0029999999999998916,0.0,-0.002456586192291499,-0.006915162759318694,0.007000000000000117,-0.062000000000000055,-0.31899999999999995
2019-07-17,1.75,1181.3,1.399,0.0031419836956521063,-0.03200000000000003,0.0,-0.0002538930264048833,0.004421392738712671,-0.038999999999999924,-0.08499999999999996,-0.351
2019-07-18,1.5,1178.8,1.345,-0.0021163125370354807,-0.05400000000000005,-0.25,0.004516403919897716,0.014370536098442521,-0.07400000000000007,-0.07499999999999996,-0.15500000000000003
2019-07-19,1.5,1174.5,1.327,-0.0036477774007465102,-0.018000000000000016,0.0,-0.0039857530529172625,0.009020618556700999,-0.09699999999999998,-0.11299999999999999,-0.17300000000000004
2019-07-22,1.5,1178.3,1.333,0.003235419327373368,0.006000000000000005,0.0,-0.0008479606546256679,0.018849978383052246,-0.10099999999999998,-0.10699999999999998,-0.16700000000000004
2019-07-23,1.5,1178.9,1.339,0.0005092081812783089,0.006000000000000005,0.0,0.0011039402173913526,0.019633281439197514,-0.09200000000000008,-0.139,-0.16100000000000003
2019-07-24,1.5,1177.9,1.321,-0.0008482483671219399,-0.018000000000000016,0.0,-0.002878185050368076,0.018416047034411465,-0.07800000000000007,-0.17500000000000004,-0.17900000000000005
2019-07-25,1.5,1181.5,1.302,0.003056286611766712,-0.018999999999999906,0.0,0.002290464879538545,0.02020550902340057,-0.04299999999999993,-0.19199999999999995,-0.19799999999999995
2019-07-26,1.5,1184.8,1.308,0.0027930596699110577,0.006000000000000005,0.0,0.00876968922945931,0.02606737680782878,-0.018999999999999906,-0.16399999999999992,-0.19199999999999995
2019-07-29,1.5,1183.5,1.306,-0.0010972316002700877,-0.0020000000000000018,0.0,0.004413137571076975,0.021315153607179838,-0.026999999999999913,-0.17300000000000004,-0.19399999999999995
2019-07-30,1.5,1181.6,1.301,-0.001605407689057925,-0.0050000000000001155,0.0,0.0022902705912288823,0.013379073756432103,-0.038000000000000034,-0.16200000000000014,-0.19900000000000007
