date,ticker,index_code,index_name,member_count
2018-02-28,204320,5300,KRX 300,305
2018-02-28,047050,5300,KRX 300,305
2018-02-28,145020,5300,KRX 300,305
2018-02-28,007310,5300,KRX 300,305
2018-02-28,006260,5300,KRX 300,305
2018-02-28,006280,5300,KRX 300,305
2018-02-28,000060,5300,KRX 300,305
2018-02-28,138040,5300,KRX 300,305
2018-02-28,139130,5300,KRX 300,305
2018-02-28,010620,5300,KRX 300,305
2018-02-28,030000,5300,KRX 300,305
2018-02-28,039490,5300,KRX 300,305
2018-02-28,006360,5300,KRX 300,305
2018-02-28,069960,5300,KRX 300,305
2018-02-28,041960,5300,KRX 300,305
2018-02-28,078340,5300,KRX 300,305
2018-02-28,003410,5300,KRX 300,305
2018-02-28,069620,5300,KRX 300,305
2018-02-28,042670,5300,KRX 300,305
2018-02-28,006650,5300,KRX 300,305
2018-02-28,005250,5300,KRX 300,305
2018-02-28,051600,5300,KRX 300,305
2018-02-28,120110,5300,KRX 300,305
2018-02-28,036490,5300,KRX 300,305
2018-02-28,095700,5300,KRX 300,305
2018-02-28,004370,5300,KRX 300,305
2018-02-28,000240,5300,KRX 300,305
2018-02-28,000670,5300,KRX 300,305
2018-02-28,004000,5300,KRX 300,305
2018-02-28,000150,5300,KRX 300,305
2018-02-28,161890,5300,KRX 300,305
2018-02-28,267270,5300,KRX 300,305
2018-02-28,009420,5300,KRX 300,305
2018-02-28,085660,5300,KRX 300,305
2018-02-28,012510,5300,KRX 300,305
2018-02-28,071840,5300,KRX 300,305
2018-02-28,034230,5300,KRX 300,305
2018-02-28,010120,5300,KRX 300,305
2018-02-28,181710,5300,KRX 300,305
2018-02-28,011210,5300,KRX 300,305
2018-02-28,011790,5300,KRX 300,305
2018-02-28,012450,5300,KRX 300,305
2018-02-28,020150,5300,KRX 300,305
2018-02-28,034020,5300,KRX 300,305
2018-02-28,003520,5300,KRX 300,305
2018-02-28,240810,5300,KRX 300,305
2018-02-28,000080,5300,KRX 300,305
2018-02-28,001740,5300,KRX 300,305
2018-02-28,001800,5300,KRX 300,305
2018-02-28,003240,5300,KRX 300,305
2018-02-28,079160,5300,KRX 300,305
2018-02-28,011200,5300,KRX 300,305
2018-02-28,017800,5300,KRX 300,305
2018-02-28,057050,5300,KRX 300,305
2018-02-28,064350,5300,KRX 300,305
2018-02-28,114090,5300,KRX 300,305
2018-02-28,005440,5300,KRX 300,305
2018-02-28,028300,5300,KRX 300,305
2018-02-28,035760,5300,KRX 300,305
2018-02-28,046890,5300,KRX 300,305
2018-02-28,056190,5300,KRX 300,305
2018-02-28,003690,5300,KRX 300,305
2018-02-28,028150,5300,KRX 300,305
2018-02-28,022100,5300,KRX 300,305
2018-02-28,098460,5300,KRX 300,305
2018-02-28,178920,5300,KRX 300,305
2018-02-28,002350,5300,KRX 300,305
2018-02-28,005300,5300,KRX 300,305
2018-02-28,039130,5300,KRX 300,305
2018-02-28,081660,5300,KRX 300,305
2018-02-28,082640,5300,KRX 300,305
2018-02-28,089590,5300,KRX 300,305
2018-02-28,103140,5300,KRX 300,305
2018-02-28,111770,5300,KRX 300,305
2018-02-28,115390,5300,KRX 300,305
2018-02-28,180640,5300,KRX 300,305
2018-02-28,185750,5300,KRX 300,305
2018-02-28,192820,5300,KRX 300,305
2018-02-28,214320,5300,KRX 300,305
2018-02-28,226320,5300,KRX 300,305
2018-02-28,285130,5300,KRX 300,305
2018-02-28,036830,5300,KRX 300,305
2018-02-28,079550,5300,KRX 300,305
2018-02-28,108230,5300,KRX 300,305
2018-02-28,192080,5300,KRX 300,305
2018-02-28,000370,5300,KRX 300,305
2018-02-28,001120,5300,KRX 300,305
2018-02-28,001230,5300,KRX 300,305
2018-02-28,001430,5300,KRX 300,305
2018-02-28,003000,5300,KRX 300,305
2018-02-28,003090,5300,KRX 300,305
2018-02-28,005610,5300,KRX 300,305
2018-02-28,006040,5300,KRX 300,305
2018-02-28,006840,5300,KRX 300,305
2018-02-28,010780,5300,KRX 300,305
2018-02-28,023590,5300,KRX 300,305
2018-02-28,069260,5300,KRX 300,305
2018-02-28,102940,5300,KRX 300,305
2018-02-28,036420,5300,KRX 300,305
2018-02-28,267260,5300,KRX 300,305
2018-02-28,058470,5300,KRX 300,305
2018-02-28,064760,5300,KRX 300,305
2018-02-28,069080,5300,KRX 300,305
2018-02-28,096530,5300,KRX 300,305
2018-02-28,112040,5300,KRX 300,305
2018-02-28,200130,5300,KRX 300,305
2018-02-28,214370,5300,KRX 300,305
2018-02-28,000070,5300,KRX 300,305
2018-02-28,003300,5300,KRX 300,305
2018-02-28,049770,5300,KRX 300,305
2018-02-28,052690,5300,KRX 300,305
2018-02-28,073240,5300,KRX 300,305
2018-02-28,093050,5300,KRX 300,305
2018-02-28,093370,5300,KRX 300,305
2018-02-28,105630,5300,KRX 300,305
2018-02-28,145720,5300,KRX 300,305
2018-02-28,145990,5300,KRX 300,305
2018-02-28,170900,5300,KRX 300,305
2018-02-28,175330,5300,KRX 300,305
2018-02-28,039030,5300,KRX 300,305
2018-02-28,005290,5300,KRX 300,305
2018-02-28,284740,5300,KRX 300,305
2018-02-28,048260,5300,KRX 300,305
2018-02-28,053800,5300,KRX 300,305
2018-02-28,065620,5300,KRX 300,305
2018-02-28,066970,5300,KRX 300,305
2018-02-28,078160,5300,KRX 300,305
2018-02-28,086520,5300,KRX 300,305
2018-02-28,108320,5300,KRX 300,305
2018-02-28,237690,5300,KRX 300,305
2018-02-28,000640,5300,KRX 300,305
2018-02-28,001060,5300,KRX 300,305
2018-02-28,001680,5300,KRX 300,305
2018-02-28,003540,5300,KRX 300,305
2018-02-28,003620,5300,KRX 300,305
2018-02-28,005850,5300,KRX 300,305
2018-02-28,005880,5300,KRX 300,305
2018-02-28,007570,5300,KRX 300,305
2018-02-28,009410,5300,KRX 300,305
2018-02-28,009450,5300,KRX 300,305
2018-02-28,014680,5300,KRX 300,305
2018-02-28,018670,5300,KRX 300,305
2018-02-28,020000,5300,KRX 300,305
2018-02-28,024720,5300,KRX 300,305
2018-02-28,034830,5300,KRX 300,305
2018-02-28,037560,5300,KRX 300,305
2018-02-28,085620,5300,KRX 300,305
2018-02-28,108670,5300,KRX 300,305
2018-02-28,241590,5300,KRX 300,305
2018-02-28,041510,5300,KRX 300,305
2018-02-28,030190,5300,KRX 300,305
2018-02-28,271980,5300,KRX 300,305
2018-02-28,036930,5300,KRX 300,305
2018-02-28,039840,5300,KRX 300,305
2018-02-28,043150,5300,KRX 300,305
2018-02-28,048530,5300,KRX 300,305
2018-02-28,051370,5300,KRX 300,305
2018-02-28,086450,5300,KRX 300,305
2018-02-28,090460,5300,KRX 300,305
2018-02-28,095610,5300,KRX 300,305
2018-02-28,237880,5300,KRX 300,305
2018-02-28,000990,5300,KRX 300,305
2018-02-28,002020,5300,KRX 300,305
2018-02-28,002270,5300,KRX 300,305
2018-02-28,004430,5300,KRX 300,305
2018-02-28,005180,5300,KRX 300,305
2018-02-28,005500,5300,KRX 300,305
2018-02-28,025540,5300,KRX 300,305
2018-02-28,031430,5300,KRX 300,305
2018-02-28,034310,5300,KRX 300,305
2018-02-28,053210,5300,KRX 300,305
2018-02-28,060980,5300,KRX 300,305
2018-02-28,064960,5300,KRX 300,305
2018-02-28,123890,5300,KRX 300,305
2018-02-28,192530,5300,KRX 300,305
2018-02-28,030530,5300,KRX 300,305
2018-02-28,006730,5300,KRX 300,305
2018-02-28,281820,5300,KRX 300,305
2018-02-28,032190,5300,KRX 300,305
2018-02-28,044490,5300,KRX 300,305
2018-02-28,051500,5300,KRX 300,305
2018-02-28,091700,5300,KRX 300,305
2018-02-28,100120,5300,KRX 300,305
2018-02-28,122870,5300,KRX 300,305
2018-02-28,265520,5300,KRX 300,305
2018-02-28,001520,5300,KRX 300,305
2018-02-28,003030,5300,KRX 300,305
2018-02-28,006060,5300,KRX 300,305
2018-02-28,006120,5300,KRX 300,305
2018-02-28,009290,5300,KRX 300,305
2018-02-28,027410,5300,KRX 300,305
2018-02-28,031440,5300,KRX 300,305
2018-02-28,033920,5300,KRX 300,305
2018-02-28,034120,5300,KRX 300,305
2018-02-28,036580,5300,KRX 300,305
2018-02-28,070960,5300,KRX 300,305
2018-02-28,096760,5300,KRX 300,305
2018-02-28,101530,5300,KRX 300,305
2018-02-28,138250,5300,KRX 300,305
2018-02-28,192400,5300,KRX 300,305
2018-02-28,025980,5300,KRX 300,305
2018-02-28,029460,5300,KRX 300,305
2018-02-28,007340,5300,KRX 300,305
2018-02-28,282690,5300,KRX 300,305
2018-03-30,005930,5300,KRX 300,304
2018-03-30,000660,5300,KRX 300,304
2018-03-30,068270,5300,KRX 300,304
2018-03-30,207940,5300,KRX 300,304
2018-03-30,005380,5300,KRX 300,304
2018-03-30,005490,5300,KRX 300,304
2018-03-30,051910,5300,KRX 300,304
2018-03-30,028260,5300,KRX 300,304
2018-03-30,035420,5300,KRX 300,304
2018-03-30,105560,5300,KRX 300,304
2018-03-30,032830,5300,KRX 300,304
2018-03-30,012330,5300,KRX 300,304
2018-03-30,055550,5300,KRX 300,304
2018-03-30,015760,5300,KRX 300,304
2018-03-30,034730,5300,KRX 300,304
2018-03-30,018260,5300,KRX 300,304
2018-03-30,096770,5300,KRX 300,304
2018-03-30,017670,5300,KRX 300,304
2018-03-30,051900,5300,KRX 300,304
2018-03-30,090430,5300,KRX 300,304
2018-03-30,066570,5300,KRX 300,304
2018-03-30,011170,5300,KRX 300,304
2018-03-30,003550,5300,KRX 300,304
2018-03-30,091990,5300,KRX 300,304
2018-03-30,086790,5300,KRX 300,304
2018-03-30,033780,5300,KRX 300,304
2018-03-30,010950,5300,KRX 300,304
2018-03-30,006400,5300,KRX 300,304
2018-03-30,251270,5300,KRX 300,304
2018-03-30,000810,5300,KRX 300,304
2018-03-30,000270,5300,KRX 300,304
2018-03-30,002790,5300,KRX 300,304
2018-03-30,035720,5300,KRX 300,304
2018-03-30,000030,5300,KRX 300,304
2018-03-30,034220,5300,KRX 300,304
2018-03-30,036570,5300,KRX 300,304
2018-03-30,009540,5300,KRX 300,304
2018-03-30,010130,5300,KRX 300,304
2018-03-30,024110,5300,KRX 300,304
2018-03-30,009150,5300,KRX 300,304
2018-03-30,139480,5300,KRX 300,304
2018-03-30,215600,5300,KRX 300,304
2018-03-30,030200,5300,KRX 300,304
2018-03-30,267250,5300,KRX 300,304
2018-03-30,004020,5300,KRX 300,304
2018-03-30,023530,5300,KRX 300,304
2018-03-30,021240,5300,KRX 300,304
2018-03-30,161390,5300,KRX 300,304
2018-03-30,086280,5300,KRX 300,304
2018-03-30,006800,5300,KRX 300,304
2018-03-30,035250,5300,KRX 300,304
2018-03-30,018880,5300,KRX 300,304
2018-03-30,008930,5300,KRX 300,304
2018-03-30,128940,5300,KRX 300,304
2018-03-30,078930,5300,KRX 300,304
2018-03-30,088350,5300,KRX 300,304
2018-03-30,032640,5300,KRX 300,304
2018-03-30,271560,5300,KRX 300,304
2018-03-30,009830,5300,KRX 300,304
2018-03-30,000720,5300,KRX 300,304
2018-03-30,097950,5300,KRX 300,304
2018-03-30,047810,5300,KRX 300,304
2018-03-30,001040,5300,KRX 300,304
2018-03-30,071050,5300,KRX 300,304
2018-03-30,005830,5300,KRX 300,304
2018-03-30,004990,5300,KRX 300,304
2018-03-30,036460,5300,KRX 300,304
2018-03-30,004800,5300,KRX 300,304
2018-03-30,086900,5300,KRX 300,304
2018-03-30,029780,5300,KRX 300,304
2018-03-30,005940,5300,KRX 300,304
2018-03-30,010060,5300,KRX 300,304
2018-03-30,012750,5300,KRX 300,304
2018-03-30,079440,5300,KRX 300,304
2018-03-30,002380,5300,KRX 300,304
2018-03-30,008770,5300,KRX 300,304
2018-03-30,009240,5300,KRX 300,304
2018-03-30,016360,5300,KRX 300,304
2018-03-30,004170,5300,KRX 300,304
2018-03-30,130960,5300,KRX 300,304
2018-03-30,084990,5300,KRX 300,304
2018-03-30,001450,5300,KRX 300,304
2018-03-30,138930,5300,KRX 300,304
2018-03-30,003490,5300,KRX 300,304
2018-03-30,000120,5300,KRX 300,304
2018-03-30,241560,5300,KRX 300,304
2018-03-30,282330,5300,KRX 300,304
2018-03-30,010140,5300,KRX 300,304
2018-03-30,000880,5300,KRX 300,304
2018-03-30,011780,5300,KRX 300,304
2018-03-30,012630,5300,KRX 300,304
2018-03-30,011070,5300,KRX 300,304
2018-03-30,028670,5300,KRX 300,304
2018-03-30,047050,5300,KRX 300,304
2018-03-30,068760,5300,KRX 300,304
2018-03-30,016170,5300,KRX 300,304
2018-03-30,003670,5300,KRX 300,304
2018-03-30,026960,5300,KRX 300,304
2018-03-30,145020,5300,KRX 300,304
2018-03-30,008560,5300,KRX 300,304
2018-03-30,000210,5300,KRX 300,304
2018-03-30,000100,5300,KRX 300,304
2018-03-30,028300,5300,KRX 300,304
2018-03-30,003410,5300,KRX 300,304
2018-03-30,007310,5300,KRX 300,304
2018-03-30,007070,5300,KRX 300,304
2018-03-30,006280,5300,KRX 300,304
2018-03-30,039490,5300,KRX 300,304
2018-03-30,069620,5300,KRX 300,304
2018-03-30,006260,5300,KRX 300,304
2018-03-30,000060,5300,KRX 300,304
2018-03-30,078340,5300,KRX 300,304
2018-03-30,138040,5300,KRX 300,304
2018-03-30,204320,5300,KRX 300,304
2018-03-30,006360,5300,KRX 300,304
2018-03-30,041960,5300,KRX 300,304
2018-03-30,095700,5300,KRX 300,304
2018-03-30,069960,5300,KRX 300,304
2018-03-30,139130,5300,KRX 300,304
2018-03-30,010620,5300,KRX 300,304
2018-03-30,017800,5300,KRX 300,304
2018-03-30,000150,5300,KRX 300,304
2018-03-30,042670,5300,KRX 300,304
2018-03-30,051600,5300,KRX 300,304
2018-03-30,030000,5300,KRX 300,304
2018-03-30,010120,5300,KRX 300,304
2018-03-30,034230,5300,KRX 300,304
2018-03-30,006650,5300,KRX 300,304
2018-03-30,004370,5300,KRX 300,304
2018-03-30,005250,5300,KRX 300,304
2018-03-30,004000,5300,KRX 300,304
2018-03-30,161890,5300,KRX 300,304
2018-03-30,267270,5300,KRX 300,304
2018-03-30,009420,5300,KRX 300,304
2018-03-30,012510,5300,KRX 300,304
2018-03-30,020150,5300,KRX 300,304
2018-03-30,001800,5300,KRX 300,304
2018-03-30,071840,5300,KRX 300,304
2018-03-30,120110,5300,KRX 300,304
2018-03-30,000240,5300,KRX 300,304
2018-03-30,000670,5300,KRX 300,304
2018-03-30,034020,5300,KRX 300,304
2018-03-30,226320,5300,KRX 300,304
2018-03-30,011210,5300,KRX 300,304
2018-03-30,012450,5300,KRX 300,304
2018-03-30,003520,5300,KRX 300,304
2018-03-30,036490,5300,KRX 300,304
2018-03-30,000080,5300,KRX 300,304
2018-03-30,114090,5300,KRX 300,304
2018-03-30,181710,5300,KRX 300,304
2018-03-30,005440,5300,KRX 300,304
2018-03-30,011200,5300,KRX 300,304
2018-03-30,011790,5300,KRX 300,304
2018-03-30,039130,5300,KRX 300,304
2018-03-30,064350,5300,KRX 300,304
2018-03-30,079160,5300,KRX 300,304
2018-03-30,081660,5300,KRX 300,304
2018-03-30,115390,5300,KRX 300,304
2018-03-30,035760,5300,KRX 300,304
2018-03-30,098460,5300,KRX 300,304
2018-03-30,178920,5300,KRX 300,304
2018-03-30,240810,5300,KRX 300,304
2018-03-30,001740,5300,KRX 300,304
2018-03-30,003240,5300,KRX 300,304
2018-03-30,003690,5300,KRX 300,304
2018-03-30,192820,5300,KRX 300,304
2018-03-30,022100,5300,KRX 300,304
2018-03-30,028150,5300,KRX 300,304
2018-03-30,056190,5300,KRX 300,304
2018-03-30,192080,5300,KRX 300,304
2018-03-30,002350,5300,KRX 300,304
2018-03-30,003090,5300,KRX 300,304
2018-03-30,005300,5300,KRX 300,304
2018-03-30,027410,5300,KRX 300,304
2018-03-30,052690,5300,KRX 300,304
2018-03-30,057050,5300,KRX 300,304
2018-03-30,082640,5300,KRX 300,304
2018-03-30,089590,5300,KRX 300,304
2018-03-30,111770,5300,KRX 300,304
2018-03-30,180640,5300,KRX 300,304
2018-03-30,185750,5300,KRX 300,304
2018-03-30,214320,5300,KRX 300,304
2018-03-30,285130,5300,KRX 300,304
2018-03-30,036830,5300,KRX 300,304
2018-03-30,046890,5300,KRX 300,304
2018-03-30,069080,5300,KRX 300,304
2018-03-30,078160,5300,KRX 300,304
2018-03-30,108230,5300,KRX 300,304
2018-03-30,103140,5300,KRX 300,304
2018-03-30,003000,5300,KRX 300,304
2018-03-30,005610,5300,KRX 300,304
2018-03-30,006040,5300,KRX 300,304
2018-03-30,079550,5300,KRX 300,304
2018-03-30,001120,5300,KRX 300,304
2018-03-30,036420,5300,KRX 300,304
2018-03-30,175330,5300,KRX 300,304
2018-03-30,041510,5300,KRX 300,304
2018-03-30,053800,5300,KRX 300,304
2018-03-30,058470,5300,KRX 300,304
2018-03-30,064760,5300,KRX 300,304
2018-03-30,066970,5300,KRX 300,304
2018-03-30,086520,5300,KRX 300,304
2018-03-30,096530,5300,KRX 300,304
2018-03-30,102940,5300,KRX 300,304
2018-03-30,112040,5300,KRX 300,304
2018-03-30,200130,5300,KRX 300,304
2018-03-30,214370,5300,KRX 300,304
2018-03-30,000370,5300,KRX 300,304
2018-03-30,001230,5300,KRX 300,304
2018-03-30,001430,5300,KRX 300,304
2018-03-30,001680,5300,KRX 300,304
2018-03-30,006840,5300,KRX 300,304
2018-03-30,009450,5300,KRX 300,304
2018-03-30,010780,5300,KRX 300,304
2018-03-30,018670,5300,KRX 300,304
2018-03-30,023590,5300,KRX 300,304
2018-03-30,049770,5300,KRX 300,304
2018-03-30,069260,5300,KRX 300,304
2018-03-30,085620,5300,KRX 300,304
2018-03-30,093370,5300,KRX 300,304
2018-03-30,105630,5300,KRX 300,304
2018-03-30,145720,5300,KRX 300,304
2018-03-30,145990,5300,KRX 300,304
2018-03-30,170900,5300,KRX 300,304
2018-03-30,039030,5300,KRX 300,304
2018-03-30,005290,5300,KRX 300,304
2018-03-30,284740,5300,KRX 300,304
2018-03-30,065620,5300,KRX 300,304
2018-03-30,237690,5300,KRX 300,304
2018-03-30,000070,5300,KRX 300,304
2018-03-30,000640,5300,KRX 300,304
2018-03-30,001060,5300,KRX 300,304
2018-03-30,002270,5300,KRX 300,304
2018-03-30,003300,5300,KRX 300,304
2018-03-30,004430,5300,KRX 300,304
2018-03-30,005850,5300,KRX 300,304
2018-03-30,007570,5300,KRX 300,304
2018-03-30,009410,5300,KRX 300,304
2018-03-30,014680,5300,KRX 300,304
2018-03-30,020000,5300,KRX 300,304
2018-03-30,024720,5300,KRX 300,304
2018-03-30,034830,5300,KRX 300,304
2018-03-30,073240,5300,KRX 300,304
2018-03-30,093050,5300,KRX 300,304
2018-03-30,108670,5300,KRX 300,304
2018-03-30,267260,5300,KRX 300,304
2018-03-30,048260,5300,KRX 300,304
2018-03-30,025980,5300,KRX 300,304
2018-03-30,271980,5300,KRX 300,304
2018-03-30,030530,5300,KRX 300,304
2018-03-30,039840,5300,KRX 300,304
2018-03-30,043150,5300,KRX 300,304
2018-03-30,048530,5300,KRX 300,304
2018-03-30,086450,5300,KRX 300,304
2018-03-30,090460,5300,KRX 300,304
2018-03-30,095610,5300,KRX 300,304
2018-03-30,108320,5300,KRX 300,304
2018-03-30,122870,5300,KRX 300,304
2018-03-30,237880,5300,KRX 300,304
2018-03-30,000990,5300,KRX 300,304
2018-03-30,002020,5300,KRX 300,304
2018-03-30,003540,5300,KRX 300,304
2018-03-30,003620,5300,KRX 300,304
2018-03-30,005180,5300,KRX 300,304
2018-03-30,005500,5300,KRX 300,304
2018-03-30,005880,5300,KRX 300,304
2018-03-30,025540,5300,KRX 300,304
2018-03-30,031430,5300,KRX 300,304
2018-03-30,034310,5300,KRX 300,304
2018-03-30,037560,5300,KRX 300,304
2018-03-30,053210,5300,KRX 300,304
2018-03-30,064960,5300,KRX 300,304
2018-03-30,123890,5300,KRX 300,304
2018-03-30,192530,5300,KRX 300,304
2018-03-30,241590,5300,KRX 300,304
2018-03-30,030190,5300,KRX 300,304
2018-03-30,006730,5300,KRX 300,304
2018-03-30,281820,5300,KRX 300,304
2018-03-30,036930,5300,KRX 300,304
2018-03-30,044490,5300,KRX 300,304
2018-03-30,051370,5300,KRX 300,304
2018-03-30,051500,5300,KRX 300,304
2018-03-30,091700,5300,KRX 300,304
2018-03-30,100120,5300,KRX 300,304
2018-03-30,265520,5300,KRX 300,304
2018-03-30,001520,5300,KRX 300,304
2018-03-30,003030,5300,KRX 300,304
2018-03-30,006060,5300,KRX 300,304
2018-03-30,006120,5300,KRX 300,304
2018-03-30,009290,5300,KRX 300,304
2018-03-30,031440,5300,KRX 300,304
2018-03-30,033920,5300,KRX 300,304
2018-03-30,034120,5300,KRX 300,304
2018-03-30,036580,5300,KRX 300,304
2018-03-30,060980,5300,KRX 300,304
2018-03-30,096760,5300,KRX 300,304
2018-03-30,101530,5300,KRX 300,304
2018-03-30,138250,5300,KRX 300,304
2018-03-30,192400,5300,KRX 300,304
2018-03-30,032190,5300,KRX 300,304
2018-03-30,007340,5300,KRX 300,304
2018-03-30,070960,5300,KRX 300,304
2018-03-30,029460,5300,KRX 300,304
2018-03-30,282690,5300,KRX 300,304
2018-04-30,005930,5300,KRX 300,304
2018-04-30,000660,5300,KRX 300,304
2018-04-30,005380,5300,KRX 300,304
2018-04-30,068270,5300,KRX 300,304
2018-04-30,005490,5300,KRX 300,304
2018-04-30,207940,5300,KRX 300,304
2018-04-30,028260,5300,KRX 300,304
2018-04-30,105560,5300,KRX 300,304
2018-04-30,051910,5300,KRX 300,304
2018-04-30,012330,5300,KRX 300,304
2018-04-30,015760,5300,KRX 300,304
2018-04-30,035420,5300,KRX 300,304
2018-04-30,032830,5300,KRX 300,304
2018-04-30,055550,5300,KRX 300,304
2018-04-30,051900,5300,KRX 300,304
2018-04-30,034730,5300,KRX 300,304
2018-04-30,090430,5300,KRX 300,304
2018-04-30,018260,5300,KRX 300,304
2018-04-30,017670,5300,KRX 300,304
2018-04-30,096770,5300,KRX 300,304
2018-04-30,066570,5300,KRX 300,304
2018-04-30,086790,5300,KRX 300,304
2018-04-30,011170,5300,KRX 300,304
2018-04-30,003550,5300,KRX 300,304
2018-04-30,033780,5300,KRX 300,304
2018-04-30,000270,5300,KRX 300,304
2018-04-30,000810,5300,KRX 300,304
2018-04-30,251270,5300,KRX 300,304
2018-04-30,006400,5300,KRX 300,304
2018-04-30,091990,5300,KRX 300,304
2018-04-30,010950,5300,KRX 300,304
2018-04-30,002790,5300,KRX 300,304
2018-04-30,000030,5300,KRX 300,304
2018-04-30,024110,5300,KRX 300,304
2018-04-30,009150,5300,KRX 300,304
2018-04-30,034220,5300,KRX 300,304
2018-04-30,035720,5300,KRX 300,304
2018-04-30,009540,5300,KRX 300,304
2018-04-30,004020,5300,KRX 300,304
2018-04-30,010130,5300,KRX 300,304
2018-04-30,036570,5300,KRX 300,304
2018-04-30,139480,5300,KRX 300,304
2018-04-30,004990,5300,KRX 300,304
2018-04-30,030200,5300,KRX 300,304
2018-04-30,000720,5300,KRX 300,304
2018-04-30,023530,5300,KRX 300,304
2018-04-30,267250,5300,KRX 300,304
2018-04-30,006800,5300,KRX 300,304
2018-04-30,021240,5300,KRX 300,304
2018-04-30,086280,5300,KRX 300,304
2018-04-30,161390,5300,KRX 300,304
2018-04-30,035250,5300,KRX 300,304
2018-04-30,215600,5300,KRX 300,304
2018-04-30,018880,5300,KRX 300,304
2018-04-30,078930,5300,KRX 300,304
