날짜,시가,고가,저가,종가,거래량,거래대금,상장시가총액
2024-04-24,1679.49,1691.04,1678.19,1688.89,161297918,10314757324117,2014007063605550
2024-04-25,1667.79,1677.05,1657.38,1657.38,149705798,9330664564590,1977842555737910
2024-04-26,1674.95,1681.75,1669.7,1677.25,194339334,10219118211958,1999818093897840
2024-04-29,1689.17,1694.84,1682.43,1694.3,182732511,9758665700984,2023270654577420
2024-04-30,1697.94,1709.87,1693.23,1696.15,173095431,10535779257362,2023850955310800
2024-05-02,1688.07,1698.07,1688.07,1691.24,139810742,8473217332010,2016496587199400
2024-05-03,1706.06,1707.57,1686.71,1686.71,142131064,8143217627508,2010178362197350
2024-05-07,1716.4,1726.8,1715.54,1726.8,201998843,10716711039810,2054888098632750
2024-05-08,1724.42,1733.13,1720.94,1733.03,177779219,7926495847111,2063007087726920
2024-05-09,1730.93,1734.66,1709.81,1710.25,200588783,10093504461494,2038487998948080
2024-05-10,1727.33,1732.08,1715.72,1717.83,193888840,9665522797676,2046293086493630
2024-05-13,1722.54,1725.46,1705.39,1714.79,258019032,10667031162066,2042637043237790
2024-05-14,1718.5,1720.28,1711.6,1715.92,168503017,8325602826271,2044497481080660
2024-05-16,1745.37,1748.62,1729.99,1733.57,260864480,13233673246457,2064666663157340
2024-05-17,1732.88,1733.57,1711.7,1712.14,173381991,10423407982066,2040276033931430
2024-05-20,1723.52,1730.89,1715.77,1722.95,225191090,11390330034071,2053007008428780
2024-05-21,1718.26,1720.82,1711.27,1713.99,194889262,10010461822697,2041054009826730
2024-05-22,1713.48,1719.85,1702.26,1714.07,192834699,11122155453471,2041167284554040
2024-05-23,1712.04,1724.49,1703.3,1714.63,193155130,11142341188741,2040917156512980
2024-05-24,1695.24,1697.23,1686.19,1690.16,170877598,10638819427094,2013775153838360
2024-05-27,1695.2,1717.94,1692.07,1714.84,274087997,15296166492600,2043276026929150
2024-05-28,1708.81,1720.9,1708.59,1716.56,214491156,11831193579202,2043537533883180
2024-05-29,1715.1,1717.08,1687.85,1687.85,213116021,12929623996772,2010078893001270
2024-05-30,1680.2,1681.46,1660.79,1660.79,170752022,10423016931037,1980461392278730
2024-05-31,1675.37,1679.27,1660.32,1660.79,290084790,16934520159017,1982148091990550
2024-06-03,1674.48,1696.52,1674.11,1690.67,224240010,13006060687366,2016537772232580
2024-06-04,1681.71,1689.57,1678.69,1680.24,220325986,12084584586015,2002450279644000
2024-06-05,1694.17,1704.41,1684.76,1698.56,199555741,12041130814533,2022186477077410
2024-06-07,1718.27,1726.24,1709.93,1723.02,173949810,11963950139157,2049874080848560
2024-06-10,1706.72,1717.58,1700.39,1704.67,171367372,10189163873079,2029804364204690
2024-06-11,1714.26,1715.67,1704.13,1707.61,197397063,12340568797316,2034750834366450
2024-06-12,1711.08,1725.29,1708.83,1722.81,188414124,11482174854251,2052370206324540
2024-06-13,1749.84,1756.96,1738.03,1738.18,316502920,18980407687512,2069050264301000
2024-06-14,1742.87,1749.31,1735.13,1741.63,223650279,15227870662642,2173885392432800
2024-06-17,1738.57,1744.34,1730.2,1732.46,187682813,11771655602845,2162838692241325
2024-06-18,1747.15,1754.05,1743.24,1749.27,223618791,13157305174899,2177980099334840
2024-06-19,1764.56,1775.34,1764.21,1771.86,226698562,14370975699540,2207031453203315
2024-06-20,1775.4,1782.93,1770.48,1779.12,204378773,12766369708466,2213116171250895
2024-06-21,1767.76,1770.62,1756.88,1762.18,221928137,14058434567365,2194300325968865
2024-06-24,1753.61,1759.56,1744.35,1749.8,167349867,10766570744632,2177337916873540
2024-06-25,1748.16,1760.89,1748.16,1756.95,173498771,10766029105484,2184824039922060
2024-06-26,1752.13,1769.55,1748.58,1769.3,171037402,10854490174482,2197598635205295
2024-06-27,1751.85,1766.03,1748.66,1766.03,160207141,10036604616080,2192505636338350
2024-06-28,1771.63,1773.8,1762.42,1773.8,168908394,10352599720193,2202953465881720
2024-07-01,1769.82,1778.85,1765.9,1777.55,173400487,9863261271995,2212398031667310
2024-07-02,1773.4,1778.99,1758.47,1760.48,179080170,11541393830616,2191279768088900
2024-07-03,1770.0,1774.2,1757.54,1773.31,217598232,12636382547210,2207340537611510
2024-07-04,1789.23,1797.26,1786.16,1797.26,247760064,15689858696212,2233354965194420
2024-07-05,1806.17,1833.2,1806.17,1830.18,234822944,15539418326191,2267181417884560
2024-07-08,1831.37,1837.16,1825.65,1827.89,193305547,11567409375443,2264734830700230
2024-07-09,1837.04,1838.55,1822.87,1833.46,203311204,12038505509817,2272071559100580
2024-07-10,1829.66,1833.84,1824.82,1831.9,193411874,11924640533892,2270800871164690
2024-07-11,1846.28,1852.02,1835.22,1842.54,227954498,14182795194400,2287337383805270
2024-07-12,1823.98,1827.9,1807.14,1815.67,227152180,14663798209159,2255653651672030
2024-07-15,1823.68,1829.06,1811.52,1822.67,202466156,12124110960248,2258479944011780
2024-07-16,1822.39,1830.75,1819.22,1825.98,206688799,12785899331447,2259168804593250
2024-07-17,1824.64,1826.92,1805.68,1807.01,249679387,13749792072355,2237773403953050
2024-07-18,1778.44,1795.68,1775.68,1795.68,299921210,15326903484910,2223794306006710
2024-07-19,1778.34,1781.58,1762.3,1775.64,168490066,9843736320755,2204430557240255
2024-07-22,1773.27,1776.18,1746.02,1753.59,168154075,10542521423494,2175009259776280
2024-07-23,1771.95,1777.56,1756.59,1762.05,185312190,11746187631463,2183528905739080
2024-07-24,1748.34,1765.2,1743.01,1750.29,169432063,11034432292947,2172458354791660
2024-07-25,1723.29,1727.63,1712.33,1715.19,198189304,14194259810119,2133163848771690
2024-07-26,1725.19,1732.7,1717.04,1727.52,226379366,12628224288378,2147528562694875
2024-07-29,1739.52,1755.61,1735.42,1748.88,175940217,10192773748769,2175014986144420
2024-07-30,1733.92,1739.5,1726.41,1733.08,171851650,10194392678056,2156480088743725
2024-07-31,1737.51,1756.52,1728.64,1756.52,187827082,11824348355121,2180285532431710
2024-08-01,1771.25,1775.1,1757.76,1758.74,168791399,10944662811064,2186466960034990
2024-08-02,1718.3,1723.21,1681.37,1686.78,205814984,12911523110916,2108913490309625
2024-08-05,1642.0,1642.0,1496.53,1530.44,334168440,18891322517235,1920043081106820
2024-08-06,1594.01,1620.12,1562.58,1581.09,260452369,16034635590996,1988260353584635
2024-08-07,1577.23,1631.38,1573.56,1614.56,209243070,13551296252307,2024687888950030
2024-08-08,1587.39,1614.23,1579.69,1603.35,205621074,11674662163180,2013761034798560
2024-08-09,1637.09,1637.38,1619.26,1627.57,168222592,9981512373437,2040542462966275
2024-08-12,1637.16,1651.39,1635.79,1646.24,139672269,7826750388682,2063564013169130
2024-08-13,1651.78,1659.37,1639.39,1651.03,170105619,9069165715300,2066160248512020
2024-08-14,1670.62,1674.8,1660.61,1667.67,150646041,8832956932548,2086087425098560
2024-08-16,1704.08,1709.04,1695.32,1707.95,172169052,11217530133736,2130429231727565
2024-08-19,1707.99,1708.12,1684.33,1690.88,159694396,8887312910692,2110257704033790
2024-08-20,1709.02,1713.99,1700.98,1707.21,164154325,8828397771558,2127351414983380
2024-08-21,1698.37,1705.63,1694.39,1701.98,152565685,9687894885109,2129669180530390
2024-08-22,1708.94,1709.62,1693.68,1705.1,141023188,8818718153978,2135512095807485
2024-08-23,1693.51,1708.94,1692.28,1700.94,133819039,8877151631393,2130962835789375
2024-08-26,1710.6,1712.11,1688.18,1693.06,148489350,9283730217121,2126553816233920
2024-08-27,1690.97,1691.82,1679.96,1684.14,125193624,8368961470319,2118182618254995
2024-08-28,1685.48,1688.21,1673.64,1687.47,160012263,11307250623886,2119977788348745
2024-08-29,1661.96,1671.36,1655.97,1664.67,176921789,12407842850796,2098923971810670
2024-08-30,1673.92,1681.48,1669.97,1673.02,180674310,11123058363707,2109492642675650
2024-09-02,1677.6,1680.36,1659.49,1676.52,144097439,9625062446712,2116846300123210
2024-09-03,1676.12,1684.41,1660.04,1660.04,142272505,9253268982775,2100272548410130
2024-09-04,1610.63,1623.43,1600.75,1602.67,181112475,11305285967548,2031333476855585
2024-09-05,1613.6,1623.71,1588.84,1598.13,179297142,10410861122328,2025558711764480
2024-09-06,1599.09,1599.62,1569.22,1578.99,144717382,9002911657960,1998607407125755
2024-09-09,1548.88,1576.85,1543.92,1571.0,126752420,7830041195221,1992043229442700
2024-09-10,1573.93,1576.5,1561.09,1561.72,133241040,8565878784669,1980530276767650
2024-09-11,1560.75,1562.15,1537.9,1550.93,156463986,9714945570246,1974138123162590
2024-09-12,1575.73,1589.8,1569.2,1589.64,178769370,11451917039475,2022123811462765
2024-09-13,1588.61,1596.24,1581.15,1589.46,128553844,8128929780323,2024322149589345
2024-09-19,1599.0,1601.71,1568.02,1589.5,187138676,13195443516682,2030162878784440
2024-09-20,1605.93,1615.42,1596.82,1597.87,210145734,14127305627914,2041220839555075
2024-09-23,1599.56,1605.99,1594.07,1604.46,146112863,9387849754496,2050389738938730
2024-09-24,1611.02,1624.02,1601.85,1624.02,156691941,10845433300214,2077465834638105
2024-09-25,1636.81,1643.49,1599.68,1599.68,190818922,11706220827464,2046649602331580
2024-09-26,1626.45,1654.1,1625.4,1654.1,171157241,11906927658944,2108970002791320
2024-09-27,1655.62,1663.36,1641.87,1641.87,172051398,11152554188327,2090781762149640
2024-09-30,1650.54,1652.41,1600.57,1600.57,167600416,10864081058202,2046466003739305
2024-10-02,1582.31,1603.36,1577.23,1584.65,156554095,9670182276937,2025275866766340
2024-10-04,1586.53,1602.89,1581.79,1591.08,152246946,10123311199051,2033358970635180
2024-10-07,1596.45,1618.68,1585.48,1616.92,169942970,10534232614470,2066440971726920
2024-10-08,1604.56,1610.09,1596.83,1603.17,150931073,9741195954400,2054169957323540
2024-10-10,1615.69,1616.59,1604.71,1606.49,204353505,13713128829531,2055850904056545
2024-10-11,1615.96,1622.18,1605.07,1606.37,157811703,10282043509499,2053156924466965
2024-10-14,1610.39,1627.08,1610.39,1623.33,141948055,8826947161721,2071531173407095
2024-10-15,1629.68,1631.65,1618.73,1629.98,158381122,10401495375617,2079884040258630
2024-10-16,1608.67,1619.83,1604.83,1611.74,160156277,9829127509353,2059183044976490
2024-10-17,1618.85,1620.37,1607.43,1613.44,172546263,9775751852873,2057765961704380
2024-10-18,1617.09,1619.85,1597.64,1601.45,133913924,8703974000089,2043784347604300
2024-10-21,1605.2,1616.66,1599.62,1608.39,124201985,7920666135741,2054510226998190
2024-10-22,1606.39,1608.7,1583.23,1584.97,154088105,9174875832150,2023837313698670
2024-10-23,1586.87,1610.72,1579.92,1604.36,157570689,9614342438861,2048540268112935
2024-10-24,1596.98,1602.6,1586.95,1587.78,148201875,9540960385251,2031783067479750
2024-10-25,1598.06,1606.76,1584.21,1588.99,155489432,9813739968048,2033222265578855
2024-10-28,1592.8,1609.78,1591.48,1608.69,144631239,8854090780433,2059352127875390
2024-10-29,1605.65,1613.79,1596.48,1613.79,164702388,9276226619586,2063892218143610
2024-10-30,1606.37,1611.53,1593.39,1598.09,152270934,8565588786856,2042835309849515
2024-10-31,1585.31,1591.33,1571.4,1575.04,189589172,10998721420100,2014215927339600
2024-11-01,1565.87,1575.6,1561.42,1564.13,137785883,8112417058228,2000746609394510
2024-11-04,1568.24,1596.55,1565.57,1596.55,141546144,9117315505561,2044335761050480
2024-11-05,1583.86,1593.43,1579.8,1586.54,149123555,7820734684239,2033083196257780
2024-11-06,1596.78,1598.06,1567.19,1581.01,189457634,11243239008741,2019498997083895
2024-11-07,1576.9,1589.69,1565.11,1578.97,207008374,10856353086120,2016392630910130
2024-11-08,1593.19,1597.58,1572.75,1577.19,175679740,10720078103688,2016905428987620
2024-11-11,1573.09,1573.09,1548.52,1552.74,214851394,11125420557051,1991724125169255
2024-11-12,1548.64,1551.11,1518.38,1519.44,216841402,11815451817162,1953736107630625
2024-11-13,1511.07,1519.57,1478.14,1479.18,208906105,11204891277307,1902959133200945
2024-11-14,1486.48,1494.69,1470.42,1473.42,256072983,13466133777728,1901855873655220
2024-11-15,1473.77,1495.32,1464.35,1485.53,222824944,12166310599476,1899703078275195
2024-11-18,1502.65,1530.2,1499.08,1519.88,215474525,11963998932867,1940787673084825
2024-11-19,1518.84,1524.94,1512.04,1516.4,183180263,10193925415748,1940407906751475
2024-11-20,1520.3,1527.23,1514.64,1519.32,141480537,8252643464140,1953476533363465
2024-11-21,1513.87,1532.41,1512.25,1521.44,156141067,9976274656812,1953441012347665
2024-11-22,1529.13,1541.42,1527.07,1531.62,147568095,9086048667161,1967465621602185
2024-11-25,1547.4,1558.78,1541.49,1554.78,258245899,14241381201203,1997505365108955
2024-11-26,1547.03,1552.67,1542.67,1547.88,167590095,9186207390666,1983483396828760
2024-11-27,1544.99,1548.23,1530.42,1533.72,155449713,9046268583418,1969599013816990
2024-11-28,1531.73,1538.31,1527.99,1530.21,127232848,7757752429652,1971414709409400
2024-11-29,1524.83,1525.29,1493.63,1501.0,163304430,9166233434822,1929993849939510
2024-12-02,1515.23,1517.59,1497.15,1500.91,146674529,8174635915193,1931472090882075
2024-12-03,1510.93,1531.75,1510.93,1530.56,184012076,9851835080999,1968760922499490
2024-12-04,1498.22,1520.09,1495.52,1507.57,264222677,13152744628594,1938880062722960
2024-12-05,1512.0,1512.0,1490.18,1495.03,183116205,9802026285336,1922211974283560
2024-12-06,1500.56,1504.44,1464.09,1486.39,201355746,10684487940347,1911933194335325
2024-12-09,1463.55,1469.86,1444.85,1445.75,189305450,10016755974547,1857993102288020
2024-12-10,1462.17,1482.92,1461.94,1481.43,173839271,9401917712417,1904401503960985
2024-12-11,1475.77,1495.56,1475.09,1494.82,137413031,7428741806332,1920147851301980
2024-12-12,1504.24,1522.91,1498.42,1517.38,218351328,12239148434972,1951772166164335
2024-12-13,1513.83,1530.92,1511.29,1525.12,172583441,9292136052648,1974826547574960
2024-12-16,1536.86,1539.85,1517.26,1521.9,157366887,8408873831373,1970227167885655
2024-12-17,1520.32,1520.91,1500.12,1501.66,175961437,9300747894727,1942157944738770
2024-12-18,1504.9,1526.49,1504.3,1520.87,135415486,8761019928640,1964078453943540
2024-12-19,1482.41,1496.33,1480.85,1486.81,138793892,8259678081626,1922767202835965
2024-12-20,1482.8,1484.72,1456.15,1466.65,159592673,8662749504273,1895273848130295
2024-12-23,1479.45,1493.74,1473.14,1488.25,139931636,7315083320053,1924979437971325
2024-12-24,1494.37,1496.11,1483.84,1491.16,125056309,7036680061027,1925359111533880
2024-12-26,1496.67,1496.67,1481.97,1482.35,132118389,7256822266281,1916630439051220
2024-12-27,1477.18,1482.06,1460.99,1470.96,125893397,7005617037822,1896023341622990
2024-12-30,1466.13,1487.13,1461.34,1468.46,98900345,5685954431595,1894908878052125
2025-01-02,1467.62,1474.71,1459.38,1467.98,122722653,7213029252153,1894291559985810
2025-01-03,1470.58,1508.1,1469.71,1499.45,165520114,9965006663525,1933912703987620
2025-01-06,1507.43,1534.2,1503.7,1533.48,160723716,9548575465927,1972443775051740
2025-01-07,1550.23,1555.44,1531.38,1531.38,187250207,10721213641455,1975021964606965
2025-01-08,1522.16,1552.93,1522.16,1548.73,198994109,10983235098752,1997955057859425
2025-01-09,1553.32,1562.1,1547.04,1551.47,193079609,12241670326464,2000718417125740
2025-01-10,1555.9,1560.62,1541.41,1546.15,178473937,9825405133709,1992711242914315
2025-01-13,1538.95,1544.6,1522.65,1525.72,148524197,8266292418235,1969988355133515
2025-01-14,1531.75,1534.64,1520.08,1530.13,149082976,8633753496206,1978769752625230
2025-01-15,1540.32,1549.64,1526.57,1529.87,197474356,9150702114457,1977102638986700
2025-01-16,1552.03,1556.94,1548.37,1552.77,193923268,9865879291894,2003828070517480
2025-01-17,1548.13,1554.27,1542.2,1550.33,194300447,10445782660303,2000284600811830
2025-01-20,1556.23,1558.45,1544.28,1546.47,185523503,8984430283844,1998734638283835
2025-01-21,1555.81,1567.92,1541.0,1548.41,229253810,10104420064423,1995971595353740
2025-01-22,1559.97,1571.81,1552.96,1568.49,235680413,11754403203720,2020593799390725
2025-01-23,1563.21,1564.17,1549.54,1549.54,211695806,10612370801361,1996757976492355
2025-01-24,1556.94,1566.62,1552.56,1560.88,181526162,10213885440450,2014200616069795
2025-01-31,1558.4,1561.89,1532.04,1546.44,222836035,14161452947842,2000657352185205
2025-02-03,1514.62,1515.98,1493.33,1503.13,211386097,12137321059537,1946171721711015
2025-02-04,1522.9,1542.77,1517.82,1524.46,200690587,12247335074539,1970173161877740
2025-02-05,1539.82,1547.35,1535.31,1542.64,177585956,10806164445795,1994294161229450
2025-02-06,1551.71,1562.21,1546.58,1562.21,221552345,13062599436211,2017649994470885
2025-02-07,1559.33,1562.55,1549.76,1551.77,213421404,11086436996173,2006730650623005
2025-02-10,1543.15,1559.02,1535.81,1555.11,211067715,11821860616903,2007327998351405
2025-02-11,1561.63,1570.96,1556.24,1563.59,201414640,12320428248671,2020565809085995
2025-02-12,1559.58,1567.63,1553.05,1565.82,272268505,14395417051843,2027613004832910
2025-02-13,1572.26,1582.7,1569.48,1582.61,334201362,17136072255052,2055129230794800
2025-02-14,1586.92,1597.67,1584.54,1592.06,326524332,15553998136335,2063821542513000
2025-02-17,1594.88,1605.28,1592.34,1604.11,234214768,12264483740493,2079980176939730
2025-02-18,1606.73,1618.01,1600.88,1616.42,249745225,13804626470688,2093674716968105
2025-02-19,1621.47,1651.02,1621.47,1645.38,357730479,16606574515440,2129629141197695
2025-02-20,1640.07,1645.08,1627.31,1633.14,301224088,15510936295467,2114480400591505
2025-02-21,1633.17,1635.43,1622.62,1634.22,238503447,12360389341373,2115654917568595
2025-02-24,1619.89,1625.82,1613.12,1625.82,250676610,11096624979668,2108529400931045
2025-02-25,1606.94,1623.38,1606.22,1615.33,256084546,11425274283560,2095637608057685
2025-02-26,1614.77,1628.32,1609.09,1623.06,258026223,12324658260259,2103919482136400
2025-02-27,1620.4,1622.46,1605.5,1611.83,228721571,12159287998572,2090577857826105
2025-02-28,1586.88,1588.72,1552.94,1553.54,318406775,16647693249299,2014489151020000
2025-03-04,1545.38,1562.1,1540.0,1551.68,234626481,13214343542659,2010334257834480
2025-03-05,1565.21,1574.16,1554.66,1566.62,239294213,12437333850272,2032339152639360
2025-03-06,1576.05,1581.56,1568.93,1575.95,227361086,11972209799732,2038685154389850
2025-03-07,1560.28,1574.6,1554.1,1567.0,252299446,12438593560309,2027902354720720
2025-03-10,1560.76,1575.57,1557.74,1567.88,187315972,10021674366173,2032577068495125
2025-03-11,1534.25,1556.72,1527.56,1550.47,241218512,11527282052304,2006933838042500
2025-03-12,1559.9,1580.77,1553.83,1576.64,260711420,12649182946414,2037962249693300
2025-03-13,1592.58,1594.68,1568.14,1577.32,241542240,13734349603427,2035386938763280
2025-03-14,1572.51,1583.23,1571.31,1576.94,180088610,10252731586575,2030990864342765
2025-03-17,1592.1,1611.71,1592.1,1611.71,226407974,12624420911100,2069195873776965
2025-03-18,1624.12,1629.62,1606.76,1610.86,236023822,12708379777754,2070016659140385
2025-03-19,1610.43,1631.52,1610.23,1621.0,229080762,11883670100394,2080543515785080
2025-03-20,1634.35,1636.33,1622.51,1628.17,248449040,13618225862054,2084744858997780
2025-03-21,1628.64,1634.12,1617.91,1632.67,277714406,15485986516297,2087883501662235
2025-03-24,1626.99,1636.78,1622.23,1624.65,113997065,6640958080099,2078829321126750
2025-03-25,1638.27,1639.88,1611.73,1613.39,139271630,7861616151882,2064700120586795
2025-03-26,1621.21,1633.47,1614.68,1630.93,116611133,7057379075400,2087718584076380
2025-03-27,1614.34,1624.97,1606.06,1608.9,116493744,7044099252822,2057768930387395
2025-03-28,1598.3,1599.28,1569.96,1575.34,107793888,6491625743924,2017461919227885
2025-03-31,1547.46,1548.25,1526.03,1526.8,142304438,8485788174098,1954957408734630
2025-04-01,1547.12,1561.98,1536.51,1555.31,120994510,6845598919938,1989016291036825
2025-04-02,1558.1,1562.46,1541.83,1544.95,121547595,6922411094021,1975186118929180
2025-04-03,1499.17,1531.19,1499.17,1530.91,127265658,7696969691043,1960556469816925
2025-04-04,1505.85,1544.05,1494.92,1513.71,170846122,10379241074550,1944036451982025
2025-04-07,1445.01,1452.84,1424.67,1425.27,173099671,9748913766530,1832293803008910
2025-04-08,1460.48,1461.99,1425.91,1429.48,148542564,8667698936789,1837770526651315
2025-04-09,1424.79,1432.64,1396.88,1402.74,150428168,8722676389391,1804316762485015
2025-04-10,1468.06,1497.45,1466.05,1497.45,172388615,10765877080077,1927067130194995
2025-04-11,1468.44,1490.15,1465.26,1488.76,131536084,7871706715055,1918395432527920
2025-04-14,1503.11,1511.18,1499.2,1503.66,107463014,6439447817873,1937232764197395
2025-04-15,1509.01,1519.64,1507.34,1515.5,98637218,5735041106229,1951441061108045
2025-04-16,1509.94,1512.26,1489.46,1492.54,106956336,6194065064869,1926174895244805
2025-04-17,1495.12,1509.4,1492.61,1507.33,102005795,5895533655849,1946267766506130
2025-04-18,1508.54,1519.55,1504.96,1517.48,92593878,5196650393460,1956799846939000
2025-04-21,1518.68,1528.83,1514.34,1520.3,85761327,4499534780530,1959506758721305
2025-04-22,1514.35,1523.85,1511.09,1517.4,102930436,5639311862006,1957474116022535
2025-04-23,1539.81,1543.79,1532.14,1542.78,115282002,6900102064858,1990828085825970
2025-04-24,1542.34,1546.17,1532.01,1541.81,113874869,6689918092466,1988574826777160
2025-04-25,1555.36,1561.5,1549.52,1555.29,164385771,8608562562238,2007291008600840
2025-04-28,1556.95,1560.78,1549.54,1554.04,157952604,7678756120402,2006423341619735
2025-04-29,1556.51,1570.3,1552.18,1564.05,152183941,8487051111618,2019445388254185
2025-04-30,1562.02,1568.66,1551.3,1560.27,141630044,7884048666832,2010552793329865
2025-05-02,1559.67,1567.45,1549.44,1562.42,129808079,7450076957059,2015003385142315
2025-05-07,1572.67,1576.82,1561.92,1571.81,144592315,8450263833011,2023535623078385
2025-05-08,1577.48,1582.45,1572.89,1573.58,168343453,10386867609541,2028305486553825
2025-05-09,1579.43,1580.75,1568.43,1572.19,123037831,7466239594176,2024760374641440
2025-05-12,1582.39,1595.92,1578.01,1595.92,156347841,8565249698937,2047722222041675
2025-05-13,1595.23,1607.8,1594.39,1598.57,152518794,8848429825908,2053202326970630
2025-05-14,1609.82,1622.85,1605.76,1618.8,163115755,9128109045247,2078241425055125
2025-05-15,1614.28,1621.44,1604.17,1606.53,124670710,7183885313450,2063586170839700
2025-05-16,1612.84,1614.67,1605.85,1610.26,142874187,8075131194540,2066324412491025
2025-05-19,1600.93,1602.91,1584.76,1591.96,124520436,6631378274496,2045797682174310
2025-05-20,1605.45,1608.23,1591.0,1593.61,136932287,7486797756433,2042591622448050
2025-05-21,1603.7,1612.56,1601.8,1604.96,128874939,7158933839052,2060875569352930
2025-05-22,1597.14,1598.56,1580.39,1584.91,138663160,7967453612844,2034579903007210
2025-05-23,1592.23,1593.61,1584.5,1586.66,132384028,6951071373541,2032096871816230
2025-05-26,1590.56,1617.34,1588.11,1617.34,144234269,7763144188180,2074638364704215
2025-05-27,1608.83,1616.31,1606.0,1614.77,154337895,7796413038698,2069770014115985
2025-05-28,1622.96,1650.1,1619.35,1636.28,198590901,11312132986448,2096061535418190
2025-05-29,1650.7,1667.01,1646.5,1666.1,181597077,10185160958630,2133814523493160
2025-05-30,1660.95,1665.01,1647.18,1650.84,234684612,13912799738141,2114906518655420
2025-06-02,1647.28,1665.92,1643.53,1652.62,146686518,7857356184839,2118077829659985
2025-06-04,1679.71,1696.92,1676.86,1696.67,202067161,11925629353148,2172367601587075
2025-06-05,1708.63,1739.76,1706.96,1725.29,210301351,12921524323754,2204045371109215
2025-06-09,1745.56,1761.91,1744.3,1754.22,222910639,13280563016546,2236580357645140
2025-06-10,1765.34,1771.29,1748.68,1764.0,244906556,13954508365867,2250850437971995
2025-06-11,1775.01,1789.5,1771.93,1788.41,212230370,12801377224987,2281007911964895
2025-06-12,1789.55,1803.28,1787.04,1792.15,263783947,16188840477083,2289987037290960
2025-06-13,1800.9,1802.3,1761.77,1773.14,258841017,16439607416531,2296731634393675
2025-06-16,1778.93,1804.4,1767.72,1803.39,201640531,13051401331153,2336536714183770
2025-06-17,1811.01,1839.44,1794.01,1807.01,275832652,16070063180520,2338498362958665
2025-06-18,1795.56,1827.99,1795.56,1823.2,195648808,13605159971891,2355520983219865
2025-06-19,1835.48,1839.39,1812.53,1826.3,198795763,13067991887504,2359481982765080
2025-06-20,1832.31,1854.56,1825.03,1854.37,271386180,17830350997551,2397373175091015
2025-06-23,1832.85,1851.8,1819.21,1848.24,260000586,16981185365127,2389260965981540
2025-06-24,1880.62,1909.87,1879.82,1908.4,299403538,19239983442680,2462711593460490
2025-06-25,1924.96,1926.42,1897.71,1914.77,275826268,18649958647371,2466642035732450
2025-06-26,1916.19,1919.72,1870.58,1896.79,244202149,16415077787492,2444374948571370
2025-06-27,1895.58,1906.44,1873.61,1883.48,180261313,12839692452385,2424741922389605
2025-06-30,1894.48,1902.04,1884.72,1891.25,179212927,12681094118336,2436666757904085
2025-07-01,1902.19,1927.76,1898.31,1898.49,205973048,14273507481413,2447430326608770
2025-07-02,1895.21,1900.99,1864.18,1891.61,201162147,14204510297299,2437063184864860
2025-07-03,1908.5,1921.75,1898.91,1921.75,211425207,14635987133350,2472837841069095
2025-07-04,1926.54,1928.05,1880.66,1882.4,194508270,13185683856124,2421014447314490
2025-07-07,1873.35,1891.29,1865.41,1885.4,142235996,10042351305199,2425670515961925
2025-07-08,1892.78,1922.27,1889.14,1921.47,188045974,12241329389685,2467881254757680
2025-07-09,1924.07,1930.18,1913.5,1926.12,188027728,11474654804184,2479526266762405
2025-07-10,1933.48,1955.4,1926.43,1955.4,195808265,13366830543101,2519845753604900
2025-07-11,1958.3,1980.21,1949.69,1953.81,184249055,12923895443308,2513994143836975
2025-07-14,1955.07,1972.56,1950.81,1972.38,156382281,10347066160894,2533612839957805
2025-07-15,1966.42,1986.88,1960.59,1986.39,170968440,12049684502867,2549036278487280
2025-07-16,1980.92,1982.45,1963.3,1971.28,158040902,10886169319077,2528061684433705
2025-07-17,1978.23,1978.89,1948.94,1975.74,196085692,15284581754285,2535520130115170
2025-07-18,1981.9,1985.27,1962.7,1974.97,161597085,12212991737496,2535286402323580
2025-07-21,1976.6,1990.55,1975.28,1989.54,155924373,10717551787174,2557551296542615
2025-07-22,1989.1,1996.64,1951.04,1959.86,157088164,11043125673716,2523629303383380
2025-07-23,1971.79,1977.86,1941.79,1969.36,163353224,11083011288337,2536555389596750
2025-07-24,1985.1,2000.0,1965.33,1969.4,179519514,13156772842833,2543591698222640
2025-07-25,1966.74,1978.58,1965.97,1971.76,152292921,9686359167325,2548205254851525
2025-07-28,1990.59,1990.82,1959.4,1981.97,201127161,13415323625612,2561794724292755
2025-07-29,1970.99,1994.15,1954.64,1992.47,175559951,12557332288223,2577214714870110
2025-07-30,1994.98,2019.49,1993.33,2008.87,201410210,13484581420741,2596008556788510
2025-07-31,2020.72,2028.73,1992.22,2004.01,210995395,16344464117172,2589104671484895
2025-08-01,1976.97,1977.3,1920.55,1921.68,184473606,13528889642236,2486120778899075
2025-08-04,1920.05,1948.82,1913.73,1942.1,135944502,9344275261527,2509821563766850
2025-08-05,1968.77,1983.76,1958.52,1973.61,151837953,10989775527689,2551672584610870
2025-08-06,1962.93,1973.51,1957.97,1971.9,148832145,10808166960030,2551435781335805
2025-08-07,1983.32,1990.85,1971.84,1990.85,152194402,10768023065474,2573829706674100
2025-08-08,1987.13,1995.15,1975.89,1983.84,155410984,11443528436411,2562606829462910
2025-08-11,1990.04,1991.5,1977.24,1984.33,151641286,10802275150664,2563226528214320
2025-08-12,1988.09,2009.79,1975.96,1976.37,142197486,10372986423930,2549244716170955
2025-08-13,2001.44,2002.72,1978.83,2001.48,176474826,11038298236755,2580092426616140
