ticker,http_status,toss_supported_now,name,market,listing_status
005500,200,True,삼진제약,KOSPI,ACTIVE
005610,200,True,삼립,KOSPI,ACTIVE
005690,200,True,파미셀,KOSPI,ACTIVE
005830,200,True,DB손해보험,KOSPI,ACTIVE
005850,200,True,에스엘,KOSPI,ACTIVE
005880,200,True,대한해운,KOSPI,ACTIVE
005930,200,True,삼성전자,KOSPI,ACTIVE
005940,200,True,NH투자증권,KOSPI,ACTIVE
005950,200,True,이수화학,KOSPI,ACTIVE
006040,200,True,동원산업,KOSPI,ACTIVE
006060,200,True,화승인더,KOSPI,ACTIVE
006110,200,True,삼아알미늄,KOSPI,ACTIVE
006120,200,True,SK디스커버리,KOSPI,ACTIVE
006260,200,True,LS,KOSPI,ACTIVE
006280,200,True,녹십자,KOSPI,ACTIVE
006360,200,True,GS건설,KOSPI,ACTIVE
006400,200,True,삼성SDI,KOSPI,ACTIVE
006650,200,True,대한유화,KOSPI,ACTIVE
006730,200,True,서부T&D,KOSDAQ,ACTIVE
006800,200,True,미래에셋증권,KOSPI,ACTIVE
006840,200,True,AK홀딩스,KOSPI,ACTIVE
007070,200,True,GS리테일,KOSPI,ACTIVE
007310,200,True,오뚜기,KOSPI,ACTIVE
007340,200,True,DN오토모티브,KOSPI,ACTIVE
007390,200,True,네이처셀,KOSDAQ,ACTIVE
007460,200,True,에이프로젠,KOSPI,ACTIVE
007570,200,True,일양약품,KOSPI,ACTIVE
007660,200,True,이수페타시스,KOSPI,ACTIVE
007700,200,True,F&F홀딩스,KOSPI,ACTIVE
007810,200,True,코리아써키트,KOSPI,ACTIVE
008060,200,True,대덕,KOSPI,ACTIVE
008350,200,True,남선알미늄,KOSPI,ACTIVE
008560,200,True,,,
008730,200,True,율촌화학,KOSPI,ACTIVE
008770,200,True,호텔신라,KOSPI,ACTIVE
008930,200,True,한미사이언스,KOSPI,ACTIVE
009150,200,True,삼성전기,KOSPI,ACTIVE
009240,200,True,한샘,KOSPI,ACTIVE
009290,200,True,광동제약,KOSPI,ACTIVE
009410,200,True,태영건설,KOSPI,ACTIVE
009420,200,True,한올바이오파마,KOSPI,ACTIVE
009450,200,True,경동나비엔,KOSPI,ACTIVE
009520,200,True,포스코엠텍,KOSDAQ,ACTIVE
009540,200,True,HD한국조선해양,KOSPI,ACTIVE
009830,200,True,한화솔루션,KOSPI,ACTIVE
009900,200,True,명신산업,KOSPI,ACTIVE
009970,200,True,영원무역홀딩스,KOSPI,ACTIVE
010060,200,True,OCI홀딩스,KOSPI,ACTIVE
010120,200,True,LS ELECTRIC,KOSPI,ACTIVE
010130,200,True,고려아연,KOSPI,ACTIVE
010140,200,True,삼성중공업,KOSPI,ACTIVE
010620,200,True,,,
010780,200,True,아이에스동서,KOSPI,ACTIVE
010950,200,True,S-Oil,KOSPI,ACTIVE
011000,200,True,진원생명과학,KOSPI,ACTIVE
011070,200,True,LG이노텍,KOSPI,ACTIVE
011170,200,True,롯데케미칼,KOSPI,ACTIVE
011200,200,True,HMM,KOSPI,ACTIVE
011210,200,True,현대위아,KOSPI,ACTIVE
011780,200,True,금호석유화학,KOSPI,ACTIVE
011790,200,True,SKC,KOSPI,ACTIVE
011930,200,True,신성이엔지,KOSPI,ACTIVE
012330,200,True,현대모비스,KOSPI,ACTIVE
012450,200,True,한화에어로스페이스,KOSPI,ACTIVE
012510,200,True,,,
012630,200,True,HDC,KOSPI,ACTIVE
0126Z0,200,True,삼성에피스홀딩스,KOSPI,ACTIVE
012750,200,True,에스원,KOSPI,ACTIVE
013890,200,True,지누스,KOSPI,ACTIVE
014680,200,True,한솔케미칼,KOSPI,ACTIVE
014820,200,True,동원시스템즈,KOSPI,ACTIVE
014830,200,True,유니드,KOSPI,ACTIVE
015750,200,True,성우하이텍,KOSDAQ,ACTIVE
015760,200,True,한국전력,KOSPI,ACTIVE
016170,200,True,,,
016360,200,True,삼성증권,KOSPI,ACTIVE
016380,200,True,KG스틸,KOSPI,ACTIVE
016710,200,True,대성홀딩스,KOSPI,ACTIVE
016790,200,True,현대사료,KOSDAQ,ACTIVE
017390,200,True,서울가스,KOSPI,ACTIVE
017670,200,True,SK텔레콤,KOSPI,ACTIVE
017800,200,True,현대엘리베이터,KOSPI,ACTIVE
017810,200,True,풀무원,KOSPI,ACTIVE
017960,200,True,한국카본,KOSPI,ACTIVE
018250,200,True,애경산업,KOSPI,ACTIVE
018260,200,True,삼성에스디에스,KOSPI,ACTIVE
018290,200,True,브이티,KOSDAQ,ACTIVE
018670,200,True,SK가스,KOSPI,ACTIVE
018880,200,True,한온시스템,KOSPI,ACTIVE
019170,200,True,신풍제약,KOSPI,ACTIVE
019680,200,True,대교,KOSPI,ACTIVE
020000,200,True,한섬,KOSPI,ACTIVE
020150,200,True,롯데에너지머티리얼즈,KOSPI,ACTIVE
020560,200,True,아시아나항공,KOSPI,ACTIVE
021240,200,True,코웨이,KOSPI,ACTIVE
0220W0,200,True,한화머시너리앤서비스홀딩스,KOSPI,ACTIVE
022100,200,True,포스코DX,KOSPI,ACTIVE
023530,200,True,롯데쇼핑,KOSPI,ACTIVE
023590,200,True,다우기술,KOSPI,ACTIVE
024110,200,True,기업은행,KOSPI,ACTIVE
024720,200,True,콜마홀딩스,KOSPI,ACTIVE
025320,200,True,시노펙스,KOSDAQ,ACTIVE
025540,200,True,한국단자,KOSPI,ACTIVE
025860,200,True,남해화학,KOSPI,ACTIVE
025900,200,True,동화기업,KOSDAQ,ACTIVE
025980,200,True,아난티,KOSDAQ,ACTIVE
026890,200,True,스틱인베스트먼트,KOSPI,ACTIVE
026960,200,True,동서,KOSPI,ACTIVE
027410,200,True,BGF,KOSPI,ACTIVE
028050,200,True,삼성E&A,KOSPI,ACTIVE
028150,200,True,,,
028260,200,True,삼성물산,KOSPI,ACTIVE
028300,200,True,HLB,KOSDAQ,ACTIVE
028670,200,True,팬오션,KOSPI,ACTIVE
029460,200,True,케이씨,KOSPI,ACTIVE
029780,200,True,삼성카드,KOSPI,ACTIVE
029960,200,True,,,
030000,200,True,제일기획,KOSPI,ACTIVE
030190,200,True,NICE평가정보,KOSPI,ACTIVE
030200,200,True,KT,KOSPI,ACTIVE
030530,200,True,원익홀딩스,KOSDAQ,ACTIVE
030610,200,True,교보증권,KOSPI,ACTIVE
031210,200,True,서울보증보험,KOSPI,ACTIVE
031390,200,True,,,
031430,200,True,신세계인터내셔날,KOSPI,ACTIVE
031440,200,True,,,
031980,200,True,피에스케이홀딩스,KOSDAQ,ACTIVE
032190,200,True,다우데이타,KOSDAQ,ACTIVE
032350,200,True,롯데관광개발,KOSPI,ACTIVE
032500,200,True,케이엠더블유,KOSDAQ,ACTIVE
032640,200,True,LG유플러스,KOSPI,ACTIVE
032820,200,True,우리기술,KOSDAQ,ACTIVE
032830,200,True,삼성생명,KOSPI,ACTIVE
033100,200,True,제룡전기,KOSDAQ,ACTIVE
033180,200,True,,,
033270,200,True,유나이티드제약,KOSPI,ACTIVE
033290,200,True,로젠,KOSDAQ,ACTIVE
033640,200,True,네패스,KOSDAQ,ACTIVE
033660,200,True,,,
033780,200,True,KT&G,KOSPI,ACTIVE
033920,200,True,무학,KOSPI,ACTIVE
034020,200,True,두산에너빌리티,KOSPI,ACTIVE
034120,200,True,SBS,KOSPI,ACTIVE
034220,200,True,LG디스플레이,KOSPI,ACTIVE
034230,200,True,파라다이스,KOSPI,ACTIVE
034310,200,True,NICE,KOSPI,ACTIVE
034730,200,True,SK,KOSPI,ACTIVE
034830,200,True,한국토지신탁,KOSPI,ACTIVE
035250,200,True,강원랜드,KOSPI,ACTIVE
035420,200,True,NAVER,KOSPI,ACTIVE
035600,200,True,KG이니시스,KOSDAQ,ACTIVE
035720,200,True,카카오,KOSPI,ACTIVE
035760,200,True,CJ ENM,KOSDAQ,ACTIVE
035900,200,True,JYP Ent.,KOSDAQ,ACTIVE
036420,200,True,콘텐트리중앙,KOSPI,ACTIVE
036460,200,True,한국가스공사,KOSPI,ACTIVE
036490,200,True,,,
036540,200,True,SFA반도체,KOSDAQ,ACTIVE
036570,200,True,NC,KOSPI,ACTIVE
036580,200,True,팜스코,KOSPI,ACTIVE
036830,200,True,솔브레인홀딩스,KOSDAQ,ACTIVE
036930,200,True,주성엔지니어링,KOSDAQ,ACTIVE
037560,200,True,LG헬로비전,KOSPI,ACTIVE
038500,200,True,삼표시멘트,KOSDAQ,ACTIVE
038540,200,True,상상인,KOSDAQ,ACTIVE
039030,200,True,이오테크닉스,KOSDAQ,ACTIVE
039130,200,True,하나투어,KOSPI,ACTIVE
039200,200,True,오스코텍,KOSDAQ,ACTIVE
039490,200,True,키움증권,KOSPI,ACTIVE
039840,200,True,디오,KOSDAQ,ACTIVE
041510,200,True,에스엠,KOSDAQ,ACTIVE
041960,200,True,코미팜,KOSDAQ,ACTIVE
042000,200,True,카페24,KOSDAQ,ACTIVE
042660,200,True,한화오션,KOSPI,ACTIVE
042670,200,True,,,
042700,200,True,한미반도체,KOSPI,ACTIVE
043150,200,True,바텍,KOSDAQ,ACTIVE
043260,200,True,성호전자,KOSDAQ,ACTIVE
044490,200,True,태웅,KOSDAQ,ACTIVE
045390,200,True,대아티아이,KOSDAQ,ACTIVE
046890,200,True,서울반도체,KOSDAQ,ACTIVE
047040,200,True,대우건설,KOSPI,ACTIVE
047050,200,True,포스코인터내셔널,KOSPI,ACTIVE
047810,200,True,한국항공우주,KOSPI,ACTIVE
048260,200,True,,,
048410,200,True,현대바이오,KOSDAQ,ACTIVE
048530,200,True,인트론바이오,KOSDAQ,ACTIVE
049770,200,True,,,
049950,200,True,미래컴퍼니,KOSDAQ,ACTIVE
051370,200,True,인터플렉스,KOSDAQ,ACTIVE
051500,200,True,CJ프레시웨이,KOSDAQ,ACTIVE
051600,200,True,한전KPS,KOSPI,ACTIVE
051900,200,True,LG생활건강,KOSPI,ACTIVE
051910,200,True,LG화학,KOSPI,ACTIVE
052020,200,True,에스티큐브,KOSDAQ,ACTIVE
052690,200,True,한전기술,KOSPI,ACTIVE
053030,200,True,바이넥스,KOSDAQ,ACTIVE
053210,200,True,스카이라이프,KOSPI,ACTIVE
053800,200,True,안랩,KOSDAQ,ACTIVE
055550,200,True,신한지주,KOSPI,ACTIVE
056190,200,True,SFA,KOSDAQ,ACTIVE
057050,200,True,,,
058470,200,True,리노공업,KOSDAQ,ACTIVE
058610,200,True,에스피지,KOSDAQ,ACTIVE
058820,200,True,CMG제약,KOSDAQ,ACTIVE
058970,200,True,엠로,KOSDAQ,ACTIVE
060250,200,True,NHN KCP,KOSDAQ,ACTIVE
060370,200,True,LS마린솔루션,KOSDAQ,ACTIVE
060720,200,True,KH바텍,KOSDAQ,ACTIVE
060980,200,True,HL홀딩스,KOSPI,ACTIVE
062040,200,True,산일전기,KOSPI,ACTIVE
064350,200,True,현대로템,KOSPI,ACTIVE
064400,200,True,LG씨엔에스,KOSPI,ACTIVE
064550,200,True,바이오니아,KOSDAQ,ACTIVE
064760,200,True,티씨케이,KOSDAQ,ACTIVE
064960,200,True,SNT모티브,KOSPI,ACTIVE
065350,200,True,신성델타테크,KOSDAQ,ACTIVE
065620,200,True,,,
065660,200,True,안트로젠,KOSDAQ,ACTIVE
066570,200,True,LG전자,KOSPI,ACTIVE
066970,200,True,엘앤에프,KOSPI,ACTIVE
067160,200,True,SOOP,KOSDAQ,ACTIVE
067310,200,True,하나마이크론,KOSDAQ,ACTIVE
067630,200,True,HLB생명과학,KOSDAQ,ACTIVE
068270,200,True,셀트리온,KOSPI,ACTIVE
068760,200,True,셀트리온제약,KOSDAQ,ACTIVE
069080,200,True,웹젠,KOSDAQ,ACTIVE
069260,200,True,TKG휴켐스,KOSPI,ACTIVE
069620,200,True,대웅제약,KOSPI,ACTIVE
069960,200,True,현대백화점,KOSPI,ACTIVE
070960,200,True,모나용평,KOSPI,ACTIVE
071050,200,True,한국금융지주,KOSPI,ACTIVE
071320,200,True,지역난방공사,KOSPI,ACTIVE
071840,200,True,롯데하이마트,KOSPI,ACTIVE
071970,200,True,HD현대마린엔진,KOSPI,ACTIVE
073070,200,True,,,
073240,200,True,금호타이어,KOSPI,ACTIVE
074600,200,True,원익QnC,KOSDAQ,ACTIVE
075580,200,True,세진중공업,KOSPI,ACTIVE
077970,200,True,STX엔진,KOSPI,ACTIVE
078070,200,True,유비쿼스홀딩스,KOSDAQ,ACTIVE
078130,200,True,국일제지,KOSDAQ,ACTIVE
078160,200,True,메디포스트,KOSDAQ,ACTIVE
078340,200,True,컴투스,KOSDAQ,ACTIVE
078600,200,True,대주전자재료,KOSDAQ,ACTIVE
078930,200,True,GS,KOSPI,ACTIVE
079160,200,True,CJ CGV,KOSPI,ACTIVE
079440,200,True,,,
079550,200,True,LIG디펜스앤에어로스페이스,KOSPI,ACTIVE
080160,200,True,모두투어,KOSDAQ,ACTIVE
080220,200,True,제주반도체,KOSDAQ,ACTIVE
081000,200,True,일진다이아,KOSPI,ACTIVE
081660,200,True,미스토홀딩스,KOSPI,ACTIVE
082270,200,True,젬백스,KOSDAQ,ACTIVE
082640,200,True,,,
082740,200,True,한화엔진,KOSPI,ACTIVE
082920,200,True,비츠로셀,KOSDAQ,ACTIVE
083650,200,True,비에이치아이,KOSDAQ,ACTIVE
083790,200,True,CG인바이츠,KOSDAQ,ACTIVE
084370,200,True,유진테크,KOSDAQ,ACTIVE
084850,200,True,아이티엠반도체,KOSDAQ,ACTIVE
084990,200,True,헬릭스미스,KOSDAQ,ACTIVE
085620,200,True,미래에셋생명,KOSPI,ACTIVE
085660,200,True,차바이오텍,KOSDAQ,ACTIVE
086280,200,True,현대글로비스,KOSPI,ACTIVE
086450,200,True,동국제약,KOSDAQ,ACTIVE
086520,200,True,에코프로,KOSDAQ,ACTIVE
086790,200,True,하나금융지주,KOSPI,ACTIVE
086900,200,True,메디톡스,KOSDAQ,ACTIVE
087010,200,True,펩트론,KOSDAQ,ACTIVE
088350,200,True,한화생명,KOSPI,ACTIVE
088800,200,True,에이스테크,KOSDAQ,ACTIVE
089030,200,True,테크윙,KOSDAQ,ACTIVE
089590,200,True,제주항공,KOSPI,ACTIVE
089600,200,True,KT나스미디어,KOSDAQ,ACTIVE
089860,200,True,롯데렌탈,KOSPI,ACTIVE
089980,200,True,상아프론테크,KOSDAQ,ACTIVE
090430,200,True,아모레퍼시픽,KOSPI,ACTIVE
090460,200,True,비에이치,KOSPI,ACTIVE
090710,200,True,휴림로봇,KOSDAQ,ACTIVE
091700,200,True,파트론,KOSDAQ,ACTIVE
091990,200,True,,,
092040,200,True,아미코젠,KOSDAQ,ACTIVE
092190,200,True,서울바이오시스,KOSDAQ,ACTIVE
093050,200,True,LF,KOSPI,ACTIVE
093370,200,True,후성,KOSPI,ACTIVE
095340,200,True,ISC,KOSDAQ,ACTIVE
095610,200,True,테스,KOSDAQ,ACTIVE
095660,200,True,네오위즈,KOSDAQ,ACTIVE
095700,200,True,제넥신,KOSDAQ,ACTIVE
096530,200,True,씨젠,KOSDAQ,ACTIVE
096760,200,True,JW홀딩스,KOSPI,ACTIVE
096770,200,True,SK이노베이션,KOSPI,ACTIVE
097230,200,True,HJ중공업,KOSPI,ACTIVE
097520,200,True,엠씨넥스,KOSPI,ACTIVE
097950,200,True,CJ제일제당,KOSPI,ACTIVE
098460,200,True,고영,KOSDAQ,ACTIVE
099320,200,True,쎄트렉아이,KOSDAQ,ACTIVE
100090,200,True,SK오션플랜트,KOSPI,ACTIVE
100120,200,True,뷰웍스,KOSDAQ,ACTIVE
100790,200,True,미래에셋벤처투자,KOSDAQ,ACTIVE
100840,200,True,SNT에너지,KOSPI,ACTIVE
101490,200,True,에스앤에스텍,KOSDAQ,ACTIVE
101530,200,True,해태제과식품,KOSPI,ACTIVE
102940,200,True,코오롱생명과학,KOSDAQ,ACTIVE
103140,200,True,풍산,KOSPI,ACTIVE
103590,200,True,일진전기,KOSPI,ACTIVE
105560,200,True,KB금융,KOSPI,ACTIVE
105630,200,True,한세실업,KOSPI,ACTIVE
108230,200,True,톱텍,KOSDAQ,ACTIVE
108320,200,True,LX세미콘,KOSPI,ACTIVE
108490,200,True,로보티즈,KOSDAQ,ACTIVE
108670,200,True,LX하우시스,KOSPI,ACTIVE
111770,200,True,영원무역,KOSPI,ACTIVE
112040,200,True,위메이드,KOSDAQ,ACTIVE
112610,200,True,씨에스윈드,KOSPI,ACTIVE
114090,200,True,GKL,KOSPI,ACTIVE
115180,200,True,큐리언트,KOSDAQ,ACTIVE
115390,200,True,,,
115450,200,True,HLB테라퓨틱스,KOSDAQ,ACTIVE
120110,200,True,코오롱인더,KOSPI,ACTIVE
121600,200,True,나노신소재,KOSDAQ,ACTIVE
121800,200,True,비덴트,KOSDAQ,ACTIVE
122870,200,True,와이지엔터테인먼트,KOSDAQ,ACTIVE
123890,200,True,한국자산신탁,KOSPI,ACTIVE
128940,200,True,한미약품,KOSPI,ACTIVE
130960,200,True,,,
131370,200,True,알서포트,KOSDAQ,ACTIVE
131970,200,True,두산테스나,KOSDAQ,ACTIVE
137310,200,True,에스디바이오센서,KOSPI,ACTIVE
137400,200,True,피엔티,KOSDAQ,ACTIVE
138040,200,True,메리츠금융지주,KOSPI,ACTIVE
138250,200,True,,,
138930,200,True,BNK금융지주,KOSPI,ACTIVE
139130,200,True,iM금융지주,KOSPI,ACTIVE
139480,200,True,이마트,KOSPI,ACTIVE
140410,200,True,메지온,KOSDAQ,ACTIVE
140860,200,True,파크시스템스,KOSDAQ,ACTIVE
141080,200,True,리가켐바이오,KOSDAQ,ACTIVE
144510,200,True,지씨셀,KOSDAQ,ACTIVE
145020,200,True,휴젤,KOSDAQ,ACTIVE
145720,200,True,덴티움,KOSPI,ACTIVE
145990,200,True,삼양사,KOSPI,ACTIVE
160190,200,True,하이젠알앤엠,KOSDAQ,ACTIVE
161000,200,True,애경케미칼,KOSPI,ACTIVE
161390,200,True,한국타이어앤테크놀로지,KOSPI,ACTIVE
161580,200,True,필옵틱스,KOSDAQ,ACTIVE
161890,200,True,한국콜마,KOSPI,ACTIVE
166090,200,True,하나머티리얼즈,KOSDAQ,ACTIVE
170900,200,True,동아에스티,KOSPI,ACTIVE
174900,200,True,앱클론,KOSDAQ,ACTIVE
175330,200,True,JB금융지주,KOSPI,ACTIVE
178320,200,True,서진시스템,KOSDAQ,ACTIVE
178920,200,True,PI첨단소재,KOSPI,ACTIVE
180640,200,True,한진칼,KOSPI,ACTIVE
181710,200,True,NHN,KOSPI,ACTIVE
183300,200,True,코미코,KOSDAQ,ACTIVE
183490,200,True,엔지켐생명과학,KOSDAQ,ACTIVE
185750,200,True,종근당,KOSPI,ACTIVE
189300,200,True,인텔리안테크,KOSDAQ,ACTIVE
192080,200,True,더블유게임즈,KOSPI,ACTIVE
192400,200,True,쿠쿠홀딩스,KOSPI,ACTIVE
192530,200,True,,,
192650,200,True,드림텍,KOSPI,ACTIVE
192820,200,True,코스맥스,KOSPI,ACTIVE
194480,200,True,데브시스터즈,KOSDAQ,ACTIVE
195870,200,True,해성디에스,KOSPI,ACTIVE
195940,200,True,HK이노엔,KOSDAQ,ACTIVE
196170,200,True,알테오젠,KOSDAQ,ACTIVE
200130,200,True,콜마비앤에이치,KOSDAQ,ACTIVE
200230,200,True,텔콘RF제약,KOSDAQ,ACTIVE
204270,200,True,제이앤티씨,KOSDAQ,ACTIVE
204320,200,True,HL만도,KOSPI,ACTIVE
206640,200,True,바디텍메드,KOSDAQ,ACTIVE
206650,200,True,유바이오로직스,KOSDAQ,ACTIVE
207940,200,True,삼성바이오로직스,KOSPI,ACTIVE
210980,200,True,SK디앤디,KOSPI,ACTIVE
213420,200,True,덕산네오룩스,KOSDAQ,ACTIVE
214150,200,True,클래시스,KOSDAQ,ACTIVE
214320,200,True,이노션,KOSPI,ACTIVE
214370,200,True,케어젠,KOSDAQ,ACTIVE
214450,200,True,파마리서치,KOSDAQ,ACTIVE
215000,200,True,골프존,KOSDAQ,ACTIVE
215200,200,True,메가스터디교육,KOSDAQ,ACTIVE
215600,200,True,신라젠,KOSDAQ,ACTIVE
218410,200,True,RFHIC,KOSDAQ,ACTIVE
222080,200,True,SFA넥셀,KOSDAQ,ACTIVE
222800,200,True,심텍,KOSDAQ,ACTIVE
225570,200,True,넥슨게임즈,KOSDAQ,ACTIVE
226320,200,True,잇츠한불,KOSPI,ACTIVE
226950,200,True,올릭스,KOSDAQ,ACTIVE
229640,200,True,LS에코에너지,KOSPI,ACTIVE
230360,200,True,,,
232140,200,True,와이씨,KOSDAQ,ACTIVE
235980,200,True,메드팩토,KOSDAQ,ACTIVE
237690,200,True,에스티팜,KOSDAQ,ACTIVE
237880,200,True,클리오,KOSDAQ,ACTIVE
240810,200,True,원익IPS,KOSDAQ,ACTIVE
241560,200,True,두산밥캣,KOSPI,ACTIVE
241590,200,True,화승엔터프라이즈,KOSPI,ACTIVE
243070,200,True,휴온스,KOSDAQ,ACTIVE
247540,200,True,에코프로비엠,KOSDAQ,ACTIVE
248070,200,True,솔루엠,KOSPI,ACTIVE
249420,200,True,일동제약,KOSPI,ACTIVE
251270,200,True,넷마블,KOSPI,ACTIVE
253450,200,True,스튜디오드래곤,KOSDAQ,ACTIVE
256840,200,True,한국비엔씨,KOSDAQ,ACTIVE
257720,200,True,실리콘투,KOSDAQ,ACTIVE
259960,200,True,크래프톤,KOSPI,ACTIVE
263050,200,True,유틸렉스,KOSDAQ,ACTIVE
263750,200,True,펄어비스,KOSDAQ,ACTIVE
265520,200,True,AP시스템,KOSDAQ,ACTIVE
267250,200,True,HD현대,KOSPI,ACTIVE
267260,200,True,HD현대일렉트릭,KOSPI,ACTIVE
267270,200,True,HD건설기계,KOSPI,ACTIVE
267980,200,True,매일유업,KOSDAQ,ACTIVE
268600,200,True,,,
271560,200,True,오리온,KOSPI,ACTIVE
271940,200,True,일진하이솔루스,KOSPI,ACTIVE
271980,200,True,제일약품,KOSPI,ACTIVE
272210,200,True,한화시스템,KOSPI,ACTIVE
272290,200,True,이녹스첨단소재,KOSDAQ,ACTIVE
272450,200,True,진에어,KOSPI,ACTIVE
277810,200,True,레인보우로보틱스,KOSDAQ,ACTIVE
278280,200,True,천보,KOSDAQ,ACTIVE
278470,200,True,에이피알,KOSPI,ACTIVE
280360,200,True,롯데웰푸드,KOSPI,ACTIVE
281740,200,True,레이크머티리얼즈,KOSDAQ,ACTIVE
281820,200,True,케이씨텍,KOSPI,ACTIVE
282330,200,True,BGF리테일,KOSPI,ACTIVE
282690,200,True,,,
284740,200,True,쿠쿠홈시스,KOSPI,ACTIVE
285130,200,True,SK케미칼,KOSPI,ACTIVE
286940,200,True,롯데이노베이트,KOSPI,ACTIVE
287410,200,True,,,
289220,200,True,자이언트스텝,KOSDAQ,ACTIVE
290650,200,True,엘앤씨바이오,KOSDAQ,ACTIVE
293490,200,True,카카오게임즈,KOSDAQ,ACTIVE
294870,200,True,IPARK현대산업개발,KOSPI,ACTIVE
298000,200,True,효성화학,KOSPI,ACTIVE
298020,200,True,효성티앤씨,KOSPI,ACTIVE
298040,200,True,효성중공업,KOSPI,ACTIVE
298050,200,True,HS효성첨단소재,KOSPI,ACTIVE
298380,200,True,에이비엘바이오,KOSDAQ,ACTIVE
299030,200,True,하나기술,KOSDAQ,ACTIVE
299660,200,True,셀리드,KOSDAQ,ACTIVE
299900,200,True,,,
300720,200,True,한일시멘트,KOSPI,ACTIVE
302440,200,True,SK바이오사이언스,KOSPI,ACTIVE
306200,200,True,세아제강,KOSPI,ACTIVE
